,nconst,director,primaryName,birthYear,tconst,category
1942,nm0059106,director,Charles Barton,1902,tt0512044,director
1943,nm0059106,director,Charles Barton,1902,tt0512045,director
1944,nm0059106,director,Charles Barton,1902,tt0512046,director
1945,nm0059106,director,Charles Barton,1902,tt0512047,director
1946,nm0059106,director,Charles Barton,1902,tt0512048,director
1947,nm0059106,director,Charles Barton,1902,tt0512049,director
1948,nm0059106,director,Charles Barton,1902,tt0512050,director
1949,nm0059106,director,Charles Barton,1902,tt0512051,director
1950,nm0059106,director,Charles Barton,1902,tt0512052,director
1951,nm0059106,director,Charles Barton,1902,tt0512053,director
1952,nm0059106,director,Charles Barton,1902,tt0518105,director
1953,nm0059106,director,Charles Barton,1902,tt0544806,director
1954,nm0059106,director,Charles Barton,1902,tt0557878,director
1955,nm0059106,director,Charles Barton,1902,tt0557879,director
1956,nm0059106,director,Charles Barton,1902,tt0557880,director
1957,nm0059106,director,Charles Barton,1902,tt0557881,director
1958,nm0059106,director,Charles Barton,1902,tt0557882,director
1959,nm0059106,director,Charles Barton,1902,tt0557883,director
1960,nm0059106,director,Charles Barton,1902,tt0557884,director
1961,nm0059106,director,Charles Barton,1902,tt0557885,director
1962,nm0059106,director,Charles Barton,1902,tt0557886,director
1963,nm0059106,director,Charles Barton,1902,tt0557887,director
1964,nm0059106,director,Charles Barton,1902,tt0557888,director
1965,nm0059106,director,Charles Barton,1902,tt0557890,director
1966,nm0059106,director,Charles Barton,1902,tt0557892,director
1967,nm0059106,director,Charles Barton,1902,tt0557893,director
1968,nm0059106,director,Charles Barton,1902,tt0557894,director
1969,nm0059106,director,Charles Barton,1902,tt0557896,director
1970,nm0059106,director,Charles Barton,1902,tt0557899,director
1971,nm0059106,director,Charles Barton,1902,tt0557900,director
1972,nm0059106,director,Charles Barton,1902,tt0557902,director
1973,nm0059106,director,Charles Barton,1902,tt0557904,director
1974,nm0059106,director,Charles Barton,1902,tt0557905,director
1975,nm0059106,director,Charles Barton,1902,tt0557908,director
1976,nm0059106,director,Charles Barton,1902,tt0557909,director
1977,nm0059106,director,Charles Barton,1902,tt0557917,director
1978,nm0059106,director,Charles Barton,1902,tt0557918,director
1979,nm0059106,director,Charles Barton,1902,tt0557919,director
1980,nm0059106,director,Charles Barton,1902,tt0557921,director
1981,nm0059106,director,Charles Barton,1902,tt0557922,director
1982,nm0059106,director,Charles Barton,1902,tt0557923,director
1983,nm0059106,director,Charles Barton,1902,tt0557924,director
1984,nm0059106,director,Charles Barton,1902,tt0557925,director
1985,nm0059106,director,Charles Barton,1902,tt0557926,director
1986,nm0059106,director,Charles Barton,1902,tt0557928,director
1987,nm0059106,director,Charles Barton,1902,tt0557930,director
1988,nm0059106,director,Charles Barton,1902,tt0557933,director
1989,nm0059106,director,Charles Barton,1902,tt0557934,director
1990,nm0059106,director,Charles Barton,1902,tt0557936,director
1991,nm0059106,director,Charles Barton,1902,tt0557938,director
1992,nm0059106,director,Charles Barton,1902,tt0557940,director
1993,nm0059106,director,Charles Barton,1902,tt0557942,director
1994,nm0059106,director,Charles Barton,1902,tt0557943,director
1995,nm0059106,director,Charles Barton,1902,tt0557944,director
1996,nm0059106,director,Charles Barton,1902,tt0557945,director
1997,nm0059106,director,Charles Barton,1902,tt0557947,director
1998,nm0059106,director,Charles Barton,1902,tt0557948,director
1999,nm0059106,director,Charles Barton,1902,tt0557949,director
2000,nm0059106,director,Charles Barton,1902,tt0557951,director
2001,nm0059106,director,Charles Barton,1902,tt0557952,director
2002,nm0059106,director,Charles Barton,1902,tt0557953,director
2003,nm0059106,director,Charles Barton,1902,tt0557958,director
2004,nm0059106,director,Charles Barton,1902,tt0557959,director
2005,nm0059106,director,Charles Barton,1902,tt0557961,director
2006,nm0059106,director,Charles Barton,1902,tt0557962,director
2007,nm0059106,director,Charles Barton,1902,tt0557963,director
2008,nm0059106,director,Charles Barton,1902,tt0557964,director
2009,nm0059106,director,Charles Barton,1902,tt0557965,director
2010,nm0059106,director,Charles Barton,1902,tt0557966,director
2011,nm0059106,director,Charles Barton,1902,tt0557969,director
2012,nm0059106,director,Charles Barton,1902,tt0557971,director
2013,nm0059106,director,Charles Barton,1902,tt0557973,director
2014,nm0059106,director,Charles Barton,1902,tt0557974,director
2015,nm0059106,director,Charles Barton,1902,tt0557975,director
2016,nm0059106,director,Charles Barton,1902,tt0557976,director
2017,nm0059106,director,Charles Barton,1902,tt0557979,director
2018,nm0059106,director,Charles Barton,1902,tt0557980,director
2019,nm0059106,director,Charles Barton,1902,tt0557981,director
2020,nm0059106,director,Charles Barton,1902,tt0557985,director
2021,nm0059106,director,Charles Barton,1902,tt0557986,director
2022,nm0059106,director,Charles Barton,1902,tt0557987,director
2023,nm0059106,director,Charles Barton,1902,tt0557988,director
2024,nm0059106,director,Charles Barton,1902,tt0557990,director
2025,nm0059106,director,Charles Barton,1902,tt0557991,director
2026,nm0059106,director,Charles Barton,1902,tt0557995,director
2027,nm0059106,director,Charles Barton,1902,tt0557997,director
2028,nm0059106,director,Charles Barton,1902,tt0557998,director
2029,nm0059106,director,Charles Barton,1902,tt0557999,director
2030,nm0059106,director,Charles Barton,1902,tt0558000,director
2031,nm0059106,director,Charles Barton,1902,tt0558001,director
2032,nm0059106,director,Charles Barton,1902,tt0558002,director
2033,nm0059106,director,Charles Barton,1902,tt0558003,director
2034,nm0059106,director,Charles Barton,1902,tt0558004,director
2035,nm0059106,director,Charles Barton,1902,tt0558006,director
2036,nm0059106,director,Charles Barton,1902,tt0558007,director
2037,nm0059106,director,Charles Barton,1902,tt0558008,director
2038,nm0059106,director,Charles Barton,1902,tt0558009,director
2039,nm0059106,director,Charles Barton,1902,tt0561395,director
2040,nm0059106,director,Charles Barton,1902,tt0561396,director
2041,nm0059106,director,Charles Barton,1902,tt0576706,director
2042,nm0059106,director,Charles Barton,1902,tt0576707,director
2043,nm0059106,director,Charles Barton,1902,tt0576709,director
2044,nm0059106,director,Charles Barton,1902,tt0576710,director
2045,nm0059106,director,Charles Barton,1902,tt0576711,director
2046,nm0059106,director,Charles Barton,1902,tt0576713,director
2047,nm0059106,director,Charles Barton,1902,tt0576714,director
2048,nm0059106,director,Charles Barton,1902,tt0576715,director
2049,nm0059106,director,Charles Barton,1902,tt0576716,director
2050,nm0059106,director,Charles Barton,1902,tt0576717,director
2051,nm0059106,director,Charles Barton,1902,tt0576718,director
2052,nm0059106,director,Charles Barton,1902,tt0576719,director
2053,nm0059106,director,Charles Barton,1902,tt0576722,director
2054,nm0059106,director,Charles Barton,1902,tt0576723,director
2055,nm0059106,director,Charles Barton,1902,tt0576724,director
2056,nm0059106,director,Charles Barton,1902,tt0576726,director
2057,nm0059106,director,Charles Barton,1902,tt0576728,director
2058,nm0059106,director,Charles Barton,1902,tt0576730,director
2059,nm0059106,director,Charles Barton,1902,tt0576731,director
2060,nm0059106,director,Charles Barton,1902,tt0576732,director
2061,nm0059106,director,Charles Barton,1902,tt0576733,director
2062,nm0059106,director,Charles Barton,1902,tt0576734,director
2063,nm0059106,director,Charles Barton,1902,tt0576735,director
2064,nm0059106,director,Charles Barton,1902,tt0576736,director
2065,nm0059106,director,Charles Barton,1902,tt0576737,director
2066,nm0059106,director,Charles Barton,1902,tt0576738,director
2067,nm0059106,director,Charles Barton,1902,tt0576740,director
2068,nm0059106,director,Charles Barton,1902,tt0576741,director
2069,nm0059106,director,Charles Barton,1902,tt0576742,director
2070,nm0059106,director,Charles Barton,1902,tt0576743,director
2071,nm0059106,director,Charles Barton,1902,tt0576744,director
2072,nm0059106,director,Charles Barton,1902,tt0576746,director
2073,nm0059106,director,Charles Barton,1902,tt0576747,director
2074,nm0059106,director,Charles Barton,1902,tt0576748,director
2075,nm0059106,director,Charles Barton,1902,tt0576749,director
2076,nm0059106,director,Charles Barton,1902,tt0576751,director
2077,nm0059106,director,Charles Barton,1902,tt0576752,director
2078,nm0059106,director,Charles Barton,1902,tt0576753,director
2079,nm0059106,director,Charles Barton,1902,tt0576755,director
2080,nm0059106,director,Charles Barton,1902,tt0576756,director
2081,nm0059106,director,Charles Barton,1902,tt0576757,director
2082,nm0059106,director,Charles Barton,1902,tt0576758,director
2083,nm0059106,director,Charles Barton,1902,tt0576759,director
2084,nm0059106,director,Charles Barton,1902,tt0576760,director
2085,nm0059106,director,Charles Barton,1902,tt0576764,director
2086,nm0059106,director,Charles Barton,1902,tt0576765,director
2087,nm0059106,director,Charles Barton,1902,tt0576766,director
2088,nm0059106,director,Charles Barton,1902,tt0576767,director
2089,nm0059106,director,Charles Barton,1902,tt0576768,director
2090,nm0059106,director,Charles Barton,1902,tt0576770,director
2091,nm0059106,director,Charles Barton,1902,tt0576771,director
2092,nm0059106,director,Charles Barton,1902,tt0576772,director
2093,nm0059106,director,Charles Barton,1902,tt0576773,director
2094,nm0059106,director,Charles Barton,1902,tt0576774,director
2095,nm0059106,director,Charles Barton,1902,tt0576775,director
2096,nm0059106,director,Charles Barton,1902,tt0576778,director
2097,nm0059106,director,Charles Barton,1902,tt0576779,director
2098,nm0059106,director,Charles Barton,1902,tt0576781,director
2099,nm0059106,director,Charles Barton,1902,tt0576782,director
2100,nm0059106,director,Charles Barton,1902,tt0576783,director
2101,nm0059106,director,Charles Barton,1902,tt0576784,director
2102,nm0059106,director,Charles Barton,1902,tt0576785,director
2103,nm0059106,director,Charles Barton,1902,tt0576786,director
2104,nm0059106,director,Charles Barton,1902,tt0576790,director
2105,nm0059106,director,Charles Barton,1902,tt0576791,director
2106,nm0059106,director,Charles Barton,1902,tt0576792,director
2107,nm0059106,director,Charles Barton,1902,tt0576793,director
2108,nm0059106,director,Charles Barton,1902,tt0576796,director
2109,nm0059106,director,Charles Barton,1902,tt0576797,director
2110,nm0059106,director,Charles Barton,1902,tt0576798,director
2111,nm0059106,director,Charles Barton,1902,tt0576800,director
2112,nm0059106,director,Charles Barton,1902,tt0576801,director
2113,nm0059106,director,Charles Barton,1902,tt0576802,director
2114,nm0059106,director,Charles Barton,1902,tt0576803,director
2115,nm0059106,director,Charles Barton,1902,tt0576804,director
2116,nm0059106,director,Charles Barton,1902,tt0576805,director
2117,nm0059106,director,Charles Barton,1902,tt0576806,director
2118,nm0059106,director,Charles Barton,1902,tt0576807,director
2119,nm0059106,director,Charles Barton,1902,tt0576808,director
2120,nm0059106,director,Charles Barton,1902,tt0576809,director
2121,nm0059106,director,Charles Barton,1902,tt0576810,director
2122,nm0059106,director,Charles Barton,1902,tt0576813,director
2123,nm0059106,director,Charles Barton,1902,tt0576814,director
2124,nm0059106,director,Charles Barton,1902,tt0576815,director
2125,nm0059106,director,Charles Barton,1902,tt0576817,director
2126,nm0059106,director,Charles Barton,1902,tt0576818,director
2127,nm0059106,director,Charles Barton,1902,tt0576819,director
2128,nm0059106,director,Charles Barton,1902,tt0576821,director
2129,nm0059106,director,Charles Barton,1902,tt0576822,director
2130,nm0059106,director,Charles Barton,1902,tt0576824,director
2131,nm0059106,director,Charles Barton,1902,tt0576825,director
2132,nm0059106,director,Charles Barton,1902,tt0576826,director
2133,nm0059106,director,Charles Barton,1902,tt0576828,director
2134,nm0059106,director,Charles Barton,1902,tt0576829,director
2135,nm0059106,director,Charles Barton,1902,tt0576830,director
2136,nm0059106,director,Charles Barton,1902,tt0576831,director
2137,nm0059106,director,Charles Barton,1902,tt0576832,director
2138,nm0059106,director,Charles Barton,1902,tt0576834,director
2139,nm0059106,director,Charles Barton,1902,tt0576836,director
2140,nm0059106,director,Charles Barton,1902,tt0576837,director
2141,nm0059106,director,Charles Barton,1902,tt0576838,director
2142,nm0059106,director,Charles Barton,1902,tt0576839,director
2143,nm0059106,director,Charles Barton,1902,tt0576840,director
2144,nm0059106,director,Charles Barton,1902,tt0576841,director
2145,nm0059106,director,Charles Barton,1902,tt0585518,director
2146,nm0059106,director,Charles Barton,1902,tt0585530,director
2147,nm0059106,director,Charles Barton,1902,tt0585532,director
2148,nm0059106,director,Charles Barton,1902,tt0585547,director
2149,nm0059106,director,Charles Barton,1902,tt0585573,director
2150,nm0059106,director,Charles Barton,1902,tt0585575,director
2151,nm0059106,director,Charles Barton,1902,tt0585591,director
2152,nm0059106,director,Charles Barton,1902,tt0585596,director
2153,nm0059106,director,Charles Barton,1902,tt0585606,director
2154,nm0059106,director,Charles Barton,1902,tt0585609,director
2155,nm0059106,director,Charles Barton,1902,tt0585616,director
2156,nm0059106,director,Charles Barton,1902,tt0585619,director
2157,nm0059106,director,Charles Barton,1902,tt0585625,director
2158,nm0059106,director,Charles Barton,1902,tt0585628,director
2159,nm0059106,director,Charles Barton,1902,tt0592500,director
2160,nm0059106,director,Charles Barton,1902,tt0593046,director
2161,nm0059106,director,Charles Barton,1902,tt0593048,director
2162,nm0059106,director,Charles Barton,1902,tt0593054,director
2163,nm0059106,director,Charles Barton,1902,tt0593056,director
2164,nm0059106,director,Charles Barton,1902,tt0593060,director
2165,nm0059106,director,Charles Barton,1902,tt0593063,director
2166,nm0059106,director,Charles Barton,1902,tt0593066,director
2167,nm0059106,director,Charles Barton,1902,tt0593067,director
2168,nm0059106,director,Charles Barton,1902,tt0593075,director
2169,nm0059106,director,Charles Barton,1902,tt0644892,director
2170,nm0059106,director,Charles Barton,1902,tt0644898,director
2171,nm0059106,director,Charles Barton,1902,tt0644903,director
2172,nm0059106,director,Charles Barton,1902,tt0644911,director
2173,nm0059106,director,Charles Barton,1902,tt0644914,director
2174,nm0059106,director,Charles Barton,1902,tt0644927,director
2175,nm0059106,director,Charles Barton,1902,tt0653085,director
2176,nm0059106,director,Charles Barton,1902,tt0673880,director
2177,nm0059106,director,Charles Barton,1902,tt0673884,director
2178,nm0059106,director,Charles Barton,1902,tt0673888,director
2179,nm0059106,director,Charles Barton,1902,tt0673908,director
2180,nm0059106,director,Charles Barton,1902,tt0673922,director
2181,nm0059106,director,Charles Barton,1902,tt0673927,director
2182,nm0059106,director,Charles Barton,1902,tt0673928,director
2183,nm0059106,director,Charles Barton,1902,tt0673933,director
2184,nm0059106,director,Charles Barton,1902,tt0673938,director
2185,nm0059106,director,Charles Barton,1902,tt0673939,director
2186,nm0059106,director,Charles Barton,1902,tt0673941,director
2187,nm0059106,director,Charles Barton,1902,tt0673948,director
2188,nm0059106,director,Charles Barton,1902,tt0673949,director
2189,nm0059106,director,Charles Barton,1902,tt0673951,director
2190,nm0059106,director,Charles Barton,1902,tt0673953,director
2191,nm0059106,director,Charles Barton,1902,tt0673958,director
2192,nm0059106,director,Charles Barton,1902,tt0673960,director
2193,nm0059106,director,Charles Barton,1902,tt0673983,director
2194,nm0059106,director,Charles Barton,1902,tt0673985,director
2195,nm0059106,director,Charles Barton,1902,tt0673993,director
2196,nm0059106,director,Charles Barton,1902,tt0673994,director
2197,nm0059106,director,Charles Barton,1902,tt0673995,director
2198,nm0059106,director,Charles Barton,1902,tt0674010,director
2199,nm0059106,director,Charles Barton,1902,tt0674012,director
2200,nm0059106,director,Charles Barton,1902,tt0674023,director
2201,nm0059106,director,Charles Barton,1902,tt0674042,director
2202,nm0059106,director,Charles Barton,1902,tt0674043,director
2203,nm0059106,director,Charles Barton,1902,tt0674056,director
2204,nm0059106,director,Charles Barton,1902,tt0674066,director
2205,nm0059106,director,Charles Barton,1902,tt0683654,director
2206,nm0059106,director,Charles Barton,1902,tt0683659,director
2207,nm0059106,director,Charles Barton,1902,tt0683696,director
2208,nm0059106,director,Charles Barton,1902,tt0711980,director
2209,nm0059106,director,Charles Barton,1902,tt0712097,director
2210,nm0059106,director,Charles Barton,1902,tt0724098,director
2211,nm0059106,director,Charles Barton,1902,tt0724101,director
2212,nm0059106,director,Charles Barton,1902,tt0755107,director
2213,nm0059106,director,Charles Barton,1902,tt0755108,director
2214,nm0059106,director,Charles Barton,1902,tt0755111,director
2215,nm0059106,director,Charles Barton,1902,tt0755113,director
2216,nm0059106,director,Charles Barton,1902,tt0755130,director
2217,nm0059106,director,Charles Barton,1902,tt0755142,director
2218,nm0059106,director,Charles Barton,1902,tt0755143,director
2219,nm0059106,director,Charles Barton,1902,tt0755144,director
2220,nm0059106,director,Charles Barton,1902,tt0755157,director
2221,nm0059106,director,Charles Barton,1902,tt0755161,director
2222,nm0059106,director,Charles Barton,1902,tt0755163,director
2223,nm0059106,director,Charles Barton,1902,tt0755164,director
2224,nm0059106,director,Charles Barton,1902,tt0755171,director
2225,nm0059106,director,Charles Barton,1902,tt0755174,director
2226,nm0059106,director,Charles Barton,1902,tt0755177,director
2227,nm0059106,director,Charles Barton,1902,tt0755178,director
2228,nm0059106,director,Charles Barton,1902,tt0755179,director
2229,nm0059106,director,Charles Barton,1902,tt0768987,director
2230,nm0059106,director,Charles Barton,1902,tt0768991,director
2231,nm0059106,director,Charles Barton,1902,tt0769862,director
2232,nm0059106,director,Charles Barton,1902,tt0791742,director
2233,nm0059106,director,Charles Barton,1902,tt0875871,director
2234,nm0059106,director,Charles Barton,1902,tt0971626,director
2235,nm0059106,director,Charles Barton,1902,tt0988544,director
2236,nm0059106,director,Charles Barton,1902,tt0989541,director
2237,nm0059106,director,Charles Barton,1902,tt0989551,director
2238,nm0059106,director,Charles Barton,1902,tt0991880,director
2239,nm0059106,director,Charles Barton,1902,tt1009632,director
2240,nm0059106,director,Charles Barton,1902,tt1018256,director
2241,nm0059106,director,Charles Barton,1902,tt1102421,director
2242,nm0059106,director,Charles Barton,1902,tt1102422,director
2243,nm0059106,director,Charles Barton,1902,tt1102424,director
2244,nm0059106,director,Charles Barton,1902,tt1102425,director
2245,nm0059106,director,Charles Barton,1902,tt1102426,director
2246,nm0059106,director,Charles Barton,1902,tt1102427,director
2247,nm0059106,director,Charles Barton,1902,tt1102428,director
2248,nm0059106,director,Charles Barton,1902,tt1102936,director
2249,nm0059106,director,Charles Barton,1902,tt1102937,director
2250,nm0059106,director,Charles Barton,1902,tt1102938,director
2251,nm0059106,director,Charles Barton,1902,tt1102939,director
2252,nm0059106,director,Charles Barton,1902,tt1102940,director
2253,nm0059106,director,Charles Barton,1902,tt1102941,director
2254,nm0059106,director,Charles Barton,1902,tt1102942,director
2255,nm0059106,director,Charles Barton,1902,tt1102943,director
2256,nm0059106,director,Charles Barton,1902,tt1102944,director
2257,nm0059106,director,Charles Barton,1902,tt1118837,director
2258,nm0059106,director,Charles Barton,1902,tt1118838,director
2259,nm0059106,director,Charles Barton,1902,tt1118839,director
2260,nm0059106,director,Charles Barton,1902,tt1118843,director
2261,nm0059106,director,Charles Barton,1902,tt1118844,director
2262,nm0059106,director,Charles Barton,1902,tt1182508,director
2263,nm0059106,director,Charles Barton,1902,tt1182511,director
2264,nm0059106,director,Charles Barton,1902,tt1182512,director
2265,nm0059106,director,Charles Barton,1902,tt1273142,director
2266,nm0059106,director,Charles Barton,1902,tt1279153,director
2267,nm0059106,director,Charles Barton,1902,tt1279155,director
2268,nm0059106,director,Charles Barton,1902,tt1279718,director
2269,nm0059106,director,Charles Barton,1902,tt1363712,director
2270,nm0059106,director,Charles Barton,1902,tt1368935,director
2271,nm0059106,director,Charles Barton,1902,tt1368936,director
2272,nm0059106,director,Charles Barton,1902,tt1368937,director
2273,nm0059106,director,Charles Barton,1902,tt1368940,director
2274,nm0059106,director,Charles Barton,1902,tt1368943,director
2275,nm0059106,director,Charles Barton,1902,tt1368944,director
2276,nm0059106,director,Charles Barton,1902,tt1368945,director
2277,nm0059106,director,Charles Barton,1902,tt1368946,director
2278,nm0059106,director,Charles Barton,1902,tt1369266,director
2279,nm0059106,director,Charles Barton,1902,tt1374298,director
2280,nm0059106,director,Charles Barton,1902,tt1374303,director
2281,nm0059106,director,Charles Barton,1902,tt1374304,director
2282,nm0059106,director,Charles Barton,1902,tt1374306,director
2283,nm0059106,director,Charles Barton,1902,tt1374311,director
2284,nm0059106,director,Charles Barton,1902,tt1374312,director
2285,nm0059106,director,Charles Barton,1902,tt1374316,director
2286,nm0059106,director,Charles Barton,1902,tt1374318,director
2287,nm0059106,director,Charles Barton,1902,tt1375365,director
2288,nm0059106,director,Charles Barton,1902,tt1375366,director
2289,nm0059106,director,Charles Barton,1902,tt1375442,director
2290,nm0059106,director,Charles Barton,1902,tt1375915,director
2291,nm0059106,director,Charles Barton,1902,tt1407777,director
2292,nm0059106,director,Charles Barton,1902,tt1420917,director
2293,nm0059106,director,Charles Barton,1902,tt1472506,director
2294,nm0059106,director,Charles Barton,1902,tt1472507,director
2295,nm0059106,director,Charles Barton,1902,tt1472508,director
2296,nm0059106,director,Charles Barton,1902,tt1476156,director
2297,nm0059106,director,Charles Barton,1902,tt1476157,director
2298,nm0059106,director,Charles Barton,1902,tt1476158,director
2299,nm0059106,director,Charles Barton,1902,tt1476863,director
2300,nm0059106,director,Charles Barton,1902,tt1478181,director
2301,nm0059106,director,Charles Barton,1902,tt1491104,director
2302,nm0059106,director,Charles Barton,1902,tt1491105,director
2303,nm0059106,director,Charles Barton,1902,tt1491107,director
2304,nm0059106,director,Charles Barton,1902,tt1533943,director
2305,nm0059106,director,Charles Barton,1902,tt1533945,director
2306,nm0059106,director,Charles Barton,1902,tt1533953,director
2307,nm0059106,director,Charles Barton,1902,tt1533954,director
2308,nm0059106,director,Charles Barton,1902,tt1971205,director
2309,nm0059106,director,Charles Barton,1902,tt1972342,director
2310,nm0059106,director,Charles Barton,1902,tt1972343,director
2311,nm0059106,director,Charles Barton,1902,tt1972344,director
2312,nm0059106,director,Charles Barton,1902,tt1990048,director
2313,nm0059106,director,Charles Barton,1902,tt1990052,director
2314,nm0059106,director,Charles Barton,1902,tt1990053,director
2315,nm0059106,director,Charles Barton,1902,tt2461774,director
2316,nm0059106,director,Charles Barton,1902,tt5001556,director
2317,nm0063769,director,Charlie Bean,1970,tt0163567,director
2318,nm0063769,director,Charlie Bean,1970,tt0395594,director
2319,nm0063769,director,Charlie Bean,1970,tt1177742,director
2320,nm0063769,director,Charlie Bean,1970,tt1447090,director
2321,nm0063769,director,Charlie Bean,1970,tt1447380,director
2322,nm0063769,director,Charlie Bean,1970,tt1522041,director
2323,nm0063769,director,Charlie Bean,1970,tt1681476,director
2324,nm0063769,director,Charlie Bean,1970,tt1681477,director
2325,nm0063769,director,Charlie Bean,1970,tt1681487,director
2326,nm0063769,director,Charlie Bean,1970,tt1681489,director
2327,nm0063769,director,Charlie Bean,1970,tt1681495,director
2328,nm0063769,director,Charlie Bean,1970,tt1681497,director
2329,nm0063769,director,Charlie Bean,1970,tt1681508,director
2330,nm0063769,director,Charlie Bean,1970,tt1681509,director
2331,nm0063769,director,Charlie Bean,1970,tt1681512,director
2332,nm0063769,director,Charlie Bean,1970,tt1681524,director
2333,nm0063769,director,Charlie Bean,1970,tt1681526,director
2334,nm0063769,director,Charlie Bean,1970,tt1681535,director
2335,nm0063769,director,Charlie Bean,1970,tt1681537,director
2336,nm0063769,director,Charlie Bean,1970,tt1681538,director
2337,nm0063769,director,Charlie Bean,1970,tt1681539,director
2338,nm0063769,director,Charlie Bean,1970,tt1681549,director
2339,nm0063769,director,Charlie Bean,1970,tt1681550,director
2340,nm0063769,director,Charlie Bean,1970,tt1681558,director
2341,nm0063769,director,Charlie Bean,1970,tt2194750,director
2342,nm0063769,director,Charlie Bean,1970,tt2194754,director
2343,nm0063769,director,Charlie Bean,1970,tt2226770,director
2344,nm0063769,director,Charlie Bean,1970,tt2231216,director
2345,nm0063769,director,Charlie Bean,1970,tt2278178,director
2346,nm0063769,director,Charlie Bean,1970,tt2346582,director
2347,nm0063769,director,Charlie Bean,1970,tt2402005,director
2348,nm0063769,director,Charlie Bean,1970,tt2402007,director
2349,nm0063769,director,Charlie Bean,1970,tt2402009,director
2350,nm0063769,director,Charlie Bean,1970,tt2411182,director
2351,nm0063769,director,Charlie Bean,1970,tt2438426,director
2352,nm0063769,director,Charlie Bean,1970,tt2466924,director
2353,nm0063769,director,Charlie Bean,1970,tt2466932,director
2354,nm0063769,director,Charlie Bean,1970,tt2466940,director
2355,nm0063769,director,Charlie Bean,1970,tt2466942,director
2356,nm0063769,director,Charlie Bean,1970,tt2568030,director
2357,nm0063769,director,Charlie Bean,1970,tt2580352,director
2358,nm0063769,director,Charlie Bean,1970,tt2605400,director
2359,nm0063769,director,Charlie Bean,1970,tt2618752,director
2360,nm0063769,director,Charlie Bean,1970,tt2618754,director
2361,nm0063769,director,Charlie Bean,1970,tt3014284,director
2362,nm0063769,director,Charlie Bean,1970,tt3178730,director
2363,nm0063769,director,Charlie Bean,1970,tt5116378,director
2364,nm0063769,director,Charlie Bean,1970,tt8096832,director
2365,nm0064415,director,William Beaudine,1892,tt0006406,director
2366,nm0064415,director,William Beaudine,1892,tt0007651,director
2367,nm0064415,director,William Beaudine,1892,tt0007675,director
2368,nm0064415,director,William Beaudine,1892,tt0007683,director
2369,nm0064415,director,William Beaudine,1892,tt0007687,director
2370,nm0064415,director,William Beaudine,1892,tt0007691,director
2371,nm0064415,director,William Beaudine,1892,tt0007772,director
2372,nm0064415,director,William Beaudine,1892,tt0008055,director
2373,nm0064415,director,William Beaudine,1892,tt0008105,director
2374,nm0064415,director,William Beaudine,1892,tt0008223,director
2375,nm0064415,director,William Beaudine,1892,tt0008373,director
2376,nm0064415,director,William Beaudine,1892,tt0011940,director
2377,nm0064415,director,William Beaudine,1892,tt0013002,director
2378,nm0064415,director,William Beaudine,1892,tt0013635,director
2379,nm0064415,director,William Beaudine,1892,tt0013740,director
2380,nm0064415,director,William Beaudine,1892,tt0013884,director
2381,nm0064415,director,William Beaudine,1892,tt0013918,director
2382,nm0064415,director,William Beaudine,1892,tt0013948,director
2383,nm0064415,director,William Beaudine,1892,tt0014128,director
2384,nm0064415,director,William Beaudine,1892,tt0014133,director
2385,nm0064415,director,William Beaudine,1892,tt0014353,director
2386,nm0064415,director,William Beaudine,1892,tt0014375,director
2387,nm0064415,director,William Beaudine,1892,tt0014800,director
2388,nm0064415,director,William Beaudine,1892,tt0014829,director
2389,nm0064415,director,William Beaudine,1892,tt0014833,director
2390,nm0064415,director,William Beaudine,1892,tt0015093,director
2391,nm0064415,director,William Beaudine,1892,tt0015314,director
2392,nm0064415,director,William Beaudine,1892,tt0015468,director
2393,nm0064415,director,William Beaudine,1892,tt0015646,director
2394,nm0064415,director,William Beaudine,1892,tt0015931,director
2395,nm0064415,director,William Beaudine,1892,tt0016028,director
2396,nm0064415,director,William Beaudine,1892,tt0016146,director
2397,nm0064415,director,William Beaudine,1892,tt0016706,director
2398,nm0064415,director,William Beaudine,1892,tt0016975,director
2399,nm0064415,director,William Beaudine,1892,tt0017412,director
2400,nm0064415,director,William Beaudine,1892,tt0017423,director
2401,nm0064415,director,William Beaudine,1892,tt0017458,director
2402,nm0064415,director,William Beaudine,1892,tt0017907,director
2403,nm0064415,director,William Beaudine,1892,tt0018029,director
2404,nm0064415,director,William Beaudine,1892,tt0018090,director
2405,nm0064415,director,William Beaudine,1892,tt0018782,director
2406,nm0064415,director,William Beaudine,1892,tt0018838,director
2407,nm0064415,director,William Beaudine,1892,tt0018941,director
2408,nm0064415,director,William Beaudine,1892,tt0018987,director
2409,nm0064415,director,William Beaudine,1892,tt0019013,director
2410,nm0064415,director,William Beaudine,1892,tt0019912,director
2411,nm0064415,director,William Beaudine,1892,tt0019927,director
2412,nm0064415,director,William Beaudine,1892,tt0019963,director
2413,nm0064415,director,William Beaudine,1892,tt0020527,director
2414,nm0064415,director,William Beaudine,1892,tt0021304,director
2415,nm0064415,director,William Beaudine,1892,tt0021471,director
2416,nm0064415,director,William Beaudine,1892,tt0021537,director
2417,nm0064415,director,William Beaudine,1892,tt0021854,director
2418,nm0064415,director,William Beaudine,1892,tt0022047,director
2419,nm0064415,director,William Beaudine,1892,tt0022137,director
2420,nm0064415,director,William Beaudine,1892,tt0022154,director
2421,nm0064415,director,William Beaudine,1892,tt0022261,director
