,index,DFL_title,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,newurl,mpaarating,rlsdt,budget,worldwide,DIR_COUNT,DIR_AGE,DIR_RTG,DIR_FILM_COUNT,WTR_COUNT,WTR_AGE,WTR_FILM_COUNT,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,fi,history,horror,music,musical,mystery,news,romance,sci,sport,thriller,western,newmpaarating_G,newmpaarating_Not Rated,newmpaarating_PG,newmpaarating_PG-13,budget_adj,worldwide_adj,ROI,rlsdt_dt,rlsdt_mo,rlsdt_day,rlsdt_daynm,rlsdt_dayofwk,rlsdt_season,rlsdt_season_NM
108,108,Glory Road,tt0385726,movie,Glory Road,2006,118,"Biography,Drama,Sport",7.2,45510.0,https://www.imdb.com/title/tt0385726,PG,2006-01-13 00:00:00,error,"$42,938,449",1.0,47.0,6.584294088531414,0.0,2.0,45.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,42938449,,2006-01-13,1.0,13.0,Friday,6.0,4.0,Winter
109,109,Greyfriars Bobby: The True Story of a Dog,tt0054944,movie,Greyfriars Bobby: The True Story of a Dog,1961,91,"Drama,Family",7.3,1558.0,https://www.imdb.com/title/tt0054944,Approved,1961-07-17 00:00:00,error,"$721,203",1.0,44.0,6.199999999999999,9.0,2.0,75.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,721203,,1961-07-17,7.0,17.0,Monday,2.0,2.0,Summer
110,110,Guardians of the Galaxy Vol. 2,tt3896198,movie,Guardians of the Galaxy Vol. 2,2017,136,"Action,Adventure,Comedy",7.6,641940.0,https://www.imdb.com/title/tt3896198,PG-13,2017-05-05 00:00:00,"$200,000,000 (estimated)","$863,756,051",1.0,51.0,7.099999999999999,3.0,5.0,63.333333333333336,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000000,863756051,3.318780255,2017-05-05,5.0,5.0,Friday,6.0,1.0,Spring
111,111,Gus,tt0074599,movie,Gus,1976,96,"Comedy,Family,Sport",5.7,1896.0,https://www.imdb.com/title/tt0074599,G,1976-07-07 00:00:00,error,"$21,873,000",1.0,47.0,5.925,8.0,3.0,57.333333333333336,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21873000,,1976-07-07,7.0,7.0,Wednesday,4.0,2.0,Summer
112,112,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,tt1127884,movie,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,74,"Documentary,Music",2.6,11993.0,https://www.imdb.com/title/tt1127884,G,2008-02-01 00:00:00,"$7,000,000 (estimated)","$70,642,966",1.0,47.0,6.6,1.0,3.0,55.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7000000,70642966,9.091852285714284,2008-02-01,2.0,1.0,Friday,6.0,4.0,Winter
113,113,Hannah Montana: The Movie,tt1114677,movie,Hannah Montana: The Movie,2009,102,"Comedy,Drama,Family",4.5,41959.0,https://www.imdb.com/title/tt1114677,G,2009-04-10 00:00:00,"$30,000,000 (estimated)","$155,545,279",1.0,53.0,6.433333333333334,6.0,4.0,52.66666666666666,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30000000,155545279,4.184842633333333,2009-04-10,4.0,10.0,Friday,6.0,1.0,Spring
114,114,Heavyweights,tt0110006,movie,Heavyweights,1995,100,"Comedy,Drama,Family",6.6,27483.0,https://www.imdb.com/title/tt0110006,PG,1995-02-17 00:00:00,error,"$17,689,177",1.0,33.0,6.584294088531414,0.0,1.0,28.0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17689177,,1995-02-17,2.0,17.0,Friday,6.0,4.0,Winter
115,115,Herbie Goes Bananas,tt0080861,movie,Herbie Goes Bananas,1980,100,"Adventure,Comedy,Family",4.9,5653.0,https://www.imdb.com/title/tt0080861,G,1980-06-25 00:00:00,error,"$18,000,000",1.0,51.0,5.881818181818182,11.0,2.0,60.0,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18000000,,1980-06-25,6.0,25.0,Wednesday,4.0,1.0,Spring
116,116,Herbie Goes To Monte Carlo,tt0076137,movie,Herbie Goes to Monte Carlo,1977,105,"Action,Adventure,Comedy",5.6,7371.0,https://www.imdb.com/title/tt0076137,G,1977-06-24 00:00:00,error,"$29,000,000",1.0,48.0,5.9,9.0,3.0,55.0,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29000000,,1977-06-24,6.0,24.0,Friday,6.0,1.0,Spring
117,117,Herbie Rides Again,tt0071607,movie,Herbie Rides Again,1974,88,"Comedy,Family,Fantasy",5.7,7979.0,https://www.imdb.com/title/tt0071607,G,1974-06-06 00:00:00,error,"$38,229,000",1.0,69.0,6.5210526315789465,38.0,2.0,61.0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38229000,,1974-06-06,6.0,6.0,Thursday,5.0,1.0,Spring
118,118,Herbie: Fully Loaded,tt0400497,movie,Herbie Fully Loaded,2005,101,"Adventure,Comedy,Family",4.9,47316.0,https://www.imdb.com/title/tt0400497,G,2005-06-22 00:00:00,"$50,000,000 (estimated)","$144,146,816",1.0,34.0,5.3,1.0,5.0,35.75,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50000000,144146816,1.88293632,2005-06-22,6.0,22.0,Wednesday,4.0,1.0,Spring
119,119,Hercules,tt0119282,movie,Hercules,1997,93,"Adventure,Animation,Comedy",7.3,222924.0,https://www.imdb.com/title/tt0119282,G,1997-06-27 00:00:00,"$85,000,000 (estimated)","$252,712,101",2.0,44.0,7.633333333333333,3.0,4.0,48.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85000000,252712101,1.973083541176471,1997-06-27,6.0,27.0,Friday,6.0,1.0,Spring
120,120,High School Musical 3: Senior Year,tt0962726,movie,High School Musical 3: Senior Year,2008,112,"Comedy,Drama,Family",4.9,61638.0,https://www.imdb.com/title/tt0962726,G,2008-10-24 00:00:00,"$11,000,000 (estimated)","$252,909,177",1.0,58.0,6.9,2.0,1.0,54.5,3.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11000000,252909177,21.991743363636363,2008-10-24,10.0,24.0,Friday,6.0,3.0,Fall
121,121,High School Musical: China,tt1556143,movie,Disney High School Musical: China,2010,94,"Musical,Romance",5.3,105.0,https://www.imdb.com/title/tt1556143,G,2010-08-12 00:00:00,error,error,1.0,47.0,6.0,1.0,2.0,54.5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,2010-08-12,8.0,12.0,Thursday,5.0,2.0,Summer
122,122,Hocus Pocus,tt0107120,movie,Hocus Pocus,1993,96,"Comedy,Family,Fantasy",6.9,119673.0,https://www.imdb.com/title/tt0107120,PG,1993-07-16 00:00:00,"$28,000,000 (estimated)","$45,395,069",1.0,43.0,6.9,1.0,3.0,40.0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28000000,45395069,0.6212524642857142,1993-07-16,7.0,16.0,Friday,6.0,2.0,Summer
123,123,Holes,tt0311289,movie,Holes,2003,117,"Adventure,Comedy,Drama",7.0,85609.0,https://www.imdb.com/title/tt0311289,PG,2003-04-18 00:00:00,"$20,000,000 (estimated)","$71,406,573",1.0,57.0,6.118181818181819,11.0,1.0,49.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,71406573,2.57032865,2003-04-18,4.0,18.0,Friday,6.0,1.0,Spring
124,124,Home on the Range,tt0299172,movie,Home on the Range,2004,76,"Adventure,Animation,Comedy",5.4,22594.0,https://www.imdb.com/title/tt0299172,PG,2004-04-02 00:00:00,"$110,000,000 (estimated)","$145,358,062",2.0,46.0,6.584294088531414,0.0,4.0,31.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110000000,145358062,0.3214369272727272,2004-04-02,4.0,2.0,Friday,6.0,1.0,Spring
125,125,Homeward Bound II: Lost in San Francisco,tt0116552,movie,Homeward Bound II: Lost in San Francisco,1996,88,"Adventure,Comedy,Family",5.9,14932.0,https://www.imdb.com/title/tt0116552,G,1996-03-08 00:00:00,error,"$32,772,492",1.0,44.0,6.584294088531414,0.0,3.0,78.0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32772492,,1996-03-08,3.0,8.0,Friday,6.0,4.0,Winter
126,126,Homeward Bound: The Incredible Journey,tt0107131,movie,Homeward Bound: The Incredible Journey,1993,84,"Adventure,Comedy,Drama",6.9,45719.0,https://www.imdb.com/title/tt0107131,G,1993-02-12 00:00:00,error,"$41,833,324",1.0,41.0,6.584294088531414,0.0,3.0,51.0,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41833324,,1993-02-12,2.0,12.0,Friday,6.0,4.0,Winter
127,127,"Honey, I Blew Up The Kid",tt0104437,movie,"Honey, I Blew Up the Kid",1992,89,"Adventure,Comedy,Family",4.8,43748.0,https://www.imdb.com/title/tt0104437,PG,1992-07-17 00:00:00,"$40,000,000 (estimated)","$58,662,452",1.0,46.0,6.15,8.0,5.0,46.8,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40000000,58662452,0.4665613,1992-07-17,7.0,17.0,Friday,6.0,2.0,Summer
128,128,"Honey, I Shrunk The Kids",tt0097523,movie,"Honey, I Shrunk the Kids",1989,93,"Adventure,Comedy,Family",6.4,151575.0,https://www.imdb.com/title/tt0097523,PG,1989-06-23 00:00:00,"$18,000,000 (estimated)","$222,724,172",1.0,39.0,6.584294088531414,0.0,4.0,40.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18000000,222724172,11.37356511111111,1989-06-23,6.0,23.0,Friday,6.0,1.0,Spring
129,129,Hot Lead And Cold Feet,tt0077698,movie,Hot Lead and Cold Feet,1978,90,"Comedy,Western",6.0,1327.0,https://www.imdb.com/title/tt0077698,G,1978-07-05 00:00:00,error,error,1.0,51.0,6.016666666666667,6.0,4.0,54.66666666666666,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1978-07-05,7.0,5.0,Wednesday,4.0,2.0,Summer
130,130,Ice Age,tt0268380,movie,Ice Age,2002,81,"Adventure,Animation,Comedy",7.5,469920.0,https://www.imdb.com/title/tt0268380,PG,2002-03-15 00:00:00,"$59,000,000 (estimated)","$383,257,136",2.0,41.0,6.584294088531414,0.0,4.0,54.5,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59000000,383257136,5.495883661016949,2002-03-15,3.0,15.0,Friday,6.0,4.0,Winter
131,131,Ice Princess,tt0396652,movie,Ice Princess,2005,98,"Comedy,Drama,Family",6.0,26878.0,https://www.imdb.com/title/tt0396652,G,2005-03-18 00:00:00,error,"$27,645,491",1.0,54.0,6.9,1.0,2.0,38.0,2.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27645491,,2005-03-18,3.0,18.0,Friday,6.0,4.0,Winter
132,132,I'll Be Home for Christmas,tt0155753,movie,I'll Be Home for Christmas,1998,86,"Comedy,Family",5.5,10550.0,https://www.imdb.com/title/tt0155753,PG,1998-11-13 00:00:00,"$30,000,000 (estimated)","$12,214,338",1.0,47.0,5.8,1.0,3.0,40.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30000000,12214338,-0.5928554,1998-11-13,11.0,13.0,Friday,6.0,3.0,Fall
133,133,In Search Of The Castaways,tt0056095,movie,In Search of the Castaways,1962,98,"Adventure,Family,Fantasy",6.5,3117.0,https://www.imdb.com/title/tt0056095,Approved,1962-12-21 00:00:00,error,error,1.0,57.0,6.489285714285714,28.0,2.0,94.0,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1962-12-21,12.0,21.0,Friday,6.0,3.0,Fall
134,134,Incredibles 2,tt3606756,movie,Incredibles 2,2018,118,"Action,Adventure,Animation",7.6,281697.0,https://www.imdb.com/title/tt3606756,PG,2018-06-15 00:00:00,"$200,000,000 (estimated)","$1,243,089,244",1.0,61.0,7.619999999999999,5.0,3.0,54.5,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200000000,1243089244,5.21544622,2018-06-15,6.0,15.0,Friday,6.0,1.0,Spring
135,135,Inside Out,tt2096673,movie,Inside Out,2015,95,"Adventure,Animation,Comedy",8.2,680446.0,https://www.imdb.com/title/tt2096673,PG,2015-06-19 00:00:00,"$175,000,000 (estimated)","$858,848,019",2.0,51.5,6.584294088531414,0.0,4.0,40.5,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175000000,858848019,3.907702965714286,2015-06-19,6.0,19.0,Friday,6.0,1.0,Spring
136,136,Inspector Gadget,tt0141369,movie,Inspector Gadget,1999,78,"Action,Adventure,Comedy",4.1,47777.0,https://www.imdb.com/title/tt0141369,PG,1999-07-23 00:00:00,"$90,000,000 (estimated)","$134,403,112",1.0,47.0,2.9,1.0,5.0,47.66666666666666,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90000000,134403112,0.4933679111111111,1999-07-23,7.0,23.0,Friday,6.0,2.0,Summer
137,137,Into the Woods,tt2180411,movie,Into the Woods,2014,125,"Adventure,Comedy,Drama",5.9,139036.0,https://www.imdb.com/title/tt2180411,PG,2014-12-25 00:00:00,"$50,000,000 (estimated)","$212,902,372",1.0,54.0,6.725,4.0,1.0,65.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000000,212902372,3.25804744,2014-12-25,12.0,25.0,Thursday,5.0,3.0,Fall
138,138,Invincible,tt0445990,movie,Invincible,2006,105,"Biography,Drama,Sport",7.0,69941.0,https://www.imdb.com/title/tt0445990,PG,2006-08-25 00:00:00,"$40,000,000 (estimated)","$58,480,828",1.0,47.0,6.584294088531414,0.0,1.0,54.5,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40000000,58480828,0.4620207,2006-08-25,8.0,25.0,Friday,6.0,2.0,Summer
139,139,Iron Will,tt0110157,movie,Iron Will,1994,108,"Adventure,Family",6.6,8469.0,https://www.imdb.com/title/tt0110157,PG,1994-01-14 00:00:00,error,"$21,006,361",1.0,51.0,6.584294088531414,0.0,3.0,55.66666666666666,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21006361,,1994-01-14,1.0,14.0,Friday,6.0,4.0,Winter
140,140,James and the Giant Peach,tt0116683,movie,James and the Giant Peach,1996,79,"Adventure,Animation,Family",6.7,65453.0,https://www.imdb.com/title/tt0116683,PG,1996-04-12 00:00:00,"$38,000,000 (estimated)","$28,946,127",1.0,44.0,8.0,1.0,4.0,56.0,8.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38000000,28946127,-0.2382598157894737,1996-04-12,4.0,12.0,Friday,6.0,1.0,Spring
141,141,John Carter,tt0401729,movie,John Carter,2012,132,"Action,Adventure,Sci-Fi",6.6,267668.0,https://www.imdb.com/title/tt0401729,PG-13,2012-03-09 00:00:00,"$250,000,000 (estimated)","$284,139,100",1.0,47.0,7.933333333333333,3.0,3.0,76.66666666666667,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,250000000,284139100,0.1365564,2012-03-09,3.0,9.0,Friday,6.0,4.0,Winter
142,142,Johnny Tremain,tt0050567,movie,Johnny Tremain,1957,80,"Adventure,Family,History",6.5,1771.0,https://www.imdb.com/title/tt0050567,Approved,1957-06-19 00:00:00,error,error,1.0,52.0,6.408695652173913,23.0,2.0,55.0,14.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1957-06-19,6.0,19.0,Wednesday,4.0,1.0,Spring
143,143,Jonas Brothers: The Concert Experience,tt1229827,movie,Jonas Brothers: The 3D Concert Experience,2009,76,"Documentary,Music",1.7,17458.0,https://www.imdb.com/title/tt1229827,G,2009-02-27 00:00:00,error,"$23,186,960",1.0,47.0,4.6,2.0,3.0,54.5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23186960,,2009-02-27,2.0,27.0,Friday,6.0,4.0,Winter
144,144,Jungle 2 Jungle,tt0119432,movie,Jungle 2 Jungle,1997,105,"Comedy,Family",5.1,24135.0,https://www.imdb.com/title/tt0119432,PG,1997-03-07 00:00:00,"$32,000,000 (estimated)","$59,927,618",1.0,52.0,6.5,1.0,5.0,51.2,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32000000,59927618,0.8727380625,1997-03-07,3.0,7.0,Friday,6.0,4.0,Winter
145,145,Jungle Cat,tt0053977,movie,Jungle Cat,1960,69,"Documentary,Family",7.3,327.0,https://www.imdb.com/title/tt0053977,Approved,1960-12-23 00:00:00,error,error,1.0,48.0,7.033333333333333,9.0,3.0,54.5,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1960-12-23,12.0,23.0,Friday,6.0,3.0,Fall
146,146,Jungle Cruise,tt0870154,movie,Jungle Cruise,2021,127,"Action,Adventure,Comedy",6.6,172257.0,https://www.imdb.com/title/tt0870154,PG-13,2021-07-30 00:00:00,"$200,000,000 (estimated)","$220,889,446",1.0,47.0,6.3875,8.0,5.0,54.5,7.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000000,220889446,0.10444723,2021-07-30,7.0,30.0,Friday,6.0,2.0,Summer
147,147,Kidnapped,tt0053994,movie,Kidnapped,1959,97,"Action,Adventure,Drama",6.6,1458.0,https://www.imdb.com/title/tt0053994,Approved,1960-02-24 00:00:00,error,error,1.0,54.0,6.448,25.0,1.0,109.0,31.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1960-02-24,2.0,24.0,Wednesday,4.0,4.0,Winter
148,148,King Of The Grizzlies,tt0065943,movie,King of the Grizzlies,1970,93,"Family,Western",5.7,177.0,https://www.imdb.com/title/tt0065943,G,1970-02-11 00:00:00,error,error,1.0,41.0,5.5,1.0,4.0,68.25,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1970-02-11,2.0,11.0,Wednesday,4.0,4.0,Winter
149,149,Lady and the Tramp,tt0048280,movie,Lady and the Tramp,1955,76,"Adventure,Animation,Comedy",7.3,132091.0,https://www.imdb.com/title/tt0048280,G,1955-06-22 00:00:00,"$4,000,000 (estimated)","$93,933,394",4.0,50.5,6.8,1.0,2.0,56.5,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4000000,93933394,22.4833485,1955-06-22,6.0,22.0,Wednesday,4.0,1.0,Spring
150,150,Lady and the Tramp,tt8096832,movie,Lady and the Tramp,2019,111,"Adventure,Comedy,Family",6.2,20716.0,https://www.imdb.com/title/tt8096832,PG,2019-11-12 00:00:00,error,error,1.0,49.0,6.0,1.0,2.0,42.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2019-11-12,11.0,12.0,Tuesday,3.0,3.0,Fall
151,152,Like Stars On Earth,tt0986264,movie,Like Stars on Earth,2007,165,"Drama,Family",8.4,186972.0,https://www.imdb.com/title/tt0986264,PG,2007-12-21 00:00:00,error,"$21,897,373",1.0,47.0,6.584294088531414,0.0,3.0,54.5,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21897373,,2007-12-21,12.0,21.0,Friday,6.0,3.0,Fall
152,153,Lilo & Stitch,tt0275847,movie,Lilo & Stitch,2002,85,"Adventure,Animation,Comedy",7.3,183336.0,https://www.imdb.com/title/tt0275847,PG,2002-06-21 00:00:00,"$80,000,000 (estimated)","$273,144,151",1.0,32.0,6.584294088531414,0.0,3.0,54.5,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80000000,273144151,2.4143018875,2002-06-21,6.0,21.0,Friday,6.0,1.0,Spring
153,154,"Lt. Robin Crusoe, U.S.N.",tt0060640,movie,"Lt. Robin Crusoe, U.S.N.",1966,110,"Adventure,Comedy,Family",5.8,1390.0,https://www.imdb.com/title/tt0060640,G,1966-07-29 00:00:00,error,error,1.0,46.0,6.584294088531414,0.0,4.0,119.75,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1966-07-29,7.0,29.0,Friday,6.0,2.0,Summer
154,155,Luca,tt12801262,movie,Luca,2021,95,"Adventure,Animation,Comedy",7.5,143221.0,https://www.imdb.com/title/tt12801262,PG,2021-06-18 00:00:00,error,"$49,750,471",1.0,50.0,6.584294088531414,0.0,5.0,50.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49750471,,2021-06-18,6.0,18.0,Friday,6.0,1.0,Spring
155,156,Make Mine Music,tt0038718,movie,Make Mine Music,1946,75,"Adventure,Animation,Comedy",6.2,4260.0,https://www.imdb.com/title/tt0038718,Passed,1946-08-15 00:00:00,error,error,5.0,39.4,6.584294088531414,0.0,1.0,45.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1946-08-15,8.0,15.0,Thursday,5.0,2.0,Summer
156,157,Maleficent,tt1587310,movie,Maleficent,2014,97,"Adventure,Family,Fantasy",7.0,366474.0,https://www.imdb.com/title/tt1587310,PG,2014-05-30 00:00:00,"$180,000,000 (estimated)","$758,411,779",1.0,47.0,6.584294088531414,0.0,5.0,148.6,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180000000,758411779,3.2133987722222224,2014-05-30,5.0,30.0,Friday,6.0,1.0,Spring
157,158,Maleficent: Mistress of Evil,tt4777008,movie,Maleficent: Mistress of Evil,2019,119,"Adventure,Family,Fantasy",6.6,100063.0,https://www.imdb.com/title/tt4777008,PG,2019-10-18 00:00:00,"$185,000,000 (estimated)","$491,730,089",1.0,47.0,6.699999999999999,4.0,5.0,185.0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,185000000,491730089,1.6580004810810811,2019-10-18,10.0,18.0,Friday,6.0,3.0,Fall
158,159,Man of the House,tt0113755,movie,Man of the House,1995,96,"Comedy,Family",5.2,9571.0,https://www.imdb.com/title/tt0113755,PG,1995-03-03 00:00:00,error,"$40,070,995",1.0,42.0,5.95,2.0,3.0,44.0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40070995,,1995-03-03,3.0,3.0,Friday,6.0,4.0,Winter
159,160,Mars Needs Moms,tt1305591,movie,Mars Needs Moms,2010,88,"Action,Adventure,Animation",5.4,22237.0,https://www.imdb.com/title/tt1305591,PG,2011-03-11 00:00:00,"$150,000,000 (estimated)","$39,233,678",1.0,49.0,6.540000000000001,5.0,2.0,49.5,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150000000,39233678,-0.7384421466666666,2011-03-11,3.0,11.0,Friday,6.0,4.0,Winter
160,161,Marvel Studios' Doctor Strange,tt1211837,movie,Doctor Strange,2016,115,"Action,Adventure,Fantasy",7.5,684960.0,https://www.imdb.com/title/tt1211837,PG-13,2016-11-04 00:00:00,"$165,000,000 (estimated)","$677,796,076",1.0,50.0,6.3,4.0,4.0,74.66666666666667,8.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165000000,677796076,3.107855006060606,2016-11-04,11.0,4.0,Friday,6.0,3.0,Fall
161,162,Marvel's Avengers: Age of Ultron,tt2395427,movie,Avengers: Age of Ultron,2015,141,"Action,Adventure,Sci-Fi",7.3,824037.0,https://www.imdb.com/title/tt2395427,PG-13,2015-05-01 00:00:00,"$250,000,000 (estimated)","$1,402,809,540",1.0,51.0,7.666666666666667,3.0,4.0,89.75,12.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,250000000,1402809540,4.61123816,2015-05-01,5.0,1.0,Friday,6.0,1.0,Spring
162,163,Marvel's Captain America: Winter Soldier,tt1843866,movie,Captain America: The Winter Soldier,2014,136,"Action,Adventure,Sci-Fi",7.8,808477.0,https://www.imdb.com/title/tt1843866,PG-13,2014-04-04 00:00:00,"$170,000,000 (estimated)","$714,421,503",2.0,43.5,5.566666666666666,3.0,4.0,71.5,10.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,170000000,714421503,3.2024794294117647,2014-04-04,4.0,4.0,Friday,6.0,1.0,Spring
163,164,Marvel's Iron Man 3,tt1300854,movie,Iron Man 3,2013,130,"Action,Adventure,Sci-Fi",7.2,818517.0,https://www.imdb.com/title/tt1300854,PG-13,2013-05-03 00:00:00,"$200,000,000 (estimated)","$1,214,811,252",1.0,52.0,7.5,1.0,5.0,78.2,9.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,200000000,1214811252,5.07405626,2013-05-03,5.0,3.0,Friday,6.0,1.0,Spring
164,165,Mary Poppins,tt0058331,movie,Mary Poppins,1964,139,"Comedy,Family,Fantasy",7.8,168154.0,https://www.imdb.com/title/tt0058331,G,1965-06-18 00:00:00,"$6,000,000 (estimated)","$103,082,380",1.0,59.0,6.46774193548387,31.0,3.0,56.333333333333336,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6000000,103082380,16.180396666666667,1965-06-18,6.0,18.0,Friday,6.0,1.0,Spring
