,index,DFL_title,tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,newurl,mpaarating,rlsdt,budget,worldwide,DIR_COUNT,DIR_AGE,DIR_RTG,DIR_FILM_COUNT,WTR_COUNT,WTR_AGE,WTR_FILM_COUNT,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,fi,history,horror,music,musical,mystery,news,romance,sci,sport,thriller,western,newmpaarating_G,newmpaarating_Not Rated,newmpaarating_PG,newmpaarating_PG-13,budget_adj,worldwide_adj,ROI,rlsdt_dt,rlsdt_mo,rlsdt_day,rlsdt_daynm,rlsdt_dayofwk,rlsdt_season,rlsdt_season_NM
50,50,Brother Bear,tt0328880,movie,Brother Bear,2003,85,"Adventure,Animation,Comedy",6.8,106756.0,https://www.imdb.com/title/tt0328880,G,2003-11-01 00:00:00,"$128,000,000 (estimated)","$250,397,798",2.0,38.5,6.584294088531414,0.0,4.0,54.5,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,128000000,250397798,0.956232796875,2003-11-01,11.0,1.0,Saturday,7.0,3.0,Fall
51,51,Candleshoe,tt0075807,movie,Candleshoe,1977,101,"Adventure,Comedy,Drama",6.7,4353.0,https://www.imdb.com/title/tt0075807,G,1977-12-16 00:00:00,error,error,1.0,58.0,6.42857142857143,14.0,3.0,61.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1977-12-16,12.0,16.0,Friday,6.0,3.0,Fall
52,52,Captain America: Civil War,tt3498820,movie,Captain America: Civil War,2016,147,"Action,Adventure,Sci-Fi",7.8,744673.0,https://www.imdb.com/title/tt3498820,PG-13,2016-05-06 00:00:00,"$250,000,000 (estimated)","$1,153,337,496",2.0,45.5,6.125,4.0,4.0,73.5,14.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,250000000,1153337496,3.613349984,2016-05-06,5.0,6.0,Friday,6.0,1.0,Spring
53,53,Captain Marvel,tt4154664,movie,Captain Marvel,2019,123,"Action,Adventure,Sci-Fi",6.8,524999.0,https://www.imdb.com/title/tt4154664,PG-13,2019-03-08 00:00:00,"$160,000,000 (estimated)","$1,128,462,972",2.0,41.5,6.58,5.0,3.0,36.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,160000000,1128462972,6.052893575,2019-03-08,3.0,8.0,Friday,6.0,4.0,Winter
54,54,Cars,tt0317219,movie,Cars,2006,117,"Adventure,Animation,Comedy",7.2,401795.0,https://www.imdb.com/title/tt0317219,G,2006-06-09 00:00:00,"$120,000,000 (estimated)","$461,991,867",2.0,47.5,7.800000000000001,3.0,4.0,30.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120000000,461991867,2.849932225,2006-06-09,6.0,9.0,Friday,6.0,1.0,Spring
55,55,Cars 2,tt1216475,movie,Cars 2,2011,106,"Adventure,Animation,Comedy",6.2,179499.0,https://www.imdb.com/title/tt1216475,G,2011-06-24 00:00:00,"$200,000,000 (estimated)","$559,852,396",2.0,54.0,7.65,4.0,2.0,35.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200000000,559852396,1.79926198,2011-06-24,6.0,24.0,Friday,6.0,1.0,Spring
56,56,Cars 3,tt3606752,movie,Cars 3,2017,102,"Adventure,Animation,Comedy",6.7,91641.0,https://www.imdb.com/title/tt3606752,G,2017-06-16 00:00:00,"$175,000,000 (estimated)","$383,930,656",1.0,42.0,6.584294088531414,0.0,5.0,47.0,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,175000000,383930656,1.1938894628571428,2017-06-16,6.0,16.0,Friday,6.0,1.0,Spring
57,57,Charley and the Angel,tt0069866,movie,Charley and the Angel,1973,93,"Comedy,Family,Fantasy",6.1,564.0,https://www.imdb.com/title/tt0069866,G,1973-03-23 00:00:00,error,error,1.0,44.0,6.1000000000000005,3.0,2.0,63.0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1973-03-23,3.0,23.0,Friday,6.0,4.0,Winter
58,58,Charlie The Lonesome Cougar,tt0062793,movie,"Charlie, the Lonesome Cougar",1967,75,"Adventure,Family",6.8,861.0,https://www.imdb.com/title/tt0062793,Approved,1967-10-18 00:00:00,error,error,1.0,57.0,6.584294088531414,0.0,1.0,51.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1967-10-18,10.0,18.0,Wednesday,4.0,3.0,Fall
59,59,Cheetah,tt0097053,movie,Cheetah,1989,83,"Adventure,Drama,Family",5.9,1041.0,https://www.imdb.com/title/tt0097053,G,1989-08-18 00:00:00,"$5,000,000 (estimated)","$8,153,677",1.0,47.0,6.584294088531414,0.0,4.0,58.0,7.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5000000,8153677,0.6307354,1989-08-18,8.0,18.0,Friday,6.0,2.0,Summer
60,60,Chicken Little,tt0371606,movie,Chicken Little,2005,81,"Adventure,Animation,Comedy",5.7,90803.0,https://www.imdb.com/title/tt0371606,G,2005-11-04 00:00:00,"$150,000,000 (estimated)","$314,432,837",1.0,45.0,7.15,2.0,4.0,54.5,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150000000,314432837,1.096218913333333,2005-11-04,11.0,4.0,Friday,6.0,3.0,Fall
61,61,Chimpanzee,tt1222815,movie,Chimpanzee,2012,78,"Documentary,Family",7.1,6126.0,https://www.imdb.com/title/tt1222815,G,2012-04-20 00:00:00,"$5,000,000 (estimated)","$34,823,764",2.0,52.0,7.633333333333333,3.0,1.0,57.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5000000,34823764,5.9647528,2012-04-20,4.0,20.0,Friday,6.0,1.0,Spring
62,62,Christopher Robin,tt4575576,movie,Christopher Robin,2018,104,"Adventure,Animation,Comedy",7.2,75511.0,https://www.imdb.com/title/tt4575576,PG,2018-08-03 00:00:00,"$75,000,000 (estimated)","$197,744,377",1.0,49.0,6.88,10.0,5.0,109.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75000000,197744377,1.636591693333333,2018-08-03,8.0,3.0,Friday,6.0,2.0,Summer
63,63,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0363771,movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,"Adventure,Family,Fantasy",6.9,388131.0,https://www.imdb.com/title/tt0363771,PG,2005-12-09 00:00:00,"$180,000,000 (estimated)","$745,013,115",1.0,39.0,7.6,2.0,4.0,59.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180000000,745013115,3.13896175,2005-12-09,12.0,9.0,Friday,6.0,3.0,Fall
64,64,Cinderella,tt0042332,movie,Cinderella,1950,74,"Animation,Family,Fantasy",7.3,156032.0,https://www.imdb.com/title/tt0042332,G,1950-03-04 00:00:00,"$2,900,000 (estimated)","$96,383,330",3.0,46.66666666666666,6.459999999999999,5.0,3.0,134.0,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2900000,96383330,32.23563103448276,1950-03-04,3.0,4.0,Saturday,7.0,4.0,Winter
65,65,Cinderella,tt1661199,movie,Cinderella,2015,105,"Adventure,Drama,Family",6.9,173300.0,https://www.imdb.com/title/tt1661199,PG,2015-03-13 00:00:00,"$95,000,000 (estimated)","$542,358,331",1.0,55.0,6.7,4.0,2.0,216.5,35.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95000000,542358331,4.709035063157895,2015-03-13,3.0,13.0,Friday,6.0,4.0,Winter
66,66,Coco,tt2380307,movie,Coco,2017,105,"Adventure,Animation,Comedy",8.4,468350.0,https://www.imdb.com/title/tt2380307,PG,2017-11-22 00:00:00,"$175,000,000 (estimated)","$807,817,888",2.0,50.0,8.125,4.0,2.0,54.5,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175000000,807817888,3.616102217142857,2017-11-22,11.0,22.0,Wednesday,4.0,3.0,Fall
67,67,College Road Trip,tt0997047,movie,College Road Trip,2008,83,"Adventure,Comedy,Drama",4.3,15989.0,https://www.imdb.com/title/tt0997047,G,2008-03-07 00:00:00,error,"$51,549,674",1.0,42.0,6.033333333333332,3.0,4.0,44.0,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51549674,,2008-03-07,3.0,7.0,Friday,6.0,4.0,Winter
68,68,Condorman,tt0082199,movie,Condorman,1981,90,"Action,Adventure,Comedy",5.7,4879.0,https://www.imdb.com/title/tt0082199,PG,1981-08-07 00:00:00,"$14,000,000 (estimated)",error,1.0,54.0,6.425000000000001,8.0,3.0,49.5,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14000000,0,-1.0,1981-08-07,8.0,7.0,Friday,6.0,2.0,Summer
69,69,Confessions of a Teenage Drama Queen,tt0361467,movie,Confessions of a Teenage Drama Queen,2004,89,"Comedy,Family,Music",4.6,28912.0,https://www.imdb.com/title/tt0361467,PG,2004-02-20 00:00:00,"$15,000,000 (estimated)","$33,251,890",1.0,39.0,5.199999999999999,2.0,2.0,64.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15000000,33251890,1.2167926666666666,2004-02-20,2.0,20.0,Friday,6.0,4.0,Winter
70,70,Cool Runnings,tt0106611,movie,Cool Runnings,1993,98,"Adventure,Comedy,Family",7.0,101868.0,https://www.imdb.com/title/tt0106611,PG,1993-10-01 00:00:00,"$14,000,000 (estimated)","$154,856,263",1.0,30.0,4.466666666666666,3.0,4.0,40.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14000000,154856263,10.061161642857142,1993-10-01,10.0,1.0,Friday,6.0,3.0,Fall
71,71,Cruella,tt3228774,movie,Cruella,2021,134,"Adventure,Comedy,Crime",7.4,214824.0,https://www.imdb.com/title/tt3228774,PG-13,2021-05-28 00:00:00,"$100,000,000 (estimated)","$233,503,234",1.0,54.0,6.683333333333334,6.0,5.0,49.0,8.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100000000,233503234,1.33503234,2021-05-28,5.0,28.0,Friday,6.0,1.0,Spring
72,72,D2: The Mighty Ducks,tt0109520,movie,D2: The Mighty Ducks,1994,106,"Comedy,Drama,Family",6.1,39971.0,https://www.imdb.com/title/tt0109520,PG,1994-03-25 00:00:00,error,"$45,610,410",1.0,47.0,6.584294088531414,0.0,1.0,32.0,1.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45610410,,1994-03-25,3.0,25.0,Friday,6.0,4.0,Winter
73,73,D3: The Mighty Ducks,tt0116000,movie,D3: The Mighty Ducks,1996,104,"Action,Comedy,Drama",5.4,26748.0,https://www.imdb.com/title/tt0116000,PG,1996-10-04 00:00:00,error,"$22,955,097",1.0,47.0,6.133333333333333,3.0,3.0,44.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22955097,,1996-10-04,10.0,4.0,Friday,6.0,3.0,Fall
74,74,Darby O'Gill and the Little People,tt0052722,movie,Darby O'Gill and the Little People,1959,93,"Adventure,Family,Fantasy",7.2,8037.0,https://www.imdb.com/title/tt0052722,G,1960-06-22 00:00:00,error,error,1.0,54.0,6.453846153846154,26.0,2.0,70.5,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1960-06-22,6.0,22.0,Wednesday,4.0,1.0,Spring
75,75,Davy Crockett and the River Pirates,tt0049125,movie,Davy Crockett and the River Pirates,1956,81,"Adventure,Comedy,Drama",6.6,2098.0,https://www.imdb.com/title/tt0049125,Approved,1956-07-18 00:00:00,error,error,1.0,53.0,6.536666666666665,30.0,1.0,43.0,12.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1956-07-18,7.0,18.0,Wednesday,4.0,2.0,Summer
76,76,Davy Crockett: King of the Wild Frontier,tt0047977,movie,Davy Crockett: King of the Wild Frontier,1955,93,"Adventure,Drama,Family",6.9,4170.0,https://www.imdb.com/title/tt0047977,Approved,1955-05-25 00:00:00,error,error,1.0,52.0,6.524137931034481,29.0,1.0,42.0,10.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1955-05-25,5.0,25.0,Wednesday,4.0,1.0,Spring
77,77,Dinosaur,tt0130623,movie,Dinosaur,2000,82,"Adventure,Animation,Drama",6.4,58964.0,https://www.imdb.com/title/tt0130623,PG,2000-05-19 00:00:00,"$127,500,000 (estimated)","$349,822,765",2.0,38.0,6.584294088531414,0.0,4.0,64.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,127500000,349822765,1.7437079607843138,2000-05-19,5.0,19.0,Friday,6.0,1.0,Spring
78,78,Do Dooni Chaar,tt1714832,movie,Do Dooni Chaar,2010,112,"Comedy,Crime,Drama",7.5,5492.0,https://www.imdb.com/title/tt1714832,PG,2010-10-08 00:00:00,error,error,1.0,47.0,6.584294088531414,0.0,1.0,54.5,2.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,2010-10-08,10.0,8.0,Friday,6.0,3.0,Fall
79,79,Dr. Seuss' Horton Hears a Who,tt0451079,movie,Horton Hears a Who!,2008,86,"Adventure,Animation,Comedy",6.8,137465.0,https://www.imdb.com/title/tt0451079,G,2008-03-14 00:00:00,"$85,000,000 (estimated)","$298,572,799",2.0,49.0,6.584294088531414,0.0,3.0,74.0,4.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85000000,298572799,2.5126211647058825,2008-03-14,3.0,14.0,Friday,6.0,4.0,Winter
80,80,DuckTales: The Movie - Treasure of the Lost Lamp,tt0099472,movie,DuckTales the Movie: Treasure of the Lost Lamp,1990,74,"Adventure,Animation,Comedy",6.8,26485.0,https://www.imdb.com/title/tt0099472,G,1990-08-03 00:00:00,error,"$18,115,724",1.0,46.0,6.584294088531414,0.0,4.0,71.66666666666667,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18115724,,1990-08-03,8.0,3.0,Friday,6.0,2.0,Summer
81,81,Dumbo,tt0033563,movie,Dumbo,1941,64,"Adventure,Animation,Drama",7.3,128807.0,https://www.imdb.com/title/tt0033563,G,1941-10-31 00:00:00,"$950,000 (estimated)","$3,731",6.0,40.333333333333336,7.7,1.0,3.0,54.5,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,950000,3731,-0.9960726315789472,1941-10-31,10.0,31.0,Friday,6.0,3.0,Fall
82,82,Dumbo,tt3861390,movie,Dumbo,2019,112,"Adventure,Family,Fantasy",6.3,73345.0,https://www.imdb.com/title/tt3861390,PG,2019-03-29 00:00:00,"$170,000,000 (estimated)","$353,284,621",1.0,61.0,7.055555555555556,18.0,3.0,88.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,170000000,353284621,1.0781448294117648,2019-03-29,3.0,29.0,Friday,6.0,4.0,Winter
83,83,Earth,tt0393597,movie,Earth,2007,90,Documentary,8.0,14491.0,https://www.imdb.com/title/tt0393597,G,2009-04-22 00:00:00,"€30,000,000 (estimated)","$108,976,456",2.0,47.0,7.4,1.0,1.0,63.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30000000,108976456,2.6325485333333334,2009-04-22,4.0,22.0,Wednesday,4.0,1.0,Spring
84,84,Eight Below,tt0397313,movie,Eight Below,2006,120,"Adventure,Drama,Family",7.3,64119.0,https://www.imdb.com/title/tt0397313,PG,2006-02-17 00:00:00,"$40,000,000 (estimated)","$120,455,994",1.0,60.0,6.266666666666667,3.0,5.0,76.5,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40000000,120455994,2.01139985,2006-02-17,2.0,17.0,Friday,6.0,4.0,Winter
85,85,Emil and the Detectives,tt0058056,movie,Emil and the Detectives,1964,99,"Comedy,Crime,Drama",6.2,699.0,https://www.imdb.com/title/tt0058056,Approved,1964-12-18 00:00:00,error,error,1.0,41.0,6.7,1.0,2.0,49.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1964-12-18,12.0,18.0,Friday,6.0,3.0,Fall
86,86,Encanto,tt2953050,movie,Encanto,2021,102,"Animation,Comedy,Family",7.3,168290.0,https://www.imdb.com/title/tt2953050,PG,2021-11-24 00:00:00,"$50,000,000 (estimated)","$252,479,351",3.0,50.0,7.566666666666666,3.0,3.0,48.5,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000000,252479351,4.04958702,2021-11-24,11.0,24.0,Wednesday,4.0,3.0,Fall
87,87,Enchanted,tt0461770,movie,Enchanted,2007,107,"Adventure,Animation,Comedy",7.1,193702.0,https://www.imdb.com/title/tt0461770,PG,2007-11-21 00:00:00,"$85,000,000 (estimated)","$340,487,836",1.0,45.0,6.333333333333333,3.0,1.0,54.5,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85000000,340487836,3.005739247058824,2007-11-21,11.0,21.0,Wednesday,4.0,3.0,Fall
88,88,Endurance,tt0120659,movie,Endurance,1998,83,"Biography,Drama,Sport",6.3,419.0,https://www.imdb.com/title/tt0120659,G,1999-05-14 00:00:00,error,"$137,124",2.0,66.5,7.7,1.0,3.0,54.5,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,137124,,1999-05-14,5.0,14.0,Friday,6.0,1.0,Spring
89,89,Epic,tt0848537,movie,Epic,2013,102,"Action,Adventure,Animation",6.6,104099.0,https://www.imdb.com/title/tt0848537,PG,2013-05-24 00:00:00,"$100,000,000 (estimated)","$268,426,634",1.0,56.0,6.95,2.0,5.0,53.2,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100000000,268426634,1.68426634,2013-05-24,5.0,24.0,Friday,6.0,1.0,Spring
90,90,Escape To Witch Mountain,tt0072951,movie,Escape to Witch Mountain,1975,97,"Adventure,Family,Fantasy",6.3,10197.0,https://www.imdb.com/title/tt0072951,G,1975-03-21 00:00:00,error,"$20,000,000",1.0,34.0,6.500000000000001,6.0,2.0,61.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000000,,1975-03-21,3.0,21.0,Friday,6.0,4.0,Winter
91,91,Fantasia,tt0032455,movie,Fantasia,1940,125,"Animation,Family,Fantasy",7.7,94101.0,https://www.imdb.com/title/tt0032455,G,1941-09-19 00:00:00,"$2,280,000 (estimated)","$76,411,819",6.0,34.333333333333336,6.584294088531414,0.0,3.0,54.5,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2280000,76411819,32.513955701754384,1941-09-19,9.0,19.0,Friday,6.0,2.0,Summer
92,92,Fantasia 2000,tt0120910,movie,Fantasia 2000,1999,75,"Animation,Family,Fantasy",7.1,37801.0,https://www.imdb.com/title/tt0120910,G,2000-06-16 00:00:00,"$80,000,000 (estimated)","$90,874,570",6.0,52.333333333333336,7.041666666666665,12.0,3.0,54.5,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80000000,90874570,0.135932125,2000-06-16,6.0,16.0,Friday,6.0,1.0,Spring
93,93,Ferdinand,tt3411444,movie,Ferdinand,2017,108,"Adventure,Animation,Comedy",6.7,55118.0,https://www.imdb.com/title/tt3411444,PG,2017-12-15 00:00:00,"$111,000,000 (estimated)","$296,069,199",1.0,52.0,6.8,6.0,5.0,37.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,111000000,296069199,1.6672900810810811,2017-12-15,12.0,15.0,Friday,6.0,3.0,Fall
94,94,Finding Dory,tt2277860,movie,Finding Dory,2016,97,"Adventure,Animation,Comedy",7.3,264732.0,https://www.imdb.com/title/tt2277860,PG,2016-06-17 00:00:00,"$200,000,000 (estimated)","$1,028,570,942",2.0,51.0,7.6,4.0,1.0,54.5,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200000000,1028570942,4.14285471,2016-06-17,6.0,17.0,Friday,6.0,1.0,Spring
95,95,Finding Nemo,tt0266543,movie,Finding Nemo,2003,100,"Adventure,Animation,Comedy",8.2,1009977.0,https://www.imdb.com/title/tt0266543,G,2003-05-30 00:00:00,"$94,000,000 (estimated)","$940,352,645",2.0,37.0,7.2,1.0,2.0,42.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94000000,940352645,9.003751542553191,2003-05-30,5.0,30.0,Friday,6.0,1.0,Spring
96,96,First Kid,tt0116311,movie,First Kid,1996,101,"Comedy,Family",5.2,10874.0,https://www.imdb.com/title/tt0116311,PG,1996-08-30 00:00:00,error,"$26,491,793",1.0,34.0,7.35,2.0,1.0,54.5,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26491793,,1996-08-30,8.0,30.0,Friday,6.0,2.0,Summer
97,97,Flight of the Navigator,tt0091059,movie,Flight of the Navigator,1986,90,"Adventure,Comedy,Family",6.9,47388.0,https://www.imdb.com/title/tt0091059,PG,1986-08-01 00:00:00,"$9,000,000 (estimated)","$18,564,613",1.0,40.0,6.025,4.0,3.0,25.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9000000,18564613,1.0627347777777778,1986-08-01,8.0,1.0,Friday,6.0,2.0,Summer
98,98,Flubber,tt0119137,movie,Flubber,1997,93,"Comedy,Family,Sci-Fi",5.3,88447.0,https://www.imdb.com/title/tt0119137,PG,1997-11-26 00:00:00,"$80,000,000 (estimated)","$177,977,226",1.0,47.0,6.199999999999999,2.0,3.0,73.66666666666667,20.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,80000000,177977226,1.224715325,1997-11-26,11.0,26.0,Wednesday,4.0,3.0,Fall
99,99,"Follow Me, Boys!",tt0060420,movie,"Follow Me, Boys!",1966,131,"Drama,Family",7.2,2365.0,https://www.imdb.com/title/tt0060420,Approved,1966-12-01 00:00:00,error,error,1.0,47.0,6.4,5.0,2.0,61.0,9.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1966-12-01,12.0,1.0,Thursday,5.0,3.0,Fall
100,100,Frank and Ollie,tt0113104,movie,Frank and Ollie,1995,89,Documentary,7.7,903.0,https://www.imdb.com/title/tt0113104,PG,1995-10-20 00:00:00,error,error,1.0,47.0,6.584294088531414,0.0,3.0,54.5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1995-10-20,10.0,20.0,Friday,6.0,3.0,Fall
101,101,Frankenweenie,tt1142977,movie,Frankenweenie,2012,87,"Animation,Comedy,Drama",6.9,105006.0,https://www.imdb.com/title/tt1142977,PG,2012-10-05 00:00:00,"$39,000,000 (estimated)","$81,493,846",1.0,54.0,7.093333333333334,15.0,2.0,52.5,8.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39000000,81493846,1.0895857948717949,2012-10-05,10.0,5.0,Friday,6.0,3.0,Fall
102,102,Freaky Friday,tt0076054,movie,Freaky Friday,1976,95,"Comedy,Family,Fantasy",6.3,12777.0,https://www.imdb.com/title/tt0076054,G,1977-01-21 00:00:00,error,"$25,942,000",1.0,42.0,5.566666666666667,3.0,1.0,45.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25942000,,1977-01-21,1.0,21.0,Friday,6.0,4.0,Winter
103,103,Freaky Friday,tt0322330,movie,Freaky Friday,2003,97,"Comedy,Family,Fantasy",6.3,134839.0,https://www.imdb.com/title/tt0322330,PG,2003-08-06 00:00:00,"$20,000,000 (estimated)","$160,846,332",1.0,39.0,6.0,2.0,3.0,72.0,9.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,160846332,7.0423166,2003-08-06,8.0,6.0,Wednesday,4.0,2.0,Summer
104,104,Fun and Fancy Free,tt0039404,movie,Fun and Fancy Free,1947,73,"Adventure,Animation,Comedy",6.5,8138.0,https://www.imdb.com/title/tt0039404,Approved,1948-03-12 00:00:00,error,error,4.0,44.5,6.800000000000001,6.0,2.0,43.5,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1948-03-12,3.0,12.0,Friday,6.0,4.0,Winter
105,105,George of the Jungle,tt0119190,movie,George of the Jungle,1997,92,"Action,Adventure,Comedy",5.5,76283.0,https://www.imdb.com/title/tt0119190,PG,1997-07-16 00:00:00,"$55,000,000 (estimated)","$174,463,257",1.0,47.0,6.1,2.0,3.0,57.0,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55000000,174463257,2.1720592181818184,1997-07-16,7.0,16.0,Wednesday,4.0,2.0,Summer
106,106,G-Force,tt0436339,movie,G-Force,2009,88,"Action,Adventure,Animation",5.1,45793.0,https://www.imdb.com/title/tt0436339,PG,2009-07-24 00:00:00,"$150,000,000 (estimated)","$292,817,898",1.0,54.0,6.584294088531414,0.0,3.0,47.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150000000,292817898,0.95211932,2009-07-24,7.0,24.0,Friday,6.0,2.0,Summer
107,107,Ghosts of the Abyss,tt0297144,movie,Ghosts of the Abyss,2003,61,"Documentary,Family",6.8,5384.0,https://www.imdb.com/title/tt0297144,G,2003-05-23 00:00:00,"$13,000,000 (estimated)","$27,570,076",1.0,49.0,7.357142857142857,7.0,3.0,54.5,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13000000,27570076,1.1207750769230769,2003-05-23,5.0,23.0,Friday,6.0,1.0,Spring
