,nconst,writer,primaryName,birthYear,tconst,category
0,nm0000184,writer,George Lucas,1944,tt0079576,writer
1,nm0000184,writer,George Lucas,1944,tt0080684,writer
2,nm0000184,writer,George Lucas,1944,tt0082971,writer
3,nm0000184,writer,George Lucas,1944,tt0086190,writer
4,nm0000184,writer,George Lucas,1944,tt0087225,writer
5,nm0000184,writer,George Lucas,1944,tt0087469,writer
6,nm0000184,writer,George Lucas,1944,tt0089110,writer
7,nm0000184,writer,George Lucas,1944,tt0090793,writer
8,nm0000184,writer,George Lucas,1944,tt0094029,writer
9,nm0000184,writer,George Lucas,1944,tt0096446,writer
10,nm0000184,writer,George Lucas,1944,tt0097576,writer
11,nm0000184,writer,George Lucas,1944,tt0103586,writer
12,nm0000184,writer,George Lucas,1944,tt0108635,writer
13,nm0000184,writer,George Lucas,1944,tt0110939,writer
14,nm0000184,writer,George Lucas,1944,tt0151055,writer
15,nm0000184,writer,George Lucas,1944,tt0153301,writer
16,nm0000184,writer,George Lucas,1944,tt0158208,writer
17,nm0000184,writer,George Lucas,1944,tt0245165,writer
18,nm0000184,writer,George Lucas,1944,tt0245166,writer
19,nm0000184,writer,George Lucas,1944,tt0250196,writer
20,nm0000184,writer,George Lucas,1944,tt0250198,writer
21,nm0000184,writer,George Lucas,1944,tt0250199,writer
22,nm0000184,writer,George Lucas,1944,tt0251413,writer
23,nm0000184,writer,George Lucas,1944,tt0275899,writer
24,nm0000184,writer,George Lucas,1944,tt0284516,writer
25,nm0000184,writer,George Lucas,1944,tt0292254,writer
26,nm0000184,writer,George Lucas,1944,tt0292256,writer
27,nm0000184,writer,George Lucas,1944,tt0295630,writer
28,nm0000184,writer,George Lucas,1944,tt0303885,writer
29,nm0000184,writer,George Lucas,1944,tt0327950,writer
30,nm0000184,writer,George Lucas,1944,tt0330930,writer
31,nm0000184,writer,George Lucas,1944,tt0340403,writer
32,nm0000184,writer,George Lucas,1944,tt0367882,writer
33,nm0000184,writer,George Lucas,1944,tt0394998,writer
34,nm0000184,writer,George Lucas,1944,tt0394999,writer
35,nm0000184,writer,George Lucas,1944,tt0395000,writer
36,nm0000184,writer,George Lucas,1944,tt0458290,writer
37,nm0000184,writer,George Lucas,1944,tt0462553,writer
38,nm0000184,writer,George Lucas,1944,tt0486613,writer
39,nm0000184,writer,George Lucas,1944,tt0490479,writer
40,nm0000184,writer,George Lucas,1944,tt0752169,writer
41,nm0000184,writer,George Lucas,1944,tt0752170,writer
42,nm0000184,writer,George Lucas,1944,tt0752171,writer
43,nm0000184,writer,George Lucas,1944,tt0752172,writer
44,nm0000184,writer,George Lucas,1944,tt0752173,writer
45,nm0000184,writer,George Lucas,1944,tt0752174,writer
46,nm0000184,writer,George Lucas,1944,tt0752175,writer
47,nm0000184,writer,George Lucas,1944,tt0752176,writer
48,nm0000184,writer,George Lucas,1944,tt0752179,writer
49,nm0000184,writer,George Lucas,1944,tt0752183,writer
50,nm0000184,writer,George Lucas,1944,tt0752184,writer
51,nm0000184,writer,George Lucas,1944,tt0752185,writer
52,nm0000184,writer,George Lucas,1944,tt0752186,writer
53,nm0000184,writer,George Lucas,1944,tt0752189,writer
54,nm0000184,writer,George Lucas,1944,tt0752191,writer
55,nm0000184,writer,George Lucas,1944,tt0752192,writer
56,nm0000184,writer,George Lucas,1944,tt0772251,writer
57,nm0000184,writer,George Lucas,1944,tt0814126,writer
58,nm0000184,writer,George Lucas,1944,tt0827187,writer
59,nm0000184,writer,George Lucas,1944,tt0837295,writer
60,nm0000184,writer,George Lucas,1944,tt0837296,writer
61,nm0000184,writer,George Lucas,1944,tt0837297,writer
62,nm0000184,writer,George Lucas,1944,tt0837298,writer
63,nm0000184,writer,George Lucas,1944,tt0837299,writer
64,nm0000184,writer,George Lucas,1944,tt0837300,writer
65,nm0000184,writer,George Lucas,1944,tt0837303,writer
66,nm0000184,writer,George Lucas,1944,tt0837304,writer
67,nm0000184,writer,George Lucas,1944,tt0837305,writer
68,nm0000184,writer,George Lucas,1944,tt0837306,writer
69,nm0000184,writer,George Lucas,1944,tt0837307,writer
70,nm0000184,writer,George Lucas,1944,tt0837308,writer
71,nm0000184,writer,George Lucas,1944,tt0837309,writer
72,nm0000184,writer,George Lucas,1944,tt0879261,writer
73,nm0000184,writer,George Lucas,1944,tt0940894,writer
74,nm0000184,writer,George Lucas,1944,tt1024923,writer
75,nm0000184,writer,George Lucas,1944,tt10300394,writer
76,nm0000184,writer,George Lucas,1944,tt10300396,writer
77,nm0000184,writer,George Lucas,1944,tt10612278,writer
78,nm0000184,writer,George Lucas,1944,tt10612292,writer
79,nm0000184,writer,George Lucas,1944,tt10612300,writer
80,nm0000184,writer,George Lucas,1944,tt10612312,writer
81,nm0000184,writer,George Lucas,1944,tt10612322,writer
82,nm0000184,writer,George Lucas,1944,tt10612328,writer
83,nm0000184,writer,George Lucas,1944,tt10612330,writer
84,nm0000184,writer,George Lucas,1944,tt10612334,writer
85,nm0000184,writer,George Lucas,1944,tt10612344,writer
86,nm0000184,writer,George Lucas,1944,tt10612348,writer
87,nm0000184,writer,George Lucas,1944,tt11005164,writer
88,nm0000184,writer,George Lucas,1944,tt11026882,writer
89,nm0000184,writer,George Lucas,1944,tt11150494,writer
90,nm0000184,writer,George Lucas,1944,tt1117520,writer
91,nm0000184,writer,George Lucas,1944,tt1117537,writer
92,nm0000184,writer,George Lucas,1944,tt11300650,writer
93,nm0000184,writer,George Lucas,1944,tt11300654,writer
94,nm0000184,writer,George Lucas,1944,tt11421268,writer
95,nm0000184,writer,George Lucas,1944,tt11421270,writer
96,nm0000184,writer,George Lucas,1944,tt11421272,writer
97,nm0000184,writer,George Lucas,1944,tt11421278,writer
98,nm0000184,writer,George Lucas,1944,tt11421284,writer
99,nm0000184,writer,George Lucas,1944,tt1149318,writer
100,nm0000184,writer,George Lucas,1944,tt1149396,writer
101,nm0000184,writer,George Lucas,1944,tt11559486,writer
102,nm0000184,writer,George Lucas,1944,tt11834430,writer
103,nm0000184,writer,George Lucas,1944,tt1185834,writer
104,nm0000184,writer,George Lucas,1944,tt1190535,writer
105,nm0000184,writer,George Lucas,1944,tt11941564,writer
106,nm0000184,writer,George Lucas,1944,tt1194567,writer
107,nm0000184,writer,George Lucas,1944,tt1201558,writer
108,nm0000184,writer,George Lucas,1944,tt1213567,writer
109,nm0000184,writer,George Lucas,1944,tt12187072,writer
110,nm0000184,writer,George Lucas,1944,tt1245739,writer
111,nm0000184,writer,George Lucas,1944,tt12531728,writer
112,nm0000184,writer,George Lucas,1944,tt12531732,writer
113,nm0000184,writer,George Lucas,1944,tt12531734,writer
114,nm0000184,writer,George Lucas,1944,tt12531736,writer
115,nm0000184,writer,George Lucas,1944,tt12531738,writer
116,nm0000184,writer,George Lucas,1944,tt12531740,writer
117,nm0000184,writer,George Lucas,1944,tt12531744,writer
118,nm0000184,writer,George Lucas,1944,tt12531746,writer
119,nm0000184,writer,George Lucas,1944,tt12531750,writer
120,nm0000184,writer,George Lucas,1944,tt12531754,writer
121,nm0000184,writer,George Lucas,1944,tt12531756,writer
122,nm0000184,writer,George Lucas,1944,tt12531758,writer
123,nm0000184,writer,George Lucas,1944,tt12531762,writer
124,nm0000184,writer,George Lucas,1944,tt12531776,writer
125,nm0000184,writer,George Lucas,1944,tt12700334,writer
126,nm0000184,writer,George Lucas,1944,tt12711128,writer
127,nm0000184,writer,George Lucas,1944,tt12885438,writer
128,nm0000184,writer,George Lucas,1944,tt1288767,writer
129,nm0000184,writer,George Lucas,1944,tt1288768,writer
130,nm0000184,writer,George Lucas,1944,tt1292833,writer
131,nm0000184,writer,George Lucas,1944,tt1292834,writer
132,nm0000184,writer,George Lucas,1944,tt1292835,writer
133,nm0000184,writer,George Lucas,1944,tt1292836,writer
134,nm0000184,writer,George Lucas,1944,tt12981670,writer
135,nm0000184,writer,George Lucas,1944,tt12981672,writer
136,nm0000184,writer,George Lucas,1944,tt12981674,writer
137,nm0000184,writer,George Lucas,1944,tt13052856,writer
138,nm0000184,writer,George Lucas,1944,tt13052868,writer
139,nm0000184,writer,George Lucas,1944,tt13052876,writer
140,nm0000184,writer,George Lucas,1944,tt13052880,writer
141,nm0000184,writer,George Lucas,1944,tt1320037,writer
142,nm0000184,writer,George Lucas,1944,tt1322834,writer
143,nm0000184,writer,George Lucas,1944,tt1322835,writer
144,nm0000184,writer,George Lucas,1944,tt1322836,writer
145,nm0000184,writer,George Lucas,1944,tt1322837,writer
146,nm0000184,writer,George Lucas,1944,tt13389772,writer
147,nm0000184,writer,George Lucas,1944,tt13439668,writer
148,nm0000184,writer,George Lucas,1944,tt1345253,writer
149,nm0000184,writer,George Lucas,1944,tt1345254,writer
150,nm0000184,writer,George Lucas,1944,tt1345675,writer
151,nm0000184,writer,George Lucas,1944,tt1345740,writer
152,nm0000184,writer,George Lucas,1944,tt13622786,writer
153,nm0000184,writer,George Lucas,1944,tt13622790,writer
154,nm0000184,writer,George Lucas,1944,tt13634750,writer
155,nm0000184,writer,George Lucas,1944,tt13636426,writer
156,nm0000184,writer,George Lucas,1944,tt13653876,writer
157,nm0000184,writer,George Lucas,1944,tt13665846,writer
158,nm0000184,writer,George Lucas,1944,tt13669018,writer
159,nm0000184,writer,George Lucas,1944,tt13669028,writer
160,nm0000184,writer,George Lucas,1944,tt1371607,writer
161,nm0000184,writer,George Lucas,1944,tt1371608,writer
162,nm0000184,writer,George Lucas,1944,tt13801574,writer
163,nm0000184,writer,George Lucas,1944,tt13801578,writer
164,nm0000184,writer,George Lucas,1944,tt1380659,writer
165,nm0000184,writer,George Lucas,1944,tt1380660,writer
166,nm0000184,writer,George Lucas,1944,tt1380662,writer
167,nm0000184,writer,George Lucas,1944,tt1380663,writer
168,nm0000184,writer,George Lucas,1944,tt1380664,writer
169,nm0000184,writer,George Lucas,1944,tt13820580,writer
170,nm0000184,writer,George Lucas,1944,tt13820582,writer
171,nm0000184,writer,George Lucas,1944,tt13820658,writer
172,nm0000184,writer,George Lucas,1944,tt13834702,writer
173,nm0000184,writer,George Lucas,1944,tt13834750,writer
174,nm0000184,writer,George Lucas,1944,tt13840822,writer
175,nm0000184,writer,George Lucas,1944,tt13840902,writer
176,nm0000184,writer,George Lucas,1944,tt13841118,writer
177,nm0000184,writer,George Lucas,1944,tt13841120,writer
178,nm0000184,writer,George Lucas,1944,tt13841404,writer
179,nm0000184,writer,George Lucas,1944,tt13841406,writer
180,nm0000184,writer,George Lucas,1944,tt13841442,writer
181,nm0000184,writer,George Lucas,1944,tt13841444,writer
182,nm0000184,writer,George Lucas,1944,tt13841458,writer
183,nm0000184,writer,George Lucas,1944,tt13848268,writer
184,nm0000184,writer,George Lucas,1944,tt1387384,writer
185,nm0000184,writer,George Lucas,1944,tt13948762,writer
186,nm0000184,writer,George Lucas,1944,tt1403104,writer
187,nm0000184,writer,George Lucas,1944,tt14115576,writer
188,nm0000184,writer,George Lucas,1944,tt14115578,writer
189,nm0000184,writer,George Lucas,1944,tt14115580,writer
190,nm0000184,writer,George Lucas,1944,tt14115584,writer
191,nm0000184,writer,George Lucas,1944,tt14115586,writer
192,nm0000184,writer,George Lucas,1944,tt14115588,writer
193,nm0000184,writer,George Lucas,1944,tt14115596,writer
194,nm0000184,writer,George Lucas,1944,tt14115598,writer
195,nm0000184,writer,George Lucas,1944,tt14115600,writer
196,nm0000184,writer,George Lucas,1944,tt14115602,writer
197,nm0000184,writer,George Lucas,1944,tt14115604,writer
198,nm0000184,writer,George Lucas,1944,tt14115606,writer
199,nm0000184,writer,George Lucas,1944,tt14115608,writer
200,nm0000184,writer,George Lucas,1944,tt14115610,writer
201,nm0000184,writer,George Lucas,1944,tt14115614,writer
202,nm0000184,writer,George Lucas,1944,tt14120078,writer
203,nm0000184,writer,George Lucas,1944,tt14149802,writer
204,nm0000184,writer,George Lucas,1944,tt14257358,writer
205,nm0000184,writer,George Lucas,1944,tt14417986,writer
206,nm0000184,writer,George Lucas,1944,tt14417988,writer
207,nm0000184,writer,George Lucas,1944,tt14418064,writer
208,nm0000184,writer,George Lucas,1944,tt14418066,writer
209,nm0000184,writer,George Lucas,1944,tt14418068,writer
210,nm0000184,writer,George Lucas,1944,tt14418070,writer
211,nm0000184,writer,George Lucas,1944,tt14418072,writer
212,nm0000184,writer,George Lucas,1944,tt14418672,writer
213,nm0000184,writer,George Lucas,1944,tt14418674,writer
214,nm0000184,writer,George Lucas,1944,tt14418676,writer
215,nm0000184,writer,George Lucas,1944,tt14418678,writer
216,nm0000184,writer,George Lucas,1944,tt1450327,writer
217,nm0000184,writer,George Lucas,1944,tt14525192,writer
218,nm0000184,writer,George Lucas,1944,tt14525196,writer
219,nm0000184,writer,George Lucas,1944,tt14525202,writer
220,nm0000184,writer,George Lucas,1944,tt14525206,writer
221,nm0000184,writer,George Lucas,1944,tt14526270,writer
222,nm0000184,writer,George Lucas,1944,tt14576488,writer
223,nm0000184,writer,George Lucas,1944,tt14576506,writer
224,nm0000184,writer,George Lucas,1944,tt14618204,writer
225,nm0000184,writer,George Lucas,1944,tt1462764,writer
226,nm0000184,writer,George Lucas,1944,tt1517135,writer
227,nm0000184,writer,George Lucas,1944,tt1517136,writer
228,nm0000184,writer,George Lucas,1944,tt1517137,writer
229,nm0000184,writer,George Lucas,1944,tt15176372,writer
230,nm0000184,writer,George Lucas,1944,tt15311622,writer
231,nm0000184,writer,George Lucas,1944,tt1531365,writer
232,nm0000184,writer,George Lucas,1944,tt1534098,writer
233,nm0000184,writer,George Lucas,1944,tt1535506,writer
234,nm0000184,writer,George Lucas,1944,tt1541414,writer
235,nm0000184,writer,George Lucas,1944,tt1555788,writer
236,nm0000184,writer,George Lucas,1944,tt1555789,writer
237,nm0000184,writer,George Lucas,1944,tt1558186,writer
238,nm0000184,writer,George Lucas,1944,tt1558187,writer
239,nm0000184,writer,George Lucas,1944,tt1558188,writer
240,nm0000184,writer,George Lucas,1944,tt1558189,writer
241,nm0000184,writer,George Lucas,1944,tt1558190,writer
242,nm0000184,writer,George Lucas,1944,tt1558191,writer
243,nm0000184,writer,George Lucas,1944,tt1558192,writer
244,nm0000184,writer,George Lucas,1944,tt1558193,writer
245,nm0000184,writer,George Lucas,1944,tt1570976,writer
246,nm0000184,writer,George Lucas,1944,tt15908584,writer
247,nm0000184,writer,George Lucas,1944,tt1612560,writer
248,nm0000184,writer,George Lucas,1944,tt1618280,writer
249,nm0000184,writer,George Lucas,1944,tt1626030,writer
250,nm0000184,writer,George Lucas,1944,tt1626031,writer
251,nm0000184,writer,George Lucas,1944,tt1626032,writer
252,nm0000184,writer,George Lucas,1944,tt1626033,writer
253,nm0000184,writer,George Lucas,1944,tt1626034,writer
254,nm0000184,writer,George Lucas,1944,tt1643247,writer
255,nm0000184,writer,George Lucas,1944,tt1707609,writer
256,nm0000184,writer,George Lucas,1944,tt1707610,writer
257,nm0000184,writer,George Lucas,1944,tt1707611,writer
258,nm0000184,writer,George Lucas,1944,tt1707612,writer
259,nm0000184,writer,George Lucas,1944,tt1707613,writer
260,nm0000184,writer,George Lucas,1944,tt1707614,writer
261,nm0000184,writer,George Lucas,1944,tt1707615,writer
262,nm0000184,writer,George Lucas,1944,tt1707616,writer
263,nm0000184,writer,George Lucas,1944,tt1707617,writer
264,nm0000184,writer,George Lucas,1944,tt1707618,writer
265,nm0000184,writer,George Lucas,1944,tt1707619,writer
266,nm0000184,writer,George Lucas,1944,tt1707620,writer
267,nm0000184,writer,George Lucas,1944,tt1707621,writer
268,nm0000184,writer,George Lucas,1944,tt1707622,writer
269,nm0000184,writer,George Lucas,1944,tt1707623,writer
270,nm0000184,writer,George Lucas,1944,tt1707624,writer
271,nm0000184,writer,George Lucas,1944,tt1707625,writer
272,nm0000184,writer,George Lucas,1944,tt1707626,writer
273,nm0000184,writer,George Lucas,1944,tt1707627,writer
274,nm0000184,writer,George Lucas,1944,tt1707628,writer
275,nm0000184,writer,George Lucas,1944,tt1707629,writer
276,nm0000184,writer,George Lucas,1944,tt1707630,writer
277,nm0000184,writer,George Lucas,1944,tt1781845,writer
278,nm0000184,writer,George Lucas,1944,tt1789918,writer
279,nm0000184,writer,George Lucas,1944,tt2005268,writer
280,nm0000184,writer,George Lucas,1944,tt2024226,writer
281,nm0000184,writer,George Lucas,1944,tt2024227,writer
282,nm0000184,writer,George Lucas,1944,tt2024228,writer
283,nm0000184,writer,George Lucas,1944,tt2024229,writer
284,nm0000184,writer,George Lucas,1944,tt2024230,writer
285,nm0000184,writer,George Lucas,1944,tt2046143,writer
286,nm0000184,writer,George Lucas,1944,tt2069532,writer
287,nm0000184,writer,George Lucas,1944,tt2069533,writer
288,nm0000184,writer,George Lucas,1944,tt2071926,writer
289,nm0000184,writer,George Lucas,1944,tt2098413,writer
290,nm0000184,writer,George Lucas,1944,tt2098414,writer
291,nm0000184,writer,George Lucas,1944,tt2098415,writer
292,nm0000184,writer,George Lucas,1944,tt2098416,writer
293,nm0000184,writer,George Lucas,1944,tt2098417,writer
294,nm0000184,writer,George Lucas,1944,tt2132032,writer
295,nm0000184,writer,George Lucas,1944,tt2132033,writer
296,nm0000184,writer,George Lucas,1944,tt2132034,writer
297,nm0000184,writer,George Lucas,1944,tt2132035,writer
298,nm0000184,writer,George Lucas,1944,tt2132036,writer
299,nm0000184,writer,George Lucas,1944,tt2132037,writer
300,nm0000184,writer,George Lucas,1944,tt2132038,writer
301,nm0000184,writer,George Lucas,1944,tt2132039,writer
302,nm0000184,writer,George Lucas,1944,tt2132040,writer
303,nm0000184,writer,George Lucas,1944,tt2226942,writer
304,nm0000184,writer,George Lucas,1944,tt2226950,writer
305,nm0000184,writer,George Lucas,1944,tt2226964,writer
306,nm0000184,writer,George Lucas,1944,tt2226988,writer
307,nm0000184,writer,George Lucas,1944,tt2362866,writer
308,nm0000184,writer,George Lucas,1944,tt2402600,writer
309,nm0000184,writer,George Lucas,1944,tt2429756,writer
310,nm0000184,writer,George Lucas,1944,tt2465552,writer
311,nm0000184,writer,George Lucas,1944,tt2465554,writer
312,nm0000184,writer,George Lucas,1944,tt2488496,writer
313,nm0000184,writer,George Lucas,1944,tt2493136,writer
314,nm0000184,writer,George Lucas,1944,tt2493138,writer
315,nm0000184,writer,George Lucas,1944,tt2493140,writer
316,nm0000184,writer,George Lucas,1944,tt2493142,writer
317,nm0000184,writer,George Lucas,1944,tt2509308,writer
318,nm0000184,writer,George Lucas,1944,tt2527336,writer
319,nm0000184,writer,George Lucas,1944,tt2527338,writer
320,nm0000184,writer,George Lucas,1944,tt2542352,writer
321,nm0000184,writer,George Lucas,1944,tt2542354,writer
322,nm0000184,writer,George Lucas,1944,tt2542356,writer
323,nm0000184,writer,George Lucas,1944,tt2556022,writer
324,nm0000184,writer,George Lucas,1944,tt2628846,writer
325,nm0000184,writer,George Lucas,1944,tt2628848,writer
326,nm0000184,writer,George Lucas,1944,tt2628852,writer
327,nm0000184,writer,George Lucas,1944,tt2628854,writer
328,nm0000184,writer,George Lucas,1944,tt2829500,writer
329,nm0000184,writer,George Lucas,1944,tt3278680,writer
330,nm0000184,writer,George Lucas,1944,tt3465146,writer
331,nm0000184,writer,George Lucas,1944,tt3473218,writer
332,nm0000184,writer,George Lucas,1944,tt3473222,writer
333,nm0000184,writer,George Lucas,1944,tt3473226,writer
334,nm0000184,writer,George Lucas,1944,tt3473230,writer
335,nm0000184,writer,George Lucas,1944,tt3473232,writer
336,nm0000184,writer,George Lucas,1944,tt3473238,writer
337,nm0000184,writer,George Lucas,1944,tt3473242,writer
338,nm0000184,writer,George Lucas,1944,tt3473250,writer
339,nm0000184,writer,George Lucas,1944,tt3473254,writer
340,nm0000184,writer,George Lucas,1944,tt3473256,writer
341,nm0000184,writer,George Lucas,1944,tt3473258,writer
342,nm0000184,writer,George Lucas,1944,tt3473260,writer
343,nm0000184,writer,George Lucas,1944,tt3473262,writer
344,nm0000184,writer,George Lucas,1944,tt3748528,writer
345,nm0000184,writer,George Lucas,1944,tt3778644,writer
346,nm0000184,writer,George Lucas,1944,tt3816564,writer
347,nm0000184,writer,George Lucas,1944,tt3999226,writer
348,nm0000184,writer,George Lucas,1944,tt3999228,writer
349,nm0000184,writer,George Lucas,1944,tt4073896,writer
350,nm0000184,writer,George Lucas,1944,tt4073900,writer
351,nm0000184,writer,George Lucas,1944,tt4073902,writer
352,nm0000184,writer,George Lucas,1944,tt4106258,writer
353,nm0000184,writer,George Lucas,1944,tt4118680,writer
354,nm0000184,writer,George Lucas,1944,tt4123790,writer
355,nm0000184,writer,George Lucas,1944,tt4123792,writer
356,nm0000184,writer,George Lucas,1944,tt4123794,writer
357,nm0000184,writer,George Lucas,1944,tt4126022,writer
358,nm0000184,writer,George Lucas,1944,tt4160192,writer
359,nm0000184,writer,George Lucas,1944,tt4170880,writer
360,nm0000184,writer,George Lucas,1944,tt4191054,writer
361,nm0000184,writer,George Lucas,1944,tt4196830,writer
362,nm0000184,writer,George Lucas,1944,tt4236878,writer
363,nm0000184,writer,George Lucas,1944,tt4236882,writer
364,nm0000184,writer,George Lucas,1944,tt4236884,writer
365,nm0000184,writer,George Lucas,1944,tt4236886,writer
366,nm0000184,writer,George Lucas,1944,tt4236888,writer
367,nm0000184,writer,George Lucas,1944,tt4236890,writer
368,nm0000184,writer,George Lucas,1944,tt4236892,writer
369,nm0000184,writer,George Lucas,1944,tt4502192,writer
370,nm0000184,writer,George Lucas,1944,tt4655358,writer
371,nm0000184,writer,George Lucas,1944,tt4655360,writer
372,nm0000184,writer,George Lucas,1944,tt4655362,writer
373,nm0000184,writer,George Lucas,1944,tt4655364,writer
374,nm0000184,writer,George Lucas,1944,tt4812426,writer
375,nm0000184,writer,George Lucas,1944,tt4855530,writer
376,nm0000184,writer,George Lucas,1944,tt5028114,writer
377,nm0000184,writer,George Lucas,1944,tt5028128,writer
378,nm0000184,writer,George Lucas,1944,tt5028586,writer
379,nm0000184,writer,George Lucas,1944,tt5037340,writer
380,nm0000184,writer,George Lucas,1944,tt5041828,writer
381,nm0000184,writer,George Lucas,1944,tt5041830,writer
382,nm0000184,writer,George Lucas,1944,tt5044208,writer
383,nm0000184,writer,George Lucas,1944,tt5097466,writer
384,nm0000184,writer,George Lucas,1944,tt5097602,writer
385,nm0000184,writer,George Lucas,1944,tt5097604,writer
386,nm0000184,writer,George Lucas,1944,tt5144982,writer
387,nm0000184,writer,George Lucas,1944,tt5145276,writer
388,nm0000184,writer,George Lucas,1944,tt5179096,writer
389,nm0000184,writer,George Lucas,1944,tt5186182,writer
390,nm0000184,writer,George Lucas,1944,tt5186186,writer
391,nm0000184,writer,George Lucas,1944,tt5239020,writer
392,nm0000184,writer,George Lucas,1944,tt5284356,writer
393,nm0000184,writer,George Lucas,1944,tt5310650,writer
394,nm0000184,writer,George Lucas,1944,tt5310654,writer
395,nm0000184,writer,George Lucas,1944,tt5310656,writer
396,nm0000184,writer,George Lucas,1944,tt5340562,writer
397,nm0000184,writer,George Lucas,1944,tt5340564,writer
398,nm0000184,writer,George Lucas,1944,tt5340566,writer
399,nm0000184,writer,George Lucas,1944,tt5340570,writer
400,nm0000184,writer,George Lucas,1944,tt5340576,writer
401,nm0000184,writer,George Lucas,1944,tt5340580,writer
402,nm0000184,writer,George Lucas,1944,tt5340582,writer
403,nm0000184,writer,George Lucas,1944,tt5340586,writer
404,nm0000184,writer,George Lucas,1944,tt5340588,writer
405,nm0000184,writer,George Lucas,1944,tt5359618,writer
406,nm0000184,writer,George Lucas,1944,tt5529680,writer
407,nm0000184,writer,George Lucas,1944,tt5832834,writer
408,nm0000184,writer,George Lucas,1944,tt5867462,writer
409,nm0000184,writer,George Lucas,1944,tt5876106,writer
410,nm0000184,writer,George Lucas,1944,tt5895434,writer
411,nm0000184,writer,George Lucas,1944,tt5895482,writer
412,nm0000184,writer,George Lucas,1944,tt5896262,writer
413,nm0000184,writer,George Lucas,1944,tt5912428,writer
414,nm0000184,writer,George Lucas,1944,tt5919272,writer
415,nm0000184,writer,George Lucas,1944,tt5919276,writer
416,nm0000184,writer,George Lucas,1944,tt5919278,writer
417,nm0000184,writer,George Lucas,1944,tt5919282,writer
418,nm0000184,writer,George Lucas,1944,tt5949758,writer
419,nm0000184,writer,George Lucas,1944,tt5996860,writer
420,nm0000184,writer,George Lucas,1944,tt6050798,writer
421,nm0000184,writer,George Lucas,1944,tt6050870,writer
422,nm0000184,writer,George Lucas,1944,tt6050874,writer
423,nm0000184,writer,George Lucas,1944,tt6050876,writer
424,nm0000184,writer,George Lucas,1944,tt6066022,writer
425,nm0000184,writer,George Lucas,1944,tt6072172,writer
426,nm0000184,writer,George Lucas,1944,tt6097488,writer
427,nm0000184,writer,George Lucas,1944,tt6153810,writer
428,nm0000184,writer,George Lucas,1944,tt6201810,writer
429,nm0000184,writer,George Lucas,1944,tt6201812,writer
430,nm0000184,writer,George Lucas,1944,tt6205216,writer
431,nm0000184,writer,George Lucas,1944,tt6241302,writer
432,nm0000184,writer,George Lucas,1944,tt6277836,writer
433,nm0000184,writer,George Lucas,1944,tt6322542,writer
434,nm0000184,writer,George Lucas,1944,tt6328646,writer
435,nm0000184,writer,George Lucas,1944,tt6328656,writer
436,nm0000184,writer,George Lucas,1944,tt6343680,writer
437,nm0000184,writer,George Lucas,1944,tt6359382,writer
438,nm0000184,writer,George Lucas,1944,tt6395360,writer
439,nm0000184,writer,George Lucas,1944,tt6395368,writer
440,nm0000184,writer,George Lucas,1944,tt6410726,writer
441,nm0000184,writer,George Lucas,1944,tt6518584,writer
442,nm0000184,writer,George Lucas,1944,tt6518606,writer
443,nm0000184,writer,George Lucas,1944,tt6518610,writer
444,nm0000184,writer,George Lucas,1944,tt6518616,writer
445,nm0000184,writer,George Lucas,1944,tt6525460,writer
446,nm0000184,writer,George Lucas,1944,tt6560966,writer
447,nm0000184,writer,George Lucas,1944,tt6603454,writer
448,nm0000184,writer,George Lucas,1944,tt6619934,writer
449,nm0000184,writer,George Lucas,1944,tt6695278,writer
450,nm0000184,writer,George Lucas,1944,tt6731014,writer
451,nm0000184,writer,George Lucas,1944,tt6734638,writer
452,nm0000184,writer,George Lucas,1944,tt6799554,writer
453,nm0000184,writer,George Lucas,1944,tt6974140,writer
454,nm0000184,writer,George Lucas,1944,tt6974192,writer
455,nm0000184,writer,George Lucas,1944,tt7025252,writer
456,nm0000184,writer,George Lucas,1944,tt7025556,writer
457,nm0000184,writer,George Lucas,1944,tt7029480,writer
458,nm0000184,writer,George Lucas,1944,tt7044552,writer
459,nm0000184,writer,George Lucas,1944,tt7171864,writer
460,nm0000184,writer,George Lucas,1944,tt7171868,writer
461,nm0000184,writer,George Lucas,1944,tt7171870,writer
462,nm0000184,writer,George Lucas,1944,tt7171872,writer
463,nm0000184,writer,George Lucas,1944,tt7182892,writer
464,nm0000184,writer,George Lucas,1944,tt7233044,writer
465,nm0000184,writer,George Lucas,1944,tt7233694,writer
466,nm0000184,writer,George Lucas,1944,tt7233700,writer
467,nm0000184,writer,George Lucas,1944,tt7253856,writer
468,nm0000184,writer,George Lucas,1944,tt7257076,writer
469,nm0000184,writer,George Lucas,1944,tt7261152,writer
470,nm0000184,writer,George Lucas,1944,tt7388410,writer
471,nm0000184,writer,George Lucas,1944,tt7388414,writer
472,nm0000184,writer,George Lucas,1944,tt7388436,writer
473,nm0000184,writer,George Lucas,1944,tt7401852,writer
474,nm0000184,writer,George Lucas,1944,tt7401854,writer
475,nm0000184,writer,George Lucas,1944,tt7401858,writer
476,nm0000184,writer,George Lucas,1944,tt7403800,writer
477,nm0000184,writer,George Lucas,1944,tt7435126,writer
478,nm0000184,writer,George Lucas,1944,tt7445250,writer
479,nm0000184,writer,George Lucas,1944,tt7616072,writer
480,nm0000184,writer,George Lucas,1944,tt7616092,writer
