,nconst,director,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
6611,nm0288144,director,Alastair Fothergill,1960.0,tt3660770,director,Monkey Kingdom,81.0,Documentary,G,2015-04-17,2015.0,4.0,17.0,Friday,0.0,16839663.0,inf,7.3,3957.0,both,55.0
6612,nm0288144,director,Alastair Fothergill,1960.0,tt6781638,director,Blue,76.0,Documentary,error,2020-04-03,2018.0,4.0,3.0,Friday,0.0,210796.0,inf,6.7,191.0,both,58.0
6613,nm0288144,director,Alastair Fothergill,1960.0,tt8080302,director,Penguins,76.0,"Documentary,Family",G,2019-04-17,2019.0,4.0,17.0,Wednesday,0.0,7699452.0,inf,7.1,1626.0,both,59.0
6614,nm0294094,director,Harold French,1900.0,tt0031218,director,Dangerous Masquerade,69.0,"Crime,Drama",error,1939-02-01,1939.0,2.0,1.0,Wednesday,0.0,0.0,,5.3,68.0,both,39.0
6616,nm0294094,director,Harold French,1900.0,tt0033769,director,Jeannie,101.0,"Comedy,Drama,Romance",error,1941-09-06,1941.0,9.0,6.0,Saturday,0.0,0.0,,7.2,82.0,both,41.0
6617,nm0294094,director,Harold French,1900.0,tt0033868,director,Major Barbara,131.0,Comedy,Approved,1941-08-02,1941.0,8.0,2.0,Saturday,0.0,0.0,,6.8,1343.0,both,41.0
6618,nm0294094,director,Harold French,1900.0,tt0034639,director,The Avengers,98.0,"Drama,War",error,1942-06-08,1942.0,6.0,8.0,Monday,0.0,0.0,,6.1,501.0,both,42.0
6619,nm0294094,director,Harold French,1900.0,tt0035301,director,Secret Mission,94.0,"Drama,Thriller,War",Not Rated,1942-10-05,1942.0,10.0,5.0,Monday,0.0,0.0,,5.5,407.0,both,42.0
6620,nm0294094,director,Harold French,1900.0,tt0035416,director,Talk About Jacqueline,84.0,Comedy,Not Rated,1942-11-30,1942.0,11.0,30.0,Monday,0.0,0.0,,6.8,14.0,both,42.0
6621,nm0294094,director,Harold French,1900.0,tt0035494,director,Unpublished Story,92.0,"Drama,War",error,1942-08-10,1942.0,8.0,10.0,Monday,0.0,0.0,,6.5,218.0,both,42.0
6622,nm0294094,director,Harold French,1900.0,tt0035785,director,Dear Octopus,86.0,"Comedy,Drama",error,1945-03-12,1943.0,3.0,12.0,Monday,0.0,0.0,,6.8,16.0,both,43.0
6623,nm0294094,director,Harold French,1900.0,tt0036793,director,Her Man Gilbey,89.0,"Comedy,Romance,War",Approved,1944-12-22,1944.0,12.0,22.0,Friday,0.0,0.0,,6.0,326.0,both,44.0
6624,nm0294094,director,Harold French,1900.0,tt0037093,director,Mr. Emmanuel,97.0,Drama,error,1944-10-02,1944.0,10.0,2.0,Monday,0.0,0.0,,6.2,104.0,both,44.0
6625,nm0294094,director,Harold French,1900.0,tt0039102,director,High Fury,83.0,Drama,error,1948-11-19,1947.0,11.0,19.0,Friday,0.0,0.0,,6.2,77.0,both,47.0
6626,nm0294094,director,Harold French,1900.0,tt0039745,director,Quiet Weekend,90.0,Comedy,Approved,1946-07-29,1946.0,7.0,29.0,Monday,0.0,0.0,,6.4,169.0,both,46.0
6627,nm0294094,director,Harold French,1900.0,tt0040172,director,The Blind Goddess,87.0,Drama,error,1948-10-18,1948.0,10.0,18.0,Monday,0.0,0.0,,6.3,132.0,both,48.0
6628,nm0294094,director,Harold French,1900.0,tt0040266,director,The Dancing Years,98.0,"Drama,Musical,Romance",Approved,1950-08-23,1950.0,8.0,23.0,Wednesday,0.0,0.0,,6.1,75.0,both,50.0
6629,nm0294094,director,Harold French,1900.0,tt0040335,director,Quartet,120.0,"Drama,Romance",Approved,1948-11-22,1948.0,11.0,22.0,Monday,0.0,0.0,,7.3,924.0,both,48.0
6630,nm0294094,director,Harold French,1900.0,tt0040623,director,My Brother Jonathan,108.0,"Drama,Romance,War",Approved,1949-06-29,1948.0,6.0,29.0,Wednesday,198000.0,0.0,-1.0,7.2,168.0,both,48.0
6631,nm0294094,director,Harold French,1900.0,tt0041089,director,Adam and Evalyn,92.0,"Comedy,Romance",Passed,1949-12-26,1949.0,12.0,26.0,Monday,0.0,0.0,,6.2,546.0,both,49.0
6632,nm0294094,director,Harold French,1900.0,tt0042752,director,Trio,91.0,"Drama,Romance",Not Rated,1950-12-20,1950.0,12.0,20.0,Wednesday,0.0,0.0,,7.1,824.0,both,50.0
6633,nm0294094,director,Harold French,1900.0,tt0044586,director,Encore,85.0,"Comedy,Drama",Not Rated,1952-07-01,1951.0,7.0,1.0,Tuesday,0.0,0.0,,6.9,574.0,both,51.0
6634,nm0294094,director,Harold French,1900.0,tt0044725,director,The Hour of 13,88.0,"Crime,Mystery,Romance",Approved,1952-11-21,1952.0,11.0,21.0,Friday,873000.0,0.0,-1.0,6.3,369.0,both,52.0
6635,nm0294094,director,Harold French,1900.0,tt0046034,director,The Paris Express,82.0,"Crime,Drama",Approved,1953-06-05,1952.0,6.0,5.0,Friday,0.0,0.0,,6.3,576.0,both,52.0
6636,nm0294094,director,Harold French,1900.0,tt0046246,director,Rob Roy: The Highland Rogue,81.0,"Adventure,Biography,Drama",Approved,1954-02-27,1953.0,2.0,27.0,Saturday,1800000.0,0.0,-1.0,6.4,589.0,both,53.0
6637,nm0294094,director,Harold French,1900.0,tt0046992,director,Forbidden Cargo,85.0,"Crime,Drama",error,1954-11-19,1954.0,11.0,19.0,Friday,0.0,0.0,,6.4,227.0,both,54.0
6638,nm0294094,director,Harold French,1900.0,tt0048338,director,The Man Who Loved Redheads,100.0,"Comedy,Music,Romance",error,1955-02-07,1955.0,2.0,7.0,Monday,0.0,0.0,,5.9,227.0,both,55.0
6640,nm0294094,director,Harold French,1900.0,tt0196644,director,Uncle Willie's Bicycle Shop,83.0,"Comedy,Romance",Passed,1954-11-10,1953.0,11.0,10.0,Wednesday,0.0,0.0,,6.1,99.0,both,53.0
6655,nm0299563,director,Tim Fywell,1951.0,tt0300015,director,I Capture the Castle,113.0,"Drama,Romance",R,2003-08-08,2003.0,8.0,8.0,Friday,8000000.0,6586341.0,-0.176707375,6.9,7517.0,both,52.0
6660,nm0299563,director,Tim Fywell,1951.0,tt0396652,director,Ice Princess,98.0,"Comedy,Drama,Family",G,2005-03-18,2005.0,3.0,18.0,Friday,0.0,27645491.0,inf,6.0,26878.0,both,54.0
6674,nm0299563,director,Tim Fywell,1951.0,tt1116182,director,Affinity,120.0,"Drama,Romance",Not Rated,2008-05-03,2008.0,5.0,3.0,Saturday,0.0,0.0,,6.2,2145.0,both,57.0
6738,nm0300265,director,Mike Gabriel,1954.0,tt0100477,director,The Rescuers Down Under,77.0,"Adventure,Animation,Comedy",G,1990-11-16,1990.0,11.0,16.0,Friday,30000000.0,27931461.0,-0.0689513,6.8,41877.0,both,36.0
6739,nm0300265,director,Mike Gabriel,1954.0,tt0114148,director,Pocahontas,81.0,"Adventure,Animation,Drama",G,1995-06-23,1995.0,6.0,23.0,Friday,55000000.0,346079773.0,5.292359509090909,6.7,181992.0,both,41.0
6836,nm0304432,director,Bobs Gannaway,1965.0,tt1217213,director,Secret of the Wings,75.0,"Animation,Family,Fantasy",G,2012-12-14,2012.0,12.0,14.0,Friday,35000000.0,627018.0,-0.9820852,7.1,11983.0,both,47.0
6851,nm0304432,director,Bobs Gannaway,1965.0,tt2980706,director,Planes: Fire & Rescue,83.0,"Adventure,Animation,Comedy",PG,2014-07-18,2014.0,7.0,18.0,Friday,50000000.0,146965787.0,1.93931574,6.0,17803.0,both,49.0
6854,nm0305557,director,Luis García Berlanga,1921.0,tt0045554,director,Welcome Mr. Marshall!,78.0,Comedy,error,1953-07-17,1953.0,7.0,17.0,Friday,0.0,0.0,,8.0,4236.0,both,32.0
6855,nm0305557,director,Luis García Berlanga,1921.0,tt0045735,director,That Happy Couple,83.0,Comedy,error,1985-06-20,1953.0,6.0,20.0,Thursday,0.0,0.0,,6.7,389.0,both,32.0
6856,nm0305557,director,Luis García Berlanga,1921.0,tt0047287,director,Boyfriend in Sight,83.0,Comedy,error,1954-02-15,1954.0,2.0,15.0,Monday,0.0,0.0,,6.3,237.0,both,33.0
6857,nm0305557,director,Luis García Berlanga,1921.0,tt0049042,director,The Rocket from Calabuch,93.0,Comedy,error,1956-09-28,1956.0,9.0,28.0,Friday,0.0,0.0,,7.3,1111.0,both,35.0
6858,nm0305557,director,Luis García Berlanga,1921.0,tt0050574,director,Miracles of Thursday,84.0,"Comedy,Fantasy",error,1957-08-22,1957.0,8.0,22.0,Thursday,0.0,0.0,,7.3,735.0,both,36.0
6859,nm0305557,director,Luis García Berlanga,1921.0,tt0055310,director,Placido,85.0,"Comedy,Drama",error,1962-06-27,1961.0,6.0,27.0,Wednesday,0.0,0.0,,7.9,3276.0,both,40.0
6860,nm0305557,director,Luis García Berlanga,1921.0,tt0056388,director,Three Fables of Love,110.0,"Comedy,Drama,Romance",error,1962-12-21,1962.0,12.0,21.0,Friday,0.0,0.0,,5.8,125.0,both,41.0
6861,nm0305557,director,Luis García Berlanga,1921.0,tt0057643,director,The Executioner,87.0,"Comedy,Drama",Not Rated,1964-03-13,1963.0,3.0,13.0,Friday,0.0,0.0,,8.0,6572.0,both,42.0
6862,nm0305557,director,Luis García Berlanga,1921.0,tt0062129,director,Las pirañas,98.0,"Comedy,Drama",error,1967-10-19,1967.0,10.0,19.0,Thursday,0.0,0.0,,5.7,143.0,both,46.0
6863,nm0305557,director,Luis García Berlanga,1921.0,tt0066531,director,Long Live the Bride and Groom,83.0,"Comedy,Drama",error,2013-04-12,1970.0,4.0,12.0,Friday,0.0,0.0,,6.3,324.0,both,49.0
6864,nm0305557,director,Luis García Berlanga,1921.0,tt0070131,director,Lifesize,101.0,"Comedy,Drama,Fantasy",X,1976-06-01,1974.0,6.0,1.0,Tuesday,0.0,0.0,,6.4,377.0,both,53.0
6865,nm0305557,director,Luis García Berlanga,1921.0,tt0076001,director,La escopeta nacional,95.0,Comedy,error,1978-09-14,1978.0,9.0,14.0,Thursday,0.0,6820.0,inf,7.4,1871.0,both,57.0
6866,nm0305557,director,Luis García Berlanga,1921.0,tt0082888,director,National Heritage,112.0,Comedy,error,1981-03-26,1981.0,3.0,26.0,Thursday,0.0,0.0,,7.0,854.0,both,60.0
6867,nm0305557,director,Luis García Berlanga,1921.0,tt0084383,director,National III,102.0,Comedy,error,1982-12-06,1982.0,12.0,6.0,Monday,0.0,0.0,,6.5,436.0,both,61.0
6868,nm0305557,director,Luis García Berlanga,1921.0,tt0090250,director,The Heifer,122.0,"Comedy,War",error,1985-03-06,1985.0,3.0,6.0,Wednesday,0.0,0.0,,7.5,1807.0,both,64.0
6869,nm0305557,director,Luis García Berlanga,1921.0,tt0093569,director,Moors and Christians,116.0,Comedy,error,1987-10-28,1987.0,10.0,28.0,Wednesday,0.0,0.0,,5.8,420.0,both,66.0
6870,nm0305557,director,Luis García Berlanga,1921.0,tt0108355,director,Todos a la cárcel,99.0,"Comedy,Drama",error,1993-12-22,1993.0,12.0,22.0,Wednesday,0.0,0.0,,6.2,1290.0,both,72.0
6871,nm0305557,director,Luis García Berlanga,1921.0,tt0197752,director,Paris-Timbuktu,113.0,"Comedy,Drama",error,1999-09-10,1999.0,9.0,10.0,Friday,0.0,0.0,,5.6,554.0,both,78.0
6880,nm0310168,director,Nils Gaup,1955.0,tt0093668,director,Pathfinder,86.0,"Action,Adventure,Drama",error,1989-04-07,1987.0,4.0,7.0,Friday,0.0,242994.0,inf,7.2,5174.0,both,32.0
6881,nm0310168,director,Nils Gaup,1955.0,tt0099816,director,Shipwrecked,92.0,"Adventure,Family",PG,1991-03-01,1990.0,3.0,1.0,Friday,0.0,15104156.0,inf,6.6,2802.0,both,35.0
6882,nm0310168,director,Nils Gaup,1955.0,tt0107121,director,Head Above Water,97.0,"Comedy,Thriller",error,1993-08-08,1993.0,8.0,8.0,Sunday,0.0,0.0,,6.5,1184.0,both,38.0
6884,nm0310168,director,Nils Gaup,1955.0,tt0114622,director,North Star,90.0,"Action,Adventure,Crime",R,1996-10-25,1996.0,10.0,25.0,Friday,18000000.0,0.0,-1.0,4.8,1247.0,both,41.0
6885,nm0310168,director,Nils Gaup,1955.0,tt0174640,director,Misery Harbour,100.0,Drama,error,1999-09-03,1999.0,9.0,3.0,Friday,0.0,0.0,,6.0,399.0,both,44.0
6887,nm0310168,director,Nils Gaup,1955.0,tt0479937,director,The Kautokeino Rebellion,96.0,"Drama,History",error,2008-01-18,2008.0,1.0,18.0,Friday,0.0,5015531.0,inf,6.8,2783.0,both,53.0
6893,nm0310168,director,Nils Gaup,1955.0,tt15665084,director,Bilder fra et Nordisk Drama,70.0,Documentary,error,2021-11-05,2021.0,11.0,5.0,Friday,0.0,0.0,,8.1,7.0,both,66.0
6894,nm0310168,director,Nils Gaup,1955.0,tt2034761,director,Journey to the Christmas Star,80.0,"Adventure,Family,Fantasy",G,2012-11-09,2012.0,11.0,9.0,Friday,0.0,7419431.0,inf,5.8,1495.0,both,57.0
6895,nm0310168,director,Nils Gaup,1955.0,tt3132500,director,Glass Dolls,92.0,"Drama,Mystery,Thriller",error,2014-04-04,2014.0,4.0,4.0,Friday,0.0,227857.0,inf,5.2,225.0,both,59.0
6896,nm0310168,director,Nils Gaup,1955.0,tt4738360,director,The Last King,99.0,"Action,Drama,History",R,2016-06-17,2016.0,6.0,17.0,Friday,0.0,3705618.0,inf,6.1,7114.0,both,61.0
6898,nm0310449,director,Roberto Gavaldón,1909.0,tt0027447,director,Beautiful Sky,80.0,"Comedy,Drama,Musical",error,1936-11-08,1936.0,11.0,8.0,Sunday,0.0,0.0,,6.6,16.0,both,27.0
6899,nm0310449,director,Roberto Gavaldón,1909.0,tt0033482,director,The Count of Monte Cristo,165.0,"Adventure,Drama",error,1942-04-29,1942.0,4.0,29.0,Wednesday,0.0,0.0,,6.7,63.0,both,33.0
6900,nm0310449,director,Roberto Gavaldón,1909.0,tt0036193,director,Naná,87.0,Drama,error,1947-01-01,1944.0,1.0,1.0,Wednesday,0.0,0.0,,6.4,22.0,both,35.0
6901,nm0310449,director,Roberto Gavaldón,1909.0,tt0036627,director,La barraca,110.0,Drama,error,1945-07-27,1945.0,7.0,27.0,Friday,0.0,0.0,,7.0,116.0,both,36.0
6903,nm0310449,director,Roberto Gavaldón,1909.0,tt0038813,director,The Other One,98.0,"Crime,Drama,Mystery",error,1947-01-01,1946.0,1.0,1.0,Wednesday,0.0,0.0,,7.5,375.0,both,37.0
6904,nm0310449,director,Roberto Gavaldón,1909.0,tt0039323,director,The Kneeling Goddess,107.0,"Crime,Drama,Mystery",PG,1947-08-13,1947.0,8.0,13.0,Wednesday,0.0,0.0,,7.1,269.0,both,38.0
6905,nm0310449,director,Roberto Gavaldón,1909.0,tt0040075,director,Adventures of Casanova,83.0,"Action,Adventure,History",Approved,1948-02-07,1948.0,2.0,7.0,Saturday,0.0,0.0,,6.5,55.0,both,39.0
6906,nm0310449,director,Roberto Gavaldón,1909.0,tt0040419,director,Han matado a Tongolele,72.0,"Crime,Drama,Musical",error,1948-09-30,1948.0,9.0,30.0,Thursday,0.0,0.0,,6.5,24.0,both,39.0
6907,nm0310449,director,Roberto Gavaldón,1909.0,tt0041230,director,The Love Nest,115.0,"Drama,Romance",PG,1950-02-09,1950.0,2.0,9.0,Thursday,0.0,0.0,,6.4,41.0,both,41.0
6908,nm0310449,director,Roberto Gavaldón,1909.0,tt0042388,director,Deseada,85.0,"Drama,Romance",error,1951-04-05,1951.0,4.0,5.0,Thursday,0.0,0.0,,6.8,42.0,both,42.0
6909,nm0310449,director,Roberto Gavaldón,1909.0,tt0042434,director,In the Palm of Your Hand,113.0,"Crime,Drama,Mystery",error,1951-06-21,1951.0,6.0,21.0,Thursday,0.0,0.0,,7.5,262.0,both,42.0
6911,nm0310449,director,Roberto Gavaldón,1909.0,tt0045260,director,Las tres perfectas casadas,110.0,"Drama,Romance",error,1953-03-12,1953.0,3.0,12.0,Thursday,0.0,0.0,,7.3,56.0,both,44.0
6912,nm0310449,director,Roberto Gavaldón,1909.0,tt0045593,director,Camelia,110.0,"Drama,Romance",error,1954-01-01,1954.0,1.0,1.0,Friday,0.0,0.0,,6.8,47.0,both,45.0
6914,nm0310449,director,Roberto Gavaldón,1909.0,tt0046228,director,Rayando el sol,91.0,"Drama,Romance",error,1946-07-18,1946.0,7.0,18.0,Thursday,0.0,0.0,,6.2,13.0,both,37.0
6915,nm0310449,director,Roberto Gavaldón,1909.0,tt0048045,director,The Hidden One,100.0,"Drama,War,Western",error,1957-01-01,1956.0,1.0,1.0,Tuesday,0.0,0.0,,7.0,106.0,both,47.0
6916,nm0310449,director,Roberto Gavaldón,1909.0,tt0048304,director,The Littlest Outlaw,73.0,"Drama,Family",Not Rated,1955-12-22,1955.0,12.0,22.0,Thursday,0.0,0.0,,6.2,252.0,both,46.0
6918,nm0310449,director,Roberto Gavaldón,1909.0,tt0050400,director,Beyond All Limits,114.0,Drama,Not Rated,1959-07-09,1959.0,7.0,9.0,Thursday,0.0,0.0,,7.1,99.0,both,50.0
6919,nm0310449,director,Roberto Gavaldón,1909.0,tt0050636,director,La rebelión de la sierra,85.0,"Action,Drama,History",error,1958-07-31,1958.0,7.0,31.0,Thursday,0.0,0.0,,7.5,9.0,both,49.0
6920,nm0310449,director,Roberto Gavaldón,1909.0,tt0051939,director,Ash Wednesday,106.0,"Drama,War",error,1959-01-01,1958.0,1.0,1.0,Thursday,0.0,0.0,,6.8,64.0,both,49.0
6921,nm0310449,director,Roberto Gavaldón,1909.0,tt0054042,director,Macario,91.0,"Drama,Fantasy,Mystery",error,1960-06-09,1960.0,6.0,9.0,Thursday,0.0,0.0,,8.3,3331.0,both,51.0
6922,nm0310449,director,Roberto Gavaldón,1909.0,tt0055386,director,Rosa blanca,105.0,"Drama,Thriller",error,1972-07-20,1961.0,7.0,20.0,Thursday,0.0,0.0,,7.4,125.0,both,52.0
6923,nm0310449,director,Roberto Gavaldón,1909.0,tt0055945,director,Días de otoño,95.0,Drama,error,1963-10-31,1963.0,10.0,31.0,Thursday,0.0,0.0,,7.6,221.0,both,54.0
6924,nm0310449,director,Roberto Gavaldón,1909.0,tt0058125,director,The Golden Cockerel,105.0,Drama,Not Rated,1964-12-18,1964.0,12.0,18.0,Friday,0.0,0.0,,7.3,241.0,both,55.0
6925,nm0310449,director,Roberto Gavaldón,1909.0,tt0058192,director,The Children That I Dreamed,120.0,"Drama,Music",error,1965-05-13,1965.0,5.0,13.0,Thursday,0.0,0.0,,6.9,20.0,both,56.0
6927,nm0310449,director,Roberto Gavaldón,1909.0,tt0067015,director,Doña Macabra,110.0,"Comedy,Mystery,Thriller",error,1972-07-13,1972.0,7.0,13.0,Thursday,0.0,0.0,,6.1,65.0,both,63.0
6928,nm0310449,director,Roberto Gavaldón,1909.0,tt0067097,director,Las figuras de arena,115.0,Drama,error,1970-09-17,1970.0,9.0,17.0,Thursday,0.0,0.0,,6.4,15.0,both,61.0
6929,nm0310449,director,Roberto Gavaldón,1909.0,tt0068496,director,Don Quijote cabalga de nuevo,132.0,Comedy,error,1973-05-10,1973.0,5.0,10.0,Thursday,0.0,0.0,,6.3,188.0,both,64.0
6930,nm0310449,director,Roberto Gavaldón,1909.0,tt0071792,director,The Stepmother,82.0,Comedy,error,,1974.0,,,,0.0,0.0,,6.4,19.0,both,65.0
6931,nm0310449,director,Roberto Gavaldón,1909.0,tt0074636,director,El hombre de los hongos,110.0,"Drama,Romance",error,1976-09-02,1976.0,9.0,2.0,Thursday,0.0,0.0,,6.3,99.0,both,67.0
6932,nm0310449,director,Roberto Gavaldón,1909.0,tt0075073,director,La playa vacía,89.0,Drama,error,1977-07-17,1977.0,7.0,17.0,Sunday,0.0,0.0,,5.9,15.0,both,68.0
6933,nm0310449,director,Roberto Gavaldón,1909.0,tt0132464,director,Soledad's Shawl,108.0,Drama,PG,1952-11-13,1952.0,11.0,13.0,Thursday,0.0,0.0,,7.8,121.0,both,43.0
6934,nm0310449,director,Roberto Gavaldón,1909.0,tt0132524,director,Untouched,85.0,"Adventure,Drama,Thriller",error,1954-12-23,1954.0,12.0,23.0,Thursday,0.0,0.0,,7.2,57.0,both,45.0
6935,nm0310449,director,Roberto Gavaldón,1909.0,tt0170766,director,La vida inútil de Pito Pérez,149.0,"Adventure,Comedy,Drama",error,1970-09-15,1970.0,9.0,15.0,Tuesday,0.0,0.0,,7.0,47.0,both,61.0
6937,nm0310449,director,Roberto Gavaldón,1909.0,tt0219315,director,El socio,106.0,"Adventure,Drama",error,1946-01-01,1946.0,1.0,1.0,Tuesday,0.0,0.0,,6.5,30.0,both,37.0
6939,nm0310449,director,Roberto Gavaldón,1909.0,tt0231171,director,Aquí está Heraclio Bernal,85.0,"Adventure,Biography,Drama",error,1958-04-09,1958.0,4.0,9.0,Wednesday,0.0,0.0,,6.2,15.0,both,49.0
6940,nm0310449,director,Roberto Gavaldón,1909.0,tt0237739,director,El 7 de copas,95.0,"Drama,Music,Romance",error,1960-07-07,1960.0,7.0,7.0,Thursday,0.0,0.0,,6.5,15.0,both,51.0
6941,nm0310449,director,Roberto Gavaldón,1909.0,tt0242404,director,De carne somos,97.0,"Drama,Romance",error,1955-10-05,1955.0,10.0,5.0,Wednesday,0.0,0.0,,6.6,17.0,both,46.0
6942,nm0310449,director,Roberto Gavaldón,1909.0,tt0242410,director,After the Storm,95.0,Drama,error,1956-01-01,1955.0,1.0,1.0,Sunday,0.0,0.0,,6.8,17.0,both,46.0
6943,nm0310449,director,Roberto Gavaldón,1909.0,tt0243004,director,La vida íntima de Marco Antonio y Cleopatra,97.0,"Comedy,Fantasy",error,1947-04-03,1947.0,4.0,3.0,Thursday,0.0,0.0,,6.9,25.0,both,38.0
6944,nm0310449,director,Roberto Gavaldón,1909.0,tt0243738,director,A la sombra del puente,,"Drama,Mystery",error,1948-07-08,1948.0,7.0,8.0,Thursday,0.0,0.0,,5.8,6.0,both,39.0
6945,nm0310449,director,Roberto Gavaldón,1909.0,tt0248089,director,Historia de un amor,108.0,"Drama,Musical,Romance",error,1956-02-15,1956.0,2.0,15.0,Wednesday,0.0,0.0,,6.5,14.0,both,47.0
6946,nm0310449,director,Roberto Gavaldón,1909.0,tt0252191,director,Acuérdate de vivir,111.0,"Drama,Romance",error,1953-02-05,1953.0,2.0,5.0,Thursday,0.0,0.0,,6.9,22.0,both,44.0
6947,nm0310449,director,Roberto Gavaldón,1909.0,tt0262618,director,Mi vida por la tuya,85.0,Drama,error,1951-02-01,1951.0,2.0,1.0,Thursday,0.0,0.0,,6.4,16.0,both,42.0
6948,nm0310449,director,Roberto Gavaldón,1909.0,tt0265417,director,Night Falls,85.0,"Crime,Drama,Sport",error,1952-04-24,1952.0,4.0,24.0,Thursday,0.0,0.0,,7.2,187.0,both,43.0
6950,nm0310449,director,Roberto Gavaldón,1909.0,tt0283297,director,Cuando tejen las arañas,100.0,Drama,error,1979-03-22,1979.0,3.0,22.0,Thursday,0.0,0.0,,6.9,54.0,both,70.0
6952,nm0310449,director,Roberto Gavaldón,1909.0,tt0328936,director,Las cenizas del diputado,95.0,"Comedy,Drama",error,1977-06-16,1977.0,6.0,16.0,Thursday,0.0,0.0,,6.9,17.0,both,68.0
6975,nm0314671,director,Clyde Geronimi,1901.0,tt0036497,director,Victory Through Air Power,70.0,"Animation,Documentary,History",error,1943-07-17,1943.0,7.0,17.0,Saturday,788000.0,0.0,-1.0,6.6,1010.0,both,42.0
6978,nm0314671,director,Clyde Geronimi,1901.0,tt0038166,director,The Three Caballeros,71.0,"Animation,Comedy,Family",Approved,1945-02-22,1944.0,2.0,22.0,Thursday,0.0,0.0,,6.4,13787.0,both,43.0
6980,nm0314671,director,Clyde Geronimi,1901.0,tt0038718,director,Make Mine Music,75.0,"Adventure,Animation,Comedy",Passed,1946-08-15,1946.0,8.0,15.0,Thursday,0.0,0.0,,6.2,4260.0,both,45.0
6987,nm0314671,director,Clyde Geronimi,1901.0,tt0040580,director,Melody Time,75.0,"Animation,Comedy,Family",Approved,1948-05-27,1948.0,5.0,27.0,Thursday,0.0,0.0,,6.2,5920.0,both,47.0
6988,nm0314671,director,Clyde Geronimi,1901.0,tt0041094,director,The Adventures of Ichabod and Mr. Toad,68.0,"Animation,Comedy,Family",Approved,1950-01-06,1949.0,1.0,6.0,Friday,0.0,0.0,,6.9,15232.0,both,48.0
6990,nm0314671,director,Clyde Geronimi,1901.0,tt0042332,director,Cinderella,74.0,"Animation,Family,Fantasy",G,1950-03-04,1950.0,3.0,4.0,Saturday,2900000.0,96383330.0,32.23563103448276,7.3,156032.0,both,49.0
6991,nm0314671,director,Clyde Geronimi,1901.0,tt0043274,director,Alice in Wonderland,75.0,"Adventure,Animation,Comedy",G,1951-07-28,1951.0,7.0,28.0,Saturday,3000000.0,0.0,-1.0,7.4,137976.0,both,50.0
6998,nm0314671,director,Clyde Geronimi,1901.0,tt0046183,director,Peter Pan,77.0,"Adventure,Animation,Family",G,1953-02-05,1953.0,2.0,5.0,Thursday,4000000.0,87404651.0,20.85116275,7.3,136005.0,both,52.0
7003,nm0314671,director,Clyde Geronimi,1901.0,tt0048280,director,Lady and the Tramp,76.0,"Adventure,Animation,Comedy",G,1955-06-22,1955.0,6.0,22.0,Wednesday,4000000.0,93933394.0,22.4833485,7.3,132091.0,both,54.0
7009,nm0314671,director,Clyde Geronimi,1901.0,tt0053285,director,Sleeping Beauty,75.0,"Adventure,Animation,Family",G,1959-01-29,1959.0,1.0,29.0,Thursday,6000000.0,51600000.0,7.6,7.3,145266.0,both,58.0
7011,nm0314671,director,Clyde Geronimi,1901.0,tt0055254,director,One Hundred and One Dalmatians,79.0,"Adventure,Animation,Comedy",G,1961-01-25,1961.0,1.0,25.0,Wednesday,4000000.0,215880014.0,52.9700035,7.3,163798.0,both,60.0
