,nconst,writer,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
2032,nm0002042,writer,Charles Dickens,1812.0,tt0026972,writer,Scrooge,78.0,"Drama,Family,Fantasy",Approved,1935-11-30,1935.0,11.0,30.0,Saturday,0.0,0.0,,6.5,2264.0,both,123.0
2033,nm0002042,writer,Charles Dickens,1812.0,tt0027075,writer,A Tale of Two Cities,128.0,"Drama,History,Romance",Passed,1935-12-25,1935.0,12.0,25.0,Wednesday,0.0,0.0,,7.8,5676.0,both,123.0
2034,nm0002042,writer,Charles Dickens,1812.0,tt0029992,writer,A Christmas Carol,69.0,"Drama,Family,Fantasy",Passed,1938-12-16,1938.0,12.0,16.0,Friday,0.0,0.0,,7.5,7398.0,both,126.0
2036,nm0002042,writer,Charles Dickens,1812.0,tt0038574,writer,Great Expectations,118.0,"Adventure,Drama,Mystery",Approved,1947-05-22,1946.0,5.0,22.0,Thursday,350000.0,19329.0,-0.9447742857142856,7.8,23998.0,both,134.0
2037,nm0002042,writer,Charles Dickens,1812.0,tt0039562,writer,A Christmas Carol,80.0,"Drama,Fantasy",error,1947-12-01,1947.0,12.0,1.0,Monday,0.0,0.0,,5.4,30.0,both,135.0
2038,nm0002042,writer,Charles Dickens,1812.0,tt0039657,writer,The Life and Adventures of Nicholas Nickleby,108.0,Drama,Approved,1947-12-03,1947.0,12.0,3.0,Wednesday,0.0,0.0,,6.9,804.0,both,135.0
2039,nm0002042,writer,Charles Dickens,1812.0,tt0040662,writer,Oliver Twist,116.0,Drama,Not Rated,1951-07-30,1948.0,7.0,30.0,Monday,0.0,0.0,,7.8,12318.0,both,136.0
2041,nm0002042,writer,Charles Dickens,1812.0,tt0045030,writer,The Pickwick Papers,109.0,"Comedy,Drama",Approved,1954-05-05,1952.0,5.0,5.0,Wednesday,0.0,0.0,,6.9,541.0,both,140.0
2042,nm0002042,writer,Charles Dickens,1812.0,tt0046134,writer,It's Never Too Late,86.0,"Drama,Fantasy,Mystery",error,1953-05-16,1953.0,5.0,16.0,Saturday,0.0,0.0,,5.5,30.0,both,141.0
2044,nm0002042,writer,Charles Dickens,1812.0,tt0052270,writer,A Tale of Two Cities,117.0,"Drama,History,Romance",error,1958-08-04,1958.0,8.0,4.0,Monday,0.0,0.0,,7.1,1480.0,both,146.0
2046,nm0002042,writer,Charles Dickens,1812.0,tt0063385,writer,Oliver!,153.0,"Drama,Family,Musical",G,1968-09-27,1968.0,9.0,27.0,Friday,10000000.0,0.0,-1.0,7.4,37701.0,both,156.0
2048,nm0002042,writer,Charles Dickens,1812.0,tt0066344,writer,Scrooge,113.0,"Drama,Family,Fantasy",G,1971-12-17,1970.0,12.0,17.0,Friday,0.0,0.0,,7.5,10828.0,both,158.0
2049,nm0002042,writer,Charles Dickens,1812.0,tt0067160,writer,Great Expectations,,Drama,error,,1971.0,,,,0.0,0.0,,5.9,14.0,both,159.0
2052,nm0002042,writer,Charles Dickens,1812.0,tt0073480,writer,Mr. Quilp,118.0,Musical,G,1975-11-20,1975.0,11.0,20.0,Thursday,0.0,0.0,,6.8,76.0,both,163.0
2059,nm0002042,writer,Charles Dickens,1812.0,tt0093611,writer,The Adventures of Oliver Twist,91.0,"Adventure,Animation,Family",error,1987-01-01,1987.0,1.0,1.0,Thursday,0.0,0.0,,6.6,84.0,both,175.0
2061,nm0002042,writer,Charles Dickens,1812.0,tt0095279,writer,Hard Times,90.0,Drama,error,1988-09-30,1988.0,9.0,30.0,Friday,0.0,0.0,,6.9,100.0,both,176.0
2062,nm0002042,writer,Charles Dickens,1812.0,tt0095530,writer,Little Dorrit,357.0,"Drama,Romance",G,1988-10-21,1987.0,10.0,21.0,Friday,0.0,1025228.0,inf,7.3,1128.0,both,175.0
2063,nm0002042,writer,Charles Dickens,1812.0,tt0096061,writer,Scrooged,101.0,"Comedy,Drama,Fantasy",PG-13,1988-11-23,1988.0,11.0,23.0,Wednesday,32000000.0,60329001.0,0.88528128125,6.9,98384.0,both,176.0
2064,nm0002042,writer,Charles Dickens,1812.0,tt0104940,writer,The Muppet Christmas Carol,85.0,"Comedy,Drama,Family",G,1992-12-11,1992.0,12.0,11.0,Friday,12000000.0,32574382.0,1.7145318333333333,7.7,57288.0,both,180.0
2066,nm0002042,writer,Charles Dickens,1812.0,tt0107636,writer,The Mystery of Edwin Drood,112.0,"Drama,Mystery",error,1993-04-23,1993.0,4.0,23.0,Friday,0.0,0.0,,6.4,65.0,both,181.0
2069,nm0002042,writer,Charles Dickens,1812.0,tt0119223,writer,Great Expectations,111.0,"Drama,Romance",R,1998-01-30,1998.0,1.0,30.0,Friday,25000000.0,55494066.0,1.21976264,6.8,53350.0,both,186.0
2071,nm0002042,writer,Charles Dickens,1812.0,tt0123032,writer,David Copperfield,,Drama,error,1922-12-05,1922.0,12.0,5.0,Tuesday,0.0,0.0,,6.5,15.0,both,110.0
2074,nm0002042,writer,Charles Dickens,1812.0,tt0127905,writer,Store forventninger,,unknown,error,1922-08-28,1922.0,8.0,28.0,Monday,0.0,0.0,,6.1,12.0,both,110.0
2116,nm0002042,writer,Charles Dickens,1812.0,tt0242070,writer,Twist Olivér,,Drama,error,1919-10-22,1919.0,10.0,22.0,Wednesday,0.0,0.0,,6.8,11.0,both,107.0
2120,nm0002042,writer,Charles Dickens,1812.0,tt0259929,writer,Christmas Carol: The Movie,81.0,"Animation,Family,Fantasy",PG,2001-12-07,2001.0,12.0,7.0,Friday,12000000.0,266475.0,-0.97779375,5.4,1908.0,both,189.0
2124,nm0002042,writer,Charles Dickens,1812.0,tt0272226,writer,Oliver Twist,91.0,"Adventure,Animation,Drama",error,1974-07-10,1974.0,7.0,10.0,Wednesday,0.0,0.0,,5.9,180.0,both,162.0
2135,nm0002042,writer,Charles Dickens,1812.0,tt0309912,writer,Nicholas Nickleby,132.0,"Adventure,Drama,Romance",PG,2003-06-27,2002.0,6.0,27.0,Friday,10000000.0,3651462.0,-0.6348538,7.2,12412.0,both,190.0
2147,nm0002042,writer,Charles Dickens,1812.0,tt0336247,writer,David Copperfield,67.0,Drama,error,1913-12-01,1913.0,12.0,1.0,Monday,0.0,0.0,,6.3,48.0,both,101.0
2150,nm0002042,writer,Charles Dickens,1812.0,tt0339827,writer,Twist,97.0,Drama,R,2005-09-28,2003.0,9.0,28.0,Wednesday,350000.0,47370.0,-0.8646571428571429,6.2,1379.0,both,191.0
2153,nm0002042,writer,Charles Dickens,1812.0,tt0347701,writer,The Old Curiosity Shop,72.0,"Adventure,Animation,Comedy",G,1984-02-17,1984.0,2.0,17.0,Friday,0.0,0.0,,6.5,44.0,both,172.0
2157,nm0002042,writer,Charles Dickens,1812.0,tt0380599,writer,Oliver Twist,130.0,"Crime,Drama",PG-13,2005-09-30,2005.0,9.0,30.0,Friday,60000000.0,42580321.0,-0.2903279833333333,6.8,32514.0,both,193.0
2168,nm0002042,writer,Charles Dickens,1812.0,tt0443734,writer,A Christmas Carol,75.0,"Comedy,Fantasy",error,2004-12-02,2004.0,12.0,2.0,Thursday,0.0,0.0,,5.2,135.0,both,192.0
2275,nm0002042,writer,Charles Dickens,1812.0,tt1067106,writer,A Christmas Carol,96.0,"Adventure,Animation,Comedy",PG,2009-11-06,2009.0,11.0,6.0,Friday,200000000.0,325286646.0,0.62643323,6.8,112582.0,both,197.0
2283,nm0002042,writer,Charles Dickens,1812.0,tt10939808,writer,Yellow River,90.0,"Biography,Music,Mystery",error,2020-12-10,2020.0,12.0,10.0,Thursday,0.0,0.0,,5.5,8.0,both,208.0
2583,nm0002042,writer,Charles Dickens,1812.0,tt1344308,writer,Charles Dickens's England,120.0,Documentary,error,2009-07-24,2009.0,7.0,24.0,Friday,0.0,4454.0,inf,7.0,50.0,both,197.0
2584,nm0002042,writer,Charles Dickens,1812.0,tt13450510,writer,Charles Dickens' A Christmas Carol,,Drama,error,2020-11-28,2020.0,11.0,28.0,Saturday,0.0,0.0,,6.1,27.0,both,208.0
2719,nm0002042,writer,Charles Dickens,1812.0,tt1836808,writer,Great Expectations,128.0,"Drama,Romance",PG-13,2013-11-08,2012.0,11.0,8.0,Friday,0.0,6202879.0,inf,6.3,12982.0,both,200.0
2785,nm0002042,writer,Charles Dickens,1812.0,tt2627630,writer,A Christmas Carol: Scrooge's Ghostly Tale,48.0,Animation,G,2006-11-06,2006.0,11.0,6.0,Monday,0.0,0.0,,5.2,53.0,both,194.0
2787,nm0002042,writer,Charles Dickens,1812.0,tt2736822,writer,Great Expectations,145.0,Drama,Not Rated,2013-03-21,2013.0,3.0,21.0,Thursday,1000000.0,0.0,-1.0,6.7,93.0,both,201.0
2792,nm0002042,writer,Charles Dickens,1812.0,tt2947314,writer,Olivia Twist,75.0,Drama,Not Rated,2015-05-01,2014.0,5.0,1.0,Friday,0.0,0.0,,5.9,31.0,both,202.0
2803,nm0002042,writer,Charles Dickens,1812.0,tt4387314,writer,A Christmas Carol,75.0,Fantasy,Not Rated,2018-12-16,2018.0,12.0,16.0,Sunday,0.0,0.0,,4.2,351.0,both,206.0
2804,nm0002042,writer,Charles Dickens,1812.0,tt4399594,writer,Fitoor,131.0,"Drama,Romance",error,2016-02-12,2016.0,2.0,12.0,Friday,9000000.0,3454709.0,-0.6161434444444445,5.4,4785.0,both,204.0
2807,nm0002042,writer,Charles Dickens,1812.0,tt4776578,writer,A Christmas Carol,59.0,"Drama,Family,Fantasy",Not Rated,2015-11-20,2015.0,11.0,20.0,Friday,1000000.0,0.0,-1.0,3.8,87.0,both,203.0
2854,nm0002042,writer,Charles Dickens,1812.0,tt6225520,writer,The Man Who Invented Christmas,104.0,"Biography,Comedy,Drama",PG,2017-11-22,2017.0,11.0,22.0,Wednesday,0.0,8127070.0,inf,7.0,15874.0,both,205.0
2857,nm0002042,writer,Charles Dickens,1812.0,tt6439020,writer,The Personal History of David Copperfield,119.0,"Comedy,Drama",PG,2020-08-28,2019.0,8.0,28.0,Friday,15600000.0,14399270.0,-0.0769698717948717,6.4,18892.0,both,207.0
2893,nm0002042,writer,Charles Dickens,1812.0,tt7820614,writer,A Christmas Carol,57.0,Fantasy,error,2017-11-01,2017.0,11.0,1.0,Wednesday,5000.0,0.0,-1.0,5.6,29.0,both,205.0
2896,nm0002042,writer,Charles Dickens,1812.0,tt8232648,writer,A Christmas Carol,81.0,Drama,error,2018-12-11,2018.0,12.0,11.0,Tuesday,0.0,0.0,,7.5,126.0,both,206.0
2902,nm0002042,writer,Charles Dickens,1812.0,tt9136058,writer,A Christmas Carol,94.0,"Animation,Drama",error,2020-12-04,2020.0,12.0,4.0,Friday,0.0,153424.0,inf,4.9,260.0,both,208.0
2905,nm0002042,writer,Charles Dickens,1812.0,tt9387380,writer,A Christmas Carol,121.0,"Drama,Family,Musical",error,2018-11-23,2018.0,11.0,23.0,Friday,220000.0,0.0,-1.0,2.5,17.0,both,206.0
2906,nm0002042,writer,Charles Dickens,1812.0,tt9416854,writer,A Christmas Carol,51.0,Animation,error,2018-12-01,2018.0,12.0,1.0,Saturday,0.0,0.0,,3.6,19.0,both,206.0
2915,nm0002340,writer,Stuart Gordon,1947.0,tt0097523,writer,"Honey, I Shrunk the Kids",93.0,"Adventure,Comedy,Family",PG,1989-06-23,1989.0,6.0,23.0,Friday,18000000.0,222724172.0,11.37356511111111,6.4,151575.0,both,42.0
2916,nm0002340,writer,Stuart Gordon,1947.0,tt0104437,writer,"Honey, I Blew Up the Kid",89.0,"Adventure,Comedy,Family",PG,1992-07-17,1992.0,7.0,17.0,Friday,40000000.0,58662452.0,0.4665613,4.8,43748.0,both,45.0
2917,nm0002340,writer,Stuart Gordon,1947.0,tt0106452,writer,Body Snatchers,87.0,"Horror,Sci-Fi",R,1994-02-18,1993.0,2.0,18.0,Friday,13000000.0,428868.0,-0.967010153846154,6.0,19283.0,both,46.0
2918,nm0002340,writer,Stuart Gordon,1947.0,tt0116075,writer,The Dentist,92.0,Horror,R,1996-10-18,1996.0,10.0,18.0,Friday,700000.0,0.0,-1.0,5.3,9238.0,both,49.0
2919,nm0002340,writer,Stuart Gordon,1947.0,tt0117497,writer,Robo Warriors,93.0,"Action,Adventure,Sci-Fi",PG-13,1998-08-25,1996.0,8.0,25.0,Tuesday,0.0,0.0,,4.7,449.0,both,49.0
2921,nm0002340,writer,Stuart Gordon,1947.0,tt0161492,writer,The Dentist 2,100.0,"Horror,Thriller",R,1998-12-11,1998.0,12.0,11.0,Friday,1800000.0,0.0,-1.0,4.7,3787.0,both,51.0
2922,nm0002340,writer,Stuart Gordon,1947.0,tt0167350,writer,Progeny,98.0,"Horror,Sci-Fi,Thriller",R,1999-03-30,1998.0,3.0,30.0,Tuesday,2500000.0,0.0,-1.0,4.8,1587.0,both,51.0
3012,nm0002749,writer,Michael Nankin,1955.0,tt0093075,writer,The Gate,85.0,"Fantasy,Horror",PG-13,1987-05-15,1987.0,5.0,15.0,Friday,0.0,13539458.0,inf,6.0,16930.0,both,32.0
3013,nm0002749,writer,Michael Nankin,1955.0,tt0093898,writer,Russkies,99.0,Drama,PG,1987-11-06,1987.0,11.0,6.0,Friday,0.0,2189047.0,inf,5.5,1484.0,both,32.0
3014,nm0002749,writer,Michael Nankin,1955.0,tt0099636,writer,Gate 2: The Trespassers,93.0,"Comedy,Fantasy,Horror",R,1992-02-28,1990.0,2.0,28.0,Friday,6500000.0,2032973.0,-0.6872349230769231,4.7,2258.0,both,35.0
3071,nm0003031,writer,Caroline Thompson,1956.0,tt0099487,writer,Edward Scissorhands,105.0,"Drama,Fantasy,Romance",PG-13,1990-12-14,1990.0,12.0,14.0,Friday,20000000.0,86024005.0,3.30120025,7.9,474214.0,both,34.0
3072,nm0003031,writer,Caroline Thompson,1956.0,tt0101272,writer,The Addams Family,99.0,"Comedy,Fantasy",PG-13,1991-11-22,1991.0,11.0,22.0,Friday,30000000.0,191502426.0,5.3834142,6.9,149982.0,both,35.0
3073,nm0003031,writer,Caroline Thompson,1956.0,tt0107131,writer,Homeward Bound: The Incredible Journey,84.0,"Adventure,Comedy,Drama",G,1993-02-12,1993.0,2.0,12.0,Friday,0.0,41833324.0,inf,6.9,45719.0,both,37.0
3074,nm0003031,writer,Caroline Thompson,1956.0,tt0107688,writer,The Nightmare Before Christmas,76.0,"Animation,Family,Fantasy",PG,1993-10-29,1993.0,10.0,29.0,Friday,18000000.0,91221845.0,4.067880277777777,8.0,324954.0,both,37.0
3075,nm0003031,writer,Caroline Thompson,1956.0,tt0108071,writer,The Secret Garden,101.0,"Drama,Family,Fantasy",G,1993-08-13,1993.0,8.0,13.0,Friday,18000000.0,31181347.0,0.7322970555555556,7.3,40824.0,both,37.0
3076,nm0003031,writer,Caroline Thompson,1956.0,tt0121164,writer,Corpse Bride,77.0,"Animation,Drama,Family",PG,2005-09-23,2005.0,9.0,23.0,Friday,40000000.0,118133252.0,1.9533313,7.4,263172.0,both,49.0
3077,nm0003031,writer,Caroline Thompson,1956.0,tt0970411,writer,City of Ember,90.0,"Adventure,Family,Fantasy",PG,2008-10-10,2008.0,10.0,10.0,Friday,55000000.0,17929684.0,-0.6740057454545455,6.4,65188.0,both,52.0
3083,nm0003031,writer,Caroline Thompson,1956.0,tt3289724,writer,Welcome to Marwen,116.0,"Biography,Comedy,Drama",PG-13,2018-12-21,2018.0,12.0,21.0,Friday,39000000.0,13061491.0,-0.6650899743589743,6.2,23222.0,both,62.0
3084,nm0003506,writer,James Mangold,1963.0,tt0095776,writer,Oliver & Company,74.0,"Adventure,Animation,Comedy",G,1988-11-18,1988.0,11.0,18.0,Friday,31000000.0,74151346.0,1.3919789032258063,6.7,47520.0,both,25.0
3087,nm0004056,writer,Andrew Stanton,1965.0,tt0114709,writer,Toy Story,81.0,"Adventure,Animation,Comedy",G,1995-11-22,1995.0,11.0,22.0,Wednesday,30000000.0,394436586.0,12.1478862,8.3,955617.0,both,30.0
3088,nm0004056,writer,Andrew Stanton,1965.0,tt0120363,writer,Toy Story 2,92.0,"Adventure,Animation,Comedy",G,1999-11-24,1999.0,11.0,24.0,Wednesday,90000000.0,497375381.0,4.526393122222222,7.9,562201.0,both,34.0
3092,nm0004056,writer,Andrew Stanton,1965.0,tt0435761,writer,Toy Story 3,103.0,"Adventure,Animation,Comedy",G,2010-06-18,2010.0,6.0,18.0,Friday,200000000.0,1066970811.0,4.334854055,8.3,807509.0,both,45.0
3097,nm0004056,writer,Andrew Stanton,1965.0,tt1979376,writer,Toy Story 4,100.0,"Adventure,Animation,Comedy",G,2019-06-21,2019.0,6.0,21.0,Friday,200000000.0,1073394593.0,4.366972965,7.7,235058.0,both,54.0
3100,nm0004111,writer,Mark Frost,1953.0,tt0091898,writer,Scared Stiff,83.0,Horror,R,1987-10-23,1987.0,10.0,23.0,Friday,1300000.0,0.0,-1.0,4.7,731.0,both,34.0
3101,nm0004111,writer,Mark Frost,1953.0,tt0092632,writer,The Believers,114.0,"Crime,Drama,Horror",R,1987-06-10,1987.0,6.0,10.0,Wednesday,13000000.0,18753438.0,0.4425721538461538,6.0,6998.0,both,34.0
3105,nm0004111,writer,Mark Frost,1953.0,tt0105665,writer,Twin Peaks: Fire Walk with Me,134.0,"Drama,Horror,Mystery",R,1992-08-28,1992.0,8.0,28.0,Friday,10000000.0,4184990.0,-0.581501,7.2,94797.0,both,39.0
3106,nm0004111,writer,Mark Frost,1953.0,tt0120667,writer,Fantastic Four,106.0,"Action,Adventure,Fantasy",PG-13,2005-07-08,2005.0,7.0,8.0,Friday,100000000.0,333535934.0,2.33535934,5.7,324080.0,both,52.0
3108,nm0004111,writer,Mark Frost,1953.0,tt0168145,writer,The Repair Shop,48.0,Drama,error,,1998.0,,,,0.0,0.0,,6.1,26.0,both,45.0
3111,nm0004111,writer,Mark Frost,1953.0,tt0388980,writer,The Greatest Game Ever Played,120.0,"Biography,Drama,Sport",PG,2005-09-30,2005.0,9.0,30.0,Friday,26000000.0,15431177.0,-0.4064931923076923,7.4,30200.0,both,52.0
3112,nm0004111,writer,Mark Frost,1953.0,tt0486576,writer,Fantastic 4: Rise of the Silver Surfer,92.0,"Action,Adventure,Fantasy",PG,2007-06-15,2007.0,6.0,15.0,Friday,130000000.0,301913131.0,1.3224087,5.6,261076.0,both,54.0
3210,nm0004111,writer,Mark Frost,1953.0,tt5334704,writer,Twin Peaks: The Missing Pieces,91.0,"Drama,Horror,Mystery",error,2014-08-01,2014.0,8.0,1.0,Friday,0.0,0.0,,7.6,10579.0,both,61.0
3225,nm0004555,writer,Walter Murch,1943.0,tt0066434,writer,THX 1138,86.0,"Drama,Sci-Fi,Thriller",GP,1971-03-11,1971.0,3.0,11.0,Thursday,777000.0,2437000.0,2.1364221364221363,6.7,50845.0,both,28.0
