,nconst,writer,primaryName,birthYear,tconst,category,primaryTitle,runtimeMinutes,genres,mpaarating,rlsdt_dt,startYear,rlsdt_mo,rlsdt_day,rlsdt_daynm,budget_adj,worldwide_adj,ROI,averageRating,numVotes,_merge,age
26792,nm0308376,writer,Mick Garris,1951.0,tt7763324,writer,Amazing Stories,111.0,"Adventure,Fantasy,Sci-Fi",error,1986-07-10,1986.0,7.0,10.0,Thursday,0.0,0.0,,7.2,627.0,both,35.0
26794,nm0310168,writer,Nils Gaup,1955.0,tt0446013,writer,Pathfinder,99.0,"Action,Adventure,Drama",R,2007-04-13,2007.0,4.0,13.0,Friday,45000000.0,30984583.0,-0.3114537111111111,5.4,44136.0,both,52.0
26795,nm0314153,writer,Steve Gerber,1947.0,tt0091225,writer,Howard the Duck,110.0,"Action,Adventure,Comedy",PG,1986-08-01,1986.0,8.0,1.0,Friday,37000000.0,37962774.0,0.0260209189189189,4.7,46373.0,both,39.0
26798,nm0314153,writer,Steve Gerber,1947.0,tt0290747,writer,Man-Thing,106.0,"Action,Adventure,Horror",R,2005-04-21,2005.0,4.0,21.0,Thursday,5000000.0,1123136.0,-0.7753728,4.0,6427.0,both,58.0
26835,nm0314480,writer,Paul Germain,1959.0,tt0265632,writer,Recess: School's Out,82.0,"Adventure,Animation,Comedy",G,2001-02-16,2001.0,2.0,16.0,Friday,23000000.0,44460850.0,0.9330804347826088,6.5,10448.0,both,42.0
27156,nm0314788,writer,Vance Gerry,1929.0,tt0061852,writer,The Jungle Book,78.0,"Adventure,Animation,Comedy",G,1967-10-18,1967.0,10.0,18.0,Wednesday,4000000.0,205843612.0,50.460903,7.6,177422.0,both,38.0
27158,nm0314788,writer,Vance Gerry,1929.0,tt0065421,writer,The Aristocats,78.0,"Adventure,Animation,Comedy",G,1970-12-24,1970.0,12.0,24.0,Thursday,4000000.0,35459543.0,7.86488575,7.1,101407.0,both,41.0
27159,nm0314788,writer,Vance Gerry,1929.0,tt0070608,writer,Robin Hood,83.0,"Adventure,Animation,Comedy",G,1973-11-08,1973.0,11.0,8.0,Thursday,5000000.0,0.0,-1.0,7.5,124014.0,both,44.0
27161,nm0314788,writer,Vance Gerry,1929.0,tt0088814,writer,The Black Cauldron,80.0,"Action,Adventure,Animation",PG,1985-07-24,1985.0,7.0,24.0,Wednesday,44000000.0,21288692.0,-0.5161660909090909,6.4,35274.0,both,56.0
27162,nm0314788,writer,Vance Gerry,1929.0,tt0091149,writer,The Great Mouse Detective,74.0,"Adventure,Animation,Family",G,1986-07-02,1986.0,7.0,2.0,Wednesday,14000000.0,38625550.0,1.758967857142857,7.2,48658.0,both,57.0
27163,nm0314788,writer,Vance Gerry,1929.0,tt0095776,writer,Oliver & Company,74.0,"Adventure,Animation,Comedy",G,1988-11-18,1988.0,11.0,18.0,Friday,31000000.0,74151346.0,1.3919789032258063,6.7,47520.0,both,59.0
27169,nm0314870,writer,Daniel Gerson,1966.0,tt1453405,writer,Monsters University,104.0,"Adventure,Animation,Comedy",G,2013-06-21,2013.0,6.0,21.0,Friday,200000000.0,743559645.0,2.717798225,7.3,347584.0,both,47.0
27172,nm0314870,writer,Daniel Gerson,1966.0,tt2245084,writer,Big Hero 6,102.0,"Action,Adventure,Animation",PG,2014-11-07,2014.0,11.0,7.0,Friday,165000000.0,657869686.0,2.987089006060606,7.8,444094.0,both,48.0
27174,nm0315324,writer,Karl Geurs,1948.0,tt0283426,writer,The Jungle Book 2,72.0,"Adventure,Animation,Comedy",G,2003-02-14,2003.0,2.0,14.0,Friday,20000000.0,186303759.0,8.31518795,5.3,16152.0,both,55.0
27175,nm0315324,writer,Karl Geurs,1948.0,tt0324572,writer,Winnie the Pooh: A Very Merry Pooh Year,65.0,"Animation,Comedy,Drama",G,2002-11-12,2002.0,11.0,12.0,Tuesday,0.0,0.0,,6.6,2491.0,both,54.0
27179,nm0315324,writer,Karl Geurs,1948.0,tt0765465,writer,The Legend of Secret Pass,92.0,"Animation,Family,Fantasy",Not Rated,2019-01-15,2010.0,1.0,15.0,Tuesday,25400000.0,0.0,-1.0,4.9,459.0,both,62.0
27215,nm0315324,writer,Karl Geurs,1948.0,tt13292206,writer,Bobbleheads: The Movie,82.0,"Animation,Family",PG,2020-12-08,2020.0,12.0,8.0,Tuesday,0.0,0.0,,2.5,318.0,both,72.0
27231,nm0315324,writer,Karl Geurs,1948.0,tt1773768,writer,The Strawberry Shortcake Movie: Sky's the Limit,69.0,"Animation,Family",G,2009-09-15,2009.0,9.0,15.0,Tuesday,0.0,0.0,,5.7,98.0,both,61.0
27275,nm0317102,writer,Mark Gibson,,tt0163676,writer,The in Crowd,105.0,"Drama,Mystery,Thriller",PG-13,2000-07-19,2000.0,7.0,19.0,Wednesday,24000000.0,5280035.0,-0.7799985416666667,4.6,4569.0,both,
27276,nm0317102,writer,Mark Gibson,,tt0281373,writer,Snow Dogs,99.0,"Adventure,Comedy,Family",PG,2002-01-18,2002.0,1.0,18.0,Friday,33000000.0,115035090.0,2.485911818181818,5.2,26763.0,both,
27278,nm0317102,writer,Mark Gibson,,tt0405469,writer,The Wild,95.0,"Adventure,Animation,Comedy",G,2006-04-14,2006.0,4.0,14.0,Friday,80000000.0,102338515.0,0.2792314375,5.2,25590.0,both,
27284,nm0317279,writer,Raynold Gideon,,tt0079520,writer,"A Man, a Woman and a Bank",100.0,"Comedy,Crime",PG,1979-11-19,1979.0,11.0,19.0,Monday,0.0,683353.0,inf,5.7,488.0,both,
27285,nm0317279,writer,Raynold Gideon,,tt0088172,writer,Starman,115.0,"Romance,Sci-Fi",PG,1984-12-14,1984.0,12.0,14.0,Friday,22000000.0,28744356.0,0.3065616363636363,7.0,46418.0,both,
27286,nm0317279,writer,Raynold Gideon,,tt0092005,writer,Stand by Me,89.0,"Adventure,Drama",R,1986-08-22,1986.0,8.0,22.0,Friday,8000000.0,52287414.0,5.53592675,8.1,390250.0,both,
27287,nm0317279,writer,Raynold Gideon,,tt0093467,writer,Made in Heaven,103.0,"Comedy,Fantasy,Romance",PG,1987-11-06,1987.0,11.0,6.0,Friday,13000000.0,4572845.0,-0.6482426923076923,6.3,3378.0,both,
27288,nm0317279,writer,Raynold Gideon,,tt0104647,writer,Kuffs,102.0,"Action,Comedy,Crime",PG-13,1992-01-10,1992.0,1.0,10.0,Friday,10000000.0,21142815.0,1.1142815,5.9,10789.0,both,
27289,nm0317279,writer,Raynold Gideon,,tt0112760,writer,Cutthroat Island,124.0,"Action,Adventure,Comedy",PG-13,1995-12-22,1995.0,12.0,22.0,Friday,98000000.0,10017322.0,-0.8977824285714285,5.7,27826.0,both,
27290,nm0317279,writer,Raynold Gideon,,tt0780571,writer,Mr. Brooks,120.0,"Crime,Drama,Thriller",R,2007-06-01,2007.0,6.0,1.0,Friday,20000000.0,48443734.0,1.4221867,7.3,149264.0,both,
27298,nm0317450,writer,Dr. Seuss,1904.0,tt0040285,writer,Design for Death,48.0,Documentary,Approved,1947-01-01,1947.0,1.0,1.0,Wednesday,0.0,0.0,,6.3,41.0,both,43.0
27300,nm0317450,writer,Dr. Seuss,1904.0,tt0045464,writer,"The 5, 000 Fingers of Dr. T.",89.0,"Family,Fantasy,Music",G,1953-07-01,1953.0,7.0,1.0,Wednesday,2750000.0,0.0,-1.0,6.7,4093.0,both,49.0
27333,nm0317450,writer,Dr. Seuss,1904.0,tt0170016,writer,How the Grinch Stole Christmas,104.0,"Comedy,Family,Fantasy",PG,2000-11-17,2000.0,11.0,17.0,Friday,123000000.0,345823032.0,1.8115693658536585,6.2,239041.0,both,96.0
27348,nm0317450,writer,Dr. Seuss,1904.0,tt0312528,writer,The Cat in the Hat,82.0,"Adventure,Comedy,Family",PG,2003-11-21,2003.0,11.0,21.0,Friday,109000000.0,133960541.0,0.2289957889908256,4.1,81561.0,both,99.0
27353,nm0317450,writer,Dr. Seuss,1904.0,tt0451079,writer,Horton Hears a Who!,86.0,"Adventure,Animation,Comedy",G,2008-03-14,2008.0,3.0,14.0,Friday,85000000.0,298572799.0,2.5126211647058825,6.8,137465.0,both,104.0
27366,nm0317450,writer,Dr. Seuss,1904.0,tt1482459,writer,The Lorax,86.0,"Adventure,Animation,Comedy",PG,2012-03-02,2012.0,3.0,2.0,Friday,70000000.0,349183316.0,3.988333085714286,6.4,108794.0,both,108.0
27380,nm0317450,writer,Dr. Seuss,1904.0,tt2709692,writer,The Grinch,85.0,"Adventure,Animation,Comedy",PG,2018-11-09,2018.0,11.0,9.0,Friday,75000000.0,512858819.0,5.838117586666667,6.3,67473.0,both,114.0
27414,nm0317493,writer,Keith Giffen,1952.0,tt2015381,writer,Guardians of the Galaxy,121.0,"Action,Adventure,Comedy",PG-13,2014-08-01,2014.0,8.0,1.0,Friday,170000000.0,773350147.0,3.5491185117647057,8.1,1130273.0,both,62.0
27447,nm0319619,writer,Bettina Gilois,1961.0,tt0385726,writer,Glory Road,118.0,"Biography,Drama,Sport",PG,2006-01-13,2006.0,1.0,13.0,Friday,0.0,42938449.0,inf,7.2,45510.0,both,45.0
27450,nm0319619,writer,Bettina Gilois,1961.0,tt2097298,writer,"McFarland, USA",129.0,"Biography,Drama,Sport",PG,2015-02-20,2015.0,2.0,20.0,Friday,17000000.0,45710059.0,1.688827,7.4,38125.0,both,54.0
27458,nm0320564,writer,Fred Gipson,1908.0,tt0045083,writer,Return of the Texan,88.0,"Drama,Romance,Western",Approved,1952-06-16,1952.0,6.0,16.0,Monday,0.0,0.0,,6.8,144.0,both,44.0
27459,nm0320564,writer,Fred Gipson,1908.0,tt0050798,writer,Old Yeller,83.0,"Adventure,Drama,Family",Approved,1959-07-10,1957.0,7.0,10.0,Friday,0.0,0.0,,7.3,13292.0,both,49.0
27460,nm0320564,writer,Fred Gipson,1908.0,tt0052906,writer,Hound-Dog Man,87.0,"Comedy,Drama",Unrated,1959-11-01,1959.0,11.0,1.0,Sunday,0.0,0.0,,5.4,129.0,both,51.0
27461,nm0320564,writer,Fred Gipson,1908.0,tt0057473,writer,Savage Sam,103.0,"Adventure,Drama,Family",Approved,1963-06-01,1963.0,6.0,1.0,Saturday,0.0,0.0,,6.1,1057.0,both,55.0
27469,nm0322004,writer,Sandy Glass,1928.0,tt0081031,writer,The Last Flight of Noah's Ark,97.0,"Adventure,Family",G,1980-06-25,1980.0,6.0,25.0,Wednesday,6000000.0,11000000.0,0.8333333333333334,5.7,1387.0,both,52.0
27476,nm0322368,writer,Francis Glebas,1953.0,tt6241270,writer,Cinderella and the Secret Prince,90.0,"Adventure,Animation,Family",PG,2018-01-01,2018.0,1.0,1.0,Monday,20000000.0,12211895.0,-0.38940525,4.7,716.0,both,65.0
27477,nm0323945,writer,John Godey,1912.0,tt0063341,writer,Never a Dull Moment,99.0,"Comedy,Crime,Family",G,1968-06-26,1968.0,6.0,26.0,Wednesday,0.0,0.0,,6.1,716.0,both,56.0
27478,nm0323945,writer,John Godey,1912.0,tt0072251,writer,The Taking of Pelham One Two Three,104.0,"Action,Crime,Thriller",R,1974-11-14,1974.0,11.0,14.0,Thursday,5000000.0,0.0,-1.0,7.7,29969.0,both,62.0
27479,nm0323945,writer,John Godey,1912.0,tt0097626,writer,Johnny Handsome,94.0,"Crime,Drama,Thriller",R,1989-09-29,1989.0,9.0,29.0,Friday,20000000.0,7237794.0,-0.6381103,6.1,9783.0,both,77.0
27482,nm0323945,writer,John Godey,1912.0,tt1111422,writer,The Taking of Pelham 1 2 3,106.0,"Action,Crime,Thriller",R,2009-06-12,2009.0,6.0,12.0,Friday,100000000.0,150166126.0,0.50166126,6.4,194631.0,both,97.0
27484,nm0325214,writer,Harris Goldberg,1972.0,tt0117740,writer,A Step Toward Tomorrow,93.0,Drama,G,1996-11-10,1996.0,11.0,10.0,Sunday,0.0,0.0,,6.8,252.0,both,24.0
27485,nm0325214,writer,Harris Goldberg,1972.0,tt0155753,writer,I'll Be Home for Christmas,86.0,"Comedy,Family",PG,1998-11-13,1998.0,11.0,13.0,Friday,30000000.0,12214338.0,-0.5928554,5.5,10550.0,both,26.0
27486,nm0325214,writer,Harris Goldberg,1972.0,tt0205000,writer,Deuce Bigalow: Male Gigolo,88.0,"Comedy,Romance",R,1999-12-10,1999.0,12.0,10.0,Friday,17000000.0,92938755.0,4.466985588235295,5.7,74321.0,both,27.0
27489,nm0325214,writer,Harris Goldberg,1972.0,tt0295427,writer,The Master of Disguise,80.0,"Adventure,Comedy,Family",PG,2002-08-02,2002.0,8.0,2.0,Friday,16000000.0,43411001.0,1.7131875625,3.3,24894.0,both,30.0
27490,nm0325214,writer,Harris Goldberg,1972.0,tt0364751,writer,Without a Paddle,95.0,"Adventure,Comedy,Mystery",PG-13,2004-08-20,2004.0,8.0,20.0,Friday,19000000.0,73029190.0,2.843641578947369,5.8,46316.0,both,32.0
27491,nm0325214,writer,Harris Goldberg,1972.0,tt0367652,writer,Deuce Bigalow: European Gigolo,83.0,Comedy,R,2005-08-12,2005.0,8.0,12.0,Friday,22000000.0,45109561.0,1.0504345909090909,4.6,50478.0,both,33.0
27497,nm0325271,writer,Michael Goldberg,1959.0,tt0106611,writer,Cool Runnings,98.0,"Adventure,Comedy,Family",PG,1993-10-01,1993.0,10.0,1.0,Friday,14000000.0,154856263.0,10.061161642857142,7.0,101868.0,both,34.0
27498,nm0325271,writer,Michael Goldberg,1959.0,tt0110364,writer,Little Giants,107.0,"Comedy,Family,Sport",PG,1994-10-14,1994.0,10.0,14.0,Friday,20000000.0,19306362.0,-0.0346819,6.4,28341.0,both,35.0
27499,nm0325271,writer,Michael Goldberg,1959.0,tt0112602,writer,Bushwhacked,90.0,"Adventure,Comedy,Crime",PG-13,1995-08-04,1995.0,8.0,4.0,Friday,0.0,7919823.0,inf,5.6,6119.0,both,36.0
27502,nm0325271,writer,Michael Goldberg,1959.0,tt0281373,writer,Snow Dogs,99.0,"Adventure,Comedy,Family",PG,2002-01-18,2002.0,1.0,18.0,Friday,33000000.0,115035090.0,2.485911818181818,5.2,26763.0,both,43.0
27507,nm0325271,writer,Michael Goldberg,1959.0,tt1717210,writer,Should've Been Romeo,,"Comedy,Drama",error,2012-04-28,2012.0,4.0,28.0,Saturday,5000000.0,0.0,-1.0,5.9,127.0,both,53.0
27509,nm0326247,writer,Josh Goldstein,,tt0094593,writer,18 Again!,93.0,"Comedy,Fantasy,Romance",PG,1988-04-08,1988.0,4.0,8.0,Friday,0.0,2567099.0,inf,5.7,4602.0,both,
27597,nm0326247,writer,Josh Goldstein,,tt0870154,writer,Jungle Cruise,127.0,"Action,Adventure,Comedy",PG-13,2021-07-30,2021.0,7.0,30.0,Friday,200000000.0,220889446.0,0.10444723,6.6,172257.0,both,
27645,nm0329340,writer,Garry Goodrow,1933.0,tt0104437,writer,"Honey, I Blew Up the Kid",89.0,"Adventure,Comedy,Family",PG,1992-07-17,1992.0,7.0,17.0,Friday,40000000.0,58662452.0,0.4665613,4.8,43748.0,both,59.0
27648,nm0330227,writer,Gordon Gordon,1906.0,tt0046928,writer,Down Three Dark Streets,85.0,"Crime,Drama,Film-Noir",Passed,1954-09-03,1954.0,9.0,3.0,Friday,0.0,0.0,,6.6,1101.0,both,48.0
27649,nm0330227,writer,Gordon Gordon,1906.0,tt0047205,writer,Make Haste to Live,90.0,"Drama,Film-Noir,Thriller",Approved,1954-04-19,1954.0,4.0,19.0,Monday,0.0,0.0,,6.0,278.0,both,48.0
27650,nm0330227,writer,Gordon Gordon,1906.0,tt0055972,writer,Experiment in Terror,123.0,"Crime,Mystery,Thriller",Not Rated,1962-05-01,1962.0,5.0,1.0,Tuesday,0.0,0.0,,7.2,5177.0,both,56.0
27651,nm0330227,writer,Gordon Gordon,1906.0,tt0059793,writer,That Darn Cat!,116.0,"Comedy,Crime,Family",Approved,1965-12-02,1965.0,12.0,2.0,Thursday,0.0,0.0,,6.7,6854.0,both,59.0
27652,nm0330227,writer,Gordon Gordon,1906.0,tt0120317,writer,That Darn Cat,89.0,"Action,Comedy,Crime",PG,1997-02-14,1997.0,2.0,14.0,Friday,0.0,18301610.0,inf,4.6,4407.0,both,91.0
27671,nm0330468,writer,Mildred Gordon,1905.0,tt0046928,writer,Down Three Dark Streets,85.0,"Crime,Drama,Film-Noir",Passed,1954-09-03,1954.0,9.0,3.0,Friday,0.0,0.0,,6.6,1101.0,both,49.0
27672,nm0330468,writer,Mildred Gordon,1905.0,tt0047205,writer,Make Haste to Live,90.0,"Drama,Film-Noir,Thriller",Approved,1954-04-19,1954.0,4.0,19.0,Monday,0.0,0.0,,6.0,278.0,both,49.0
27673,nm0330468,writer,Mildred Gordon,1905.0,tt0055972,writer,Experiment in Terror,123.0,"Crime,Mystery,Thriller",Not Rated,1962-05-01,1962.0,5.0,1.0,Tuesday,0.0,0.0,,7.2,5177.0,both,57.0
27674,nm0330468,writer,Mildred Gordon,1905.0,tt0059793,writer,That Darn Cat!,116.0,"Comedy,Crime,Family",Approved,1965-12-02,1965.0,12.0,2.0,Thursday,0.0,0.0,,6.7,6854.0,both,60.0
27675,nm0330468,writer,Mildred Gordon,1905.0,tt0120317,writer,That Darn Cat,89.0,"Action,Comedy,Crime",PG,1997-02-14,1997.0,2.0,14.0,Friday,0.0,18301610.0,inf,4.6,4407.0,both,92.0
27694,nm0332184,writer,Alfred Gough,1967.0,tt0119012,writer,Double Tap,87.0,"Action,Crime,Drama",R,1997-09-05,1997.0,9.0,5.0,Friday,8000000.0,0.0,-1.0,5.3,601.0,both,30.0
27695,nm0332184,writer,Alfred Gough,1967.0,tt0122151,writer,Lethal Weapon 4,127.0,"Action,Crime,Thriller",R,1998-07-10,1998.0,7.0,10.0,Friday,140000000.0,285444603.0,1.0388900214285717,6.6,160732.0,both,31.0
27696,nm0332184,writer,Alfred Gough,1967.0,tt0175877,writer,Made Men,91.0,"Action,Comedy,Thriller",R,1999-08-04,1999.0,8.0,4.0,Wednesday,6000000.0,0.0,-1.0,5.9,1799.0,both,32.0
27698,nm0332184,writer,Alfred Gough,1967.0,tt0184894,writer,Shanghai Noon,110.0,"Action,Adventure,Comedy",PG-13,2000-05-26,2000.0,5.0,26.0,Friday,55000000.0,99274467.0,0.8049903090909091,6.6,125415.0,both,33.0
27701,nm0332184,writer,Alfred Gough,1967.0,tt0284490,writer,Showtime,95.0,"Action,Comedy,Crime",PG-13,2002-03-15,2002.0,3.0,15.0,Friday,85000000.0,77885672.0,-0.0836979764705882,5.5,62543.0,both,35.0
27702,nm0332184,writer,Alfred Gough,1967.0,tt0300471,writer,Shanghai Knights,114.0,"Action,Adventure,Comedy",PG-13,2003-02-07,2003.0,2.0,7.0,Friday,50000000.0,88323487.0,0.76646974,6.2,104916.0,both,36.0
27703,nm0332184,writer,Alfred Gough,1967.0,tt0316654,writer,Spider-Man 2,127.0,"Action,Adventure,Sci-Fi",PG-13,2004-06-30,2004.0,6.0,30.0,Wednesday,200000000.0,788976453.0,2.944882265,7.4,626127.0,both,37.0
27705,nm0332184,writer,Alfred Gough,1967.0,tt0400497,writer,Herbie Fully Loaded,101.0,"Adventure,Comedy,Family",G,2005-06-22,2005.0,6.0,22.0,Wednesday,50000000.0,144146816.0,1.88293632,4.9,47316.0,both,38.0
27839,nm0332184,writer,Alfred Gough,1967.0,tt0859163,writer,The Mummy: Tomb of the Dragon Emperor,112.0,"Action,Fantasy,Horror",PG-13,2008-08-01,2008.0,8.0,1.0,Friday,145000000.0,403449830.0,1.7824126206896551,5.2,158147.0,both,41.0
27912,nm0332184,writer,Alfred Gough,1967.0,tt1464540,writer,I Am Number Four,111.0,"Action,Adventure,Sci-Fi",PG-13,2011-02-18,2011.0,2.0,18.0,Friday,60000000.0,149878437.0,1.49797395,6.1,235526.0,both,44.0
28021,nm0334057,writer,Gerrit Graham,1949.0,tt0097757,writer,The Little Mermaid,83.0,"Adventure,Animation,Comedy",G,1989-11-17,1989.0,11.0,17.0,Friday,40000000.0,211343479.0,4.283586975,7.6,253875.0,both,40.0
28025,nm0334370,writer,Kenneth Grahame,1859.0,tt0034091,writer,The Reluctant Dragon,74.0,"Animation,Comedy,Family",Approved,1941-06-20,1941.0,6.0,20.0,Friday,0.0,0.0,,6.8,3234.0,both,82.0
28026,nm0334370,writer,Kenneth Grahame,1859.0,tt0041094,writer,The Adventures of Ichabod and Mr. Toad,68.0,"Animation,Comedy,Family",Approved,1950-01-06,1949.0,1.0,6.0,Friday,0.0,0.0,,6.9,15232.0,both,90.0
28030,nm0334370,writer,Kenneth Grahame,1859.0,tt0118172,writer,Mr. Toad's Wild Ride,88.0,"Adventure,Comedy,Family",PG,1997-10-31,1996.0,10.0,31.0,Friday,0.0,0.0,,6.3,3243.0,both,137.0
28134,nm0334370,writer,Kenneth Grahame,1859.0,tt7981864,writer,The Wind in the Willows: The Musical,140.0,Musical,Not Rated,2018-04-02,2018.0,4.0,2.0,Monday,500000.0,0.0,-1.0,7.4,60.0,both,159.0
28167,nm0335666,writer,Susannah Grant,1963.0,tt0114148,writer,Pocahontas,81.0,"Adventure,Animation,Drama",G,1995-06-23,1995.0,6.0,23.0,Friday,55000000.0,346079773.0,5.292359509090909,6.7,181992.0,both,32.0
28168,nm0335666,writer,Susannah Grant,1963.0,tt0120631,writer,Ever After: A Cinderella Story,121.0,"Comedy,Drama,Romance",PG-13,1998-07-31,1998.0,7.0,31.0,Friday,26000000.0,98005666.0,2.769448692307692,7.1,74320.0,both,35.0
28169,nm0335666,writer,Susannah Grant,1963.0,tt0191754,writer,28 Days,103.0,"Comedy,Drama",PG-13,2000-04-14,2000.0,4.0,14.0,Friday,43000000.0,62198945.0,0.4464870930232558,6.1,48601.0,both,37.0
28170,nm0335666,writer,Susannah Grant,1963.0,tt0195685,writer,Erin Brockovich,131.0,"Biography,Drama",R,2000-03-17,2000.0,3.0,17.0,Friday,52000000.0,256271286.0,3.928293961538461,7.4,192164.0,both,37.0
28171,nm0335666,writer,Susannah Grant,1963.0,tt0388125,writer,In Her Shoes,130.0,"Comedy,Drama,Romance",PG-13,2005-10-07,2005.0,10.0,7.0,Friday,0.0,83697473.0,inf,6.5,61797.0,both,42.0
28172,nm0335666,writer,Susannah Grant,1963.0,tt0413895,writer,Charlotte's Web,97.0,"Adventure,Comedy,Family",G,2006-12-15,2006.0,12.0,15.0,Friday,85000000.0,148963822.0,0.7525155529411764,6.3,41047.0,both,43.0
28196,nm0335666,writer,Susannah Grant,1963.0,tt0821642,writer,The Soloist,117.0,"Biography,Drama,Music",PG-13,2009-04-24,2009.0,4.0,24.0,Friday,60000000.0,38332994.0,-0.3611167666666666,6.7,53250.0,both,46.0
28216,nm0335666,writer,Susannah Grant,1963.0,tt2304933,writer,The 5th Wave,112.0,"Action,Adventure,Sci-Fi",PG-13,2016-01-22,2016.0,1.0,22.0,Friday,38000000.0,109906372.0,1.892272947368421,5.2,106842.0,both,53.0
28259,nm0338169,writer,Michael Green,,tt0870154,writer,Jungle Cruise,127.0,"Action,Adventure,Comedy",PG-13,2021-07-30,2021.0,7.0,30.0,Friday,200000000.0,220889446.0,0.10444723,6.6,172257.0,both,
28270,nm0338169,writer,Michael Green,,tt1133985,writer,Green Lantern,114.0,"Action,Adventure,Sci-Fi",PG-13,2011-06-17,2011.0,6.0,17.0,Friday,200000000.0,219851172.0,0.09925586,5.5,280363.0,both,
28288,nm0338169,writer,Michael Green,,tt1856101,writer,Blade Runner 2049,164.0,"Action,Drama,Mystery",R,2017-10-06,2017.0,10.0,6.0,Friday,150000000.0,259352064.0,0.72901376,8.0,531751.0,both,
28295,nm0338169,writer,Michael Green,,tt2316204,writer,Alien: Covenant,122.0,"Horror,Sci-Fi,Thriller",R,2017-05-19,2017.0,5.0,19.0,Friday,97000000.0,240891763.0,1.483420237113402,6.4,272635.0,both,
28296,nm0338169,writer,Michael Green,,tt3315342,writer,Logan,137.0,"Action,Drama,Sci-Fi",R,2017-03-03,2017.0,3.0,3.0,Friday,97000000.0,619179950.0,5.383298453608248,8.1,719706.0,both,
28297,nm0338169,writer,Michael Green,,tt3402236,writer,Murder on the Orient Express,114.0,"Crime,Drama,Mystery",PG-13,2017-11-10,2017.0,11.0,10.0,Friday,55000000.0,352794081.0,5.4144378363636365,6.5,237959.0,both,
28317,nm0338169,writer,Michael Green,,tt7504726,writer,The Call of the Wild,100.0,"Adventure,Drama,Family",PG,2020-02-21,2020.0,2.0,21.0,Friday,135000000.0,111105497.0,-0.1769963185185185,6.7,46757.0,both,
28318,nm0338169,writer,Michael Green,,tt7657566,writer,Death on the Nile,127.0,"Crime,Drama,Mystery",PG-13,2022-02-11,2022.0,2.0,11.0,Friday,90000000.0,136106267.0,0.5122918555555556,6.6,31159.0,both,
28319,nm0338396,writer,Walon Green,1936.0,tt0059470,writer,Morituri,123.0,"Action,Drama,Thriller",Approved,1965-09-17,1965.0,9.0,17.0,Friday,6290000.0,0.0,-1.0,7.0,3894.0,both,29.0
28320,nm0338396,writer,Walon Green,1936.0,tt0065214,writer,The Wild Bunch,145.0,"Action,Adventure,Western",R,1969-06-19,1969.0,6.0,19.0,Thursday,6244087.0,638641.0,-0.8977206755767496,7.9,83169.0,both,33.0
28322,nm0338396,writer,Walon Green,1936.0,tt0076740,writer,Sorcerer,121.0,"Adventure,Drama,Thriller",PG,1977-06-24,1977.0,6.0,24.0,Friday,22000000.0,6014.0,-0.9997266363636363,7.7,20857.0,both,41.0
28323,nm0338396,writer,Walon Green,1936.0,tt0077275,writer,The Brink's Job,104.0,"Comedy,Crime,Drama",PG,1978-12-08,1978.0,12.0,8.0,Friday,15500000.0,7909950.0,-0.4896806451612903,6.5,3015.0,both,42.0
28324,nm0338396,writer,Walon Green,1936.0,tt0083678,writer,The Border,108.0,"Crime,Drama",R,1982-02-12,1982.0,2.0,12.0,Friday,22000000.0,6118683.0,-0.7218780454545455,6.4,6493.0,both,46.0
28325,nm0338396,writer,Walon Green,1936.0,tt0086567,writer,WarGames,114.0,"Action,Drama,Sci-Fi",PG,1983-06-03,1983.0,6.0,3.0,Friday,12000000.0,79567667.0,5.630638916666666,7.1,97891.0,both,47.0
28326,nm0338396,writer,Walon Green,1936.0,tt0091981,writer,Solarbabies,94.0,"Action,Adventure,Drama",PG-13,1986-11-26,1986.0,11.0,26.0,Wednesday,25000000.0,1579260.0,-0.9368296,4.7,4479.0,both,50.0
28327,nm0338396,writer,Walon Green,1936.0,tt0094923,writer,Crusoe,91.0,"Adventure,Drama",PG-13,1989-03-31,1988.0,3.0,31.0,Friday,0.0,315421.0,inf,6.1,1068.0,both,52.0
28328,nm0338396,writer,Walon Green,1936.0,tt0100502,writer,RoboCop 2,117.0,"Action,Crime,Sci-Fi",R,1990-06-22,1990.0,6.0,22.0,Friday,25000000.0,45681173.0,0.82724692,5.8,85402.0,both,54.0
28330,nm0338396,writer,Walon Green,1936.0,tt0116213,writer,Eraser,115.0,"Action,Crime,Thriller",R,1996-06-21,1996.0,6.0,21.0,Friday,100000000.0,242295562.0,1.42295562,6.1,109175.0,both,60.0
28331,nm0338396,writer,Walon Green,1936.0,tt0120699,writer,The Hi-Lo Country,114.0,"Drama,Romance,Western",R,1999-01-22,1998.0,1.0,22.0,Friday,0.0,166082.0,inf,6.1,4362.0,both,62.0
28332,nm0338396,writer,Walon Green,1936.0,tt0130623,writer,Dinosaur,82.0,"Adventure,Animation,Drama",PG,2000-05-19,2000.0,5.0,19.0,Friday,127500000.0,349822765.0,1.7437079607843138,6.4,58964.0,both,64.0
28400,nm0338537,writer,Jonathan Greenberg,,tt0265632,writer,Recess: School's Out,82.0,"Adventure,Animation,Comedy",G,2001-02-16,2001.0,2.0,16.0,Friday,23000000.0,44460850.0,0.9330804347826088,6.5,10448.0,both,
